	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4119480384410877	EYA4
ENSG00000228526.6	0.3981286578683728	MIR34AHG
ENSG00000244694.7	0.37959611414464023	PTCHD4
ENSG00000170049.9	-0.34403945485426324	KCNAB3
ENSG00000147889.17	0.2988858783404319	CDKN2A
ENSG00000248799.1	-0.29676035672941364	Gene symbol not found
ENSG00000138829.11	-0.27133501733413884	FBN2
ENSG00000131080.14	0.26741692286553315	EDA2R
ENSG00000250337.5	0.26540315921282726	PURPL
ENSG00000200036.1	-0.2557245453786988	RNA5SP65
ENSG00000227708.1	-0.2553196381427559	LINC01850
ENSG00000270212.1	-0.24970740434498234	Gene symbol not found
ENSG00000244681.1	0.24731877463547586	MTHFD2P1
ENSG00000237438.7	0.24622612986050618	CECR7
ENSG00000281937.1	0.22464072044045022	
ENSG00000227704.1	-0.2172520111928278	Gene symbol not found
ENSG00000064655.18	0.2070201696965476	EYA2
ENSG00000206195.10	0.19716468650424254	DUXAP8
ENSG00000273455.1	0.19497892802387945	Gene symbol not found
ENSG00000224988.1	-0.19477615904839074	Gene symbol not found
ENSG00000225511.6	0.19430862454056147	LINC00475
ENSG00000168828.5	0.19105003888504918	OR13J1
ENSG00000255159.1	-0.18825264138792625	DENND2B-AS1
ENSG00000162639.15	-0.18256999127235085	HENMT1
ENSG00000217004.1	-0.18133309405465461	Gene symbol not found
ENSG00000198807.12	0.18086402522598882	PAX9
ENSG00000233254.1	0.18041791448731279	RPL21P134
ENSG00000273604.1	-0.1798590328301952	EPOP
ENSG00000267282.1	0.1784118314454879	Gene symbol not found
ENSG00000196109.6	0.17639365191509584	ZNF676
ENSG00000223284.1	-0.17405835923006724	RNU6-195P
ENSG00000081803.15	0.17338407800030592	CADPS2
ENSG00000269947.1	-0.17123124650203486	Gene symbol not found
ENSG00000272922.1	0.16849465273873476	
ENSG00000168779.19	0.16720174302750737	SHOX2
ENSG00000278530.4	0.16194595636230963	CHMP1B2P
ENSG00000268079.1	0.1613813973047462	BNIP3P30
ENSG00000213225.7	-0.16120829667111464	NOC2LP1
ENSG00000255408.3	0.16082025902497604	PCDHA3
ENSG00000111339.10	0.16070803803886238	ART4
ENSG00000130943.6	-0.15771296416359135	PKDREJ
ENSG00000231952.3	-0.1569680196562359	DPY19L1P2
ENSG00000164109.13	-0.1564649129761349	MAD2L1
ENSG00000237512.6	0.15565836565541188	UNC5B-AS1
ENSG00000226925.1	-0.15527554900534607	IL1R1-AS1
ENSG00000249973.2	0.1549800809345245	CHCHD2P7
ENSG00000279067.1	0.1530440042637537	Gene symbol not found
ENSG00000198963.10	0.15154468492590956	RORB
ENSG00000260304.1	0.1513263657123582	Gene symbol not found
