	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.5001495695888392	EYA4
ENSG00000048540.14	1.0774716525617105	LMO3
ENSG00000268079.1	0.7270252184408084	BNIP3P30
ENSG00000178163.7	-0.6974764180749675	ZNF518B
ENSG00000008300.16	0.5042755245608131	CELSR3
ENSG00000255836.1	-0.503543083431415	Gene symbol not found
ENSG00000277156.1	0.49181753339541523	TOMM40P1
ENSG00000198838.13	0.4878565516635842	RYR3
ENSG00000278530.4	0.4518842007089991	CHMP1B2P
ENSG00000205213.13	-0.4473303368200268	LGR4
ENSG00000244694.7	0.42527001973015083	PTCHD4
ENSG00000189233.11	0.42035810076581254	NUGGC
ENSG00000147231.13	0.4141334011768719	RADX
ENSG00000228526.6	0.4116476023184263	MIR34AHG
ENSG00000207291.1	0.39960525737569746	RNU6-30P
ENSG00000182168.14	0.39410744928813185	UNC5C
ENSG00000101405.3	-0.3849037323785217	OXT
ENSG00000180817.11	0.3765438744541228	PPA1
ENSG00000141431.10	0.37535211632350013	ASXL3
ENSG00000185090.14	0.37170606314584537	MANEAL
ENSG00000266236.1	0.3654264308579585	NARF-IT1
ENSG00000118526.6	0.364791173269576	TCF21
ENSG00000174292.12	0.3623304323354637	TNK1
ENSG00000053438.8	-0.3575742615396503	NNAT
ENSG00000271709.1	0.35063530480529737	Gene symbol not found
ENSG00000267374.1	-0.3494701426275115	MIR924HG
ENSG00000172247.3	-0.3420674036567498	C1QTNF4
ENSG00000255468.6	-0.34025887955230955	B4GAT1-DT
ENSG00000101955.14	-0.33647684303027325	SRPX
ENSG00000250742.2	0.3363431001424258	LINC02381
ENSG00000261340.1	-0.3346240003710747	LINC01616
ENSG00000236536.1	-0.33160753560965917	Gene symbol not found
ENSG00000275322.1	-0.3302422594528786	Gene symbol not found
ENSG00000160233.7	-0.3276282831052701	LRRC3
ENSG00000112599.8	0.3249286418818387	GUCA1B
ENSG00000141576.14	0.31563907643190614	RNF157
ENSG00000181036.13	0.31417197325728197	FCRL6
ENSG00000165478.6	0.3097920790581619	HEPACAM
ENSG00000253958.1	-0.30877399022366797	CLDN23
ENSG00000131080.14	0.30843223585308416	EDA2R
ENSG00000172667.10	0.3073136320486488	ZMAT3
ENSG00000101882.9	0.30405384257134677	NKAP
ENSG00000206052.10	-0.30296474174708604	DOK6
ENSG00000262001.1	-0.30089862970856424	DLGAP1-AS2
ENSG00000163564.14	0.300575040255183	PYHIN1
ENSG00000196109.6	0.2988745296642659	ZNF676
ENSG00000131771.13	-0.29788759520687125	PPP1R1B
ENSG00000217330.1	0.29450838888113734	SSXP10
ENSG00000228242.6	-0.29435849780191414	XPC-AS1
