	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.506868909212587	EYA4
ENSG00000048540.14	1.0869256429059015	LMO3
ENSG00000268079.1	0.7111985655569525	BNIP3P30
ENSG00000178163.7	-0.6942976535555019	ZNF518B
ENSG00000008300.16	0.5043863893163278	CELSR3
ENSG00000255836.1	-0.502061003635548	Gene symbol not found
ENSG00000198838.13	0.4823958593635001	RYR3
ENSG00000277156.1	0.477102645590673	TOMM40P1
ENSG00000278530.4	0.4507045280838396	CHMP1B2P
ENSG00000205213.13	-0.43947047773708775	LGR4
ENSG00000244694.7	0.4224760061736956	PTCHD4
ENSG00000189233.11	0.4221010348797517	NUGGC
ENSG00000228526.6	0.4131209922936792	MIR34AHG
ENSG00000147231.13	0.3994467903688805	RADX
ENSG00000182168.14	0.394463686406888	UNC5C
ENSG00000207291.1	0.3920124436079132	RNU6-30P
ENSG00000101405.3	-0.3889131225040832	OXT
ENSG00000174292.12	0.38107277150345	TNK1
ENSG00000180817.11	0.3766494177390925	PPA1
ENSG00000266236.1	0.37662014171221336	NARF-IT1
ENSG00000185090.14	0.37652769752820275	MANEAL
ENSG00000141431.10	0.3761316988606406	ASXL3
ENSG00000118526.6	0.360528273953173	TCF21
ENSG00000271709.1	0.35466966628324964	Gene symbol not found
ENSG00000267374.1	-0.35465439018764505	MIR924HG
ENSG00000053438.8	-0.3529491296109053	NNAT
ENSG00000261340.1	-0.3492047200769041	LINC01616
ENSG00000236536.1	-0.3478421386150128	Gene symbol not found
ENSG00000101955.14	-0.33627507278606195	SRPX
ENSG00000172247.3	-0.33585780505641044	C1QTNF4
ENSG00000255468.6	-0.33447901358256105	B4GAT1-DT
ENSG00000112599.8	0.32861967217100674	GUCA1B
ENSG00000250742.2	0.32821299406625487	LINC02381
ENSG00000165478.6	0.32732098435776125	HEPACAM
ENSG00000275322.1	-0.3238151255646774	Gene symbol not found
ENSG00000206052.10	-0.3165100210947443	DOK6
ENSG00000181036.13	0.31563408240049967	FCRL6
ENSG00000172667.10	0.3128458424025264	ZMAT3
ENSG00000160233.7	-0.312241734547	LRRC3
ENSG00000131080.14	0.31222292006998853	EDA2R
ENSG00000141576.14	0.3106409398599068	RNF157
ENSG00000217330.1	0.3104598645322492	SSXP10
ENSG00000253958.1	-0.308044894902125	CLDN23
ENSG00000235513.1	0.3061254071811968	L3MBTL2-AS1
ENSG00000101882.9	0.30338494387210113	NKAP
ENSG00000262001.1	-0.3026061585737259	DLGAP1-AS2
ENSG00000196109.6	0.29781731644603376	ZNF676
ENSG00000229901.1	0.29736918576975385	FOXO6-AS1
ENSG00000163637.12	-0.29705438711831206	PRICKLE2
