	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.4364513021954353	ZNF518B
ENSG00000104722.13	-1.6859457378140776	NEFM
ENSG00000185010.13	1.5808288398468668	F8
ENSG00000260015.1	1.4216171040539345	Gene symbol not found
ENSG00000166262.15	-1.1484084547856266	FAM227B
ENSG00000159212.12	-1.0944558256338912	CLIC6
ENSG00000148082.9	0.9989446497591337	SHC3
ENSG00000206195.10	0.9858496934698122	DUXAP8
ENSG00000224945.1	0.9826916378685495	Gene symbol not found
ENSG00000255408.3	0.9066888266868063	PCDHA3
ENSG00000106341.10	0.8978772282178779	PPP1R17
ENSG00000119973.5	0.895962177814487	PRLHR
ENSG00000147889.17	0.8915403660606431	CDKN2A
ENSG00000258628.1	0.8771172527571741	RHPN2P1
ENSG00000244694.7	0.8666412265736121	PTCHD4
ENSG00000204176.13	-0.8440171308640254	SYT15
ENSG00000183770.5	0.765396232242928	FOXL2
ENSG00000255836.1	-0.7430236199743087	Gene symbol not found
ENSG00000229020.4	0.7290559554828118	AKR7A2P1
ENSG00000265366.6	0.6979350635608315	GLUD1P2
ENSG00000143355.15	0.6955950306949253	LHX9
ENSG00000088882.7	-0.650444749925808	CPXM1
ENSG00000163071.10	0.5921023119851466	SPATA18
ENSG00000213225.7	-0.5887698568284145	NOC2LP1
ENSG00000147027.3	0.5791796874945747	TMEM47
ENSG00000281205.1	-0.576007870456123	
ENSG00000102796.10	-0.5610407675076124	DHRS12
ENSG00000100867.14	0.48736090523722553	DHRS2
ENSG00000214754.3	-0.4411972818709072	SRSF8CP
ENSG00000198804.2	-0.4311142333779727	MT-CO1
ENSG00000250218.1	0.4048639771409335	ALDH1L1-AS1
ENSG00000131080.14	0.4036841224237941	EDA2R
ENSG00000235268.2	-0.3594404097299438	KDM4E
ENSG00000236833.1	0.3592862858300367	Gene symbol not found
ENSG00000240401.8	0.3523386062836475	
ENSG00000275560.1	0.31929103877268217	
ENSG00000272674.3	0.31479368937743196	PCDHB16
ENSG00000255158.1	-0.2754028882814042	Gene symbol not found
ENSG00000204969.6	0.2721839427641194	PCDHA2
ENSG00000184378.2	-0.22804314962027417	ACTRT3
ENSG00000173947.13	-0.2211347344321539	CIMAP3
ENSG00000054598.6	0.20721828540930204	FOXC1
ENSG00000200769.1	-0.2015452527209327	Y_RNA
ENSG00000188011.5	-0.1919081294521135	RTP5
ENSG00000100196.10	-0.169088108146435	KDELR3
ENSG00000124203.6	0.1657207016300528	ZNF831
ENSG00000272872.1	0.09865870929072267	
ENSG00000167281.18	-0.13376952392065453	RBFOX3
ENSG00000176046.8	-0.09732267334636732	NUPR1
