	Coef_liver	Gene_name
ENSG00000242573.1	-0.37603091787577475	ACTR3P3
ENSG00000114631.10	-0.31107411160385995	PODXL2
ENSG00000219702.1	-0.307774236307329	Gene symbol not found
ENSG00000261570.1	-0.28009004257475395	AGK-DT
ENSG00000222426.1	-0.26700409833081334	RNU2-50P
ENSG00000259326.1	0.2548938001594549	Gene symbol not found
ENSG00000271209.1	0.25374611642902783	BRDTP1
ENSG00000256436.1	0.24781461545324054	TAS2R31
ENSG00000253604.1	-0.24407392228616517	Gene symbol not found
ENSG00000254345.1	-0.24084537939936654	IGKV2D-23
ENSG00000226703.1	-0.23524744385938884	NPM1P4
ENSG00000283205.1	-0.233423884040712	Gene symbol not found
ENSG00000283288.1	-0.2178704695160073	SMIM33
ENSG00000260877.2	0.21523150466143193	Gene symbol not found
ENSG00000228262.8	0.21520584969635806	LINC01320
ENSG00000235118.7	-0.21427171123805505	FAM237A
ENSG00000264685.1	-0.20715282831313264	PRPF19P1
ENSG00000237631.2	0.20581314355430802	PARK7P2
ENSG00000238835.1	-0.20246488528588794	SCARNA18
ENSG00000231066.3	-0.20065168514561443	NPM1P9
ENSG00000248647.2	0.20056792438937263	Gene symbol not found
ENSG00000250480.3	-0.20023194311355585	RLIG1P1
ENSG00000103200.6	-0.1929932335915499	Gene symbol not found
ENSG00000227240.1	0.19279966790876288	Gene symbol not found
ENSG00000283098.1	0.191653164309838	Gene symbol not found
ENSG00000233057.1	0.19136466150506973	EEF1A1P14
ENSG00000159247.13	0.1874628861217991	TUBBP5
ENSG00000259845.1	-0.1869285165880263	HERC2P10
ENSG00000108417.3	-0.1864648576474577	KRT37
ENSG00000273989.1	0.18483515424758218	Gene symbol not found
ENSG00000255147.1	-0.1847862408230106	EVA1CP4
ENSG00000214185.3	-0.18451906560957188	XPOTP1
ENSG00000231849.1	-0.18293976231792292	UBE2V2P4
ENSG00000180855.15	0.18167308396267312	ZNF443
ENSG00000236062.1	0.18157911476550379	GSTM5P1
ENSG00000205220.11	-0.1786054305322284	PSMB10
ENSG00000239958.3	-0.17774202891274363	RN7SL51P
ENSG00000225370.1	-0.17725330330541256	Gene symbol not found
ENSG00000152977.9	0.1745173736475948	ZIC1
ENSG00000102053.12	0.17385326729055184	ZC3H12B
ENSG00000227814.3	0.17140581645503514	MRPS17P9
ENSG00000277474.1	-0.17062796121433854	MIR6894
ENSG00000278054.1	-0.17051786357718932	Gene symbol not found
ENSG00000254106.1	-0.16709777783898344	LINC01848
ENSG00000284242.1	-0.16646674525402047	Gene symbol not found
ENSG00000272275.1	-0.16603005671257517	Gene symbol not found
ENSG00000197921.5	-0.16591850842602074	HES5
ENSG00000103528.16	0.16511967902349609	SYT17
ENSG00000179873.14	0.16490529218608826	NLRP11
ENSG00000171747.8	0.1633216418896253	LGALS4
