	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6507601989635869	RETNLB
ENSG00000261075.1	-0.64496536501994	LINC01195
ENSG00000048540.14	0.6205713062829961	LMO3
ENSG00000170381.12	0.5869686873562006	SEMA3E
ENSG00000244694.7	0.5614836630663441	PTCHD4
ENSG00000258641.1	-0.5302007234297454	OR4T1P
ENSG00000196427.13	0.4474317616001235	NBPF4
ENSG00000101977.19	0.44619393409424113	MCF2
ENSG00000252719.1	-0.4307197133491269	Gene symbol not found
ENSG00000270000.1	-0.421437205887884	Gene symbol not found
ENSG00000261437.1	0.4133144104606496	LINC02894
ENSG00000265359.1	-0.40472235955241925	Gene symbol not found
ENSG00000224846.2	0.4029478945960216	NQO2-AS1
ENSG00000146352.12	0.3935735477399892	CLVS2
ENSG00000249412.1	0.3884462661166761	Gene symbol not found
ENSG00000260804.3	-0.3836554283783463	LINC01963
ENSG00000235595.1	-0.38052269090548896	GAPDHP23
ENSG00000201811.1	-0.3795954954586723	SNORA71
ENSG00000134533.6	0.3716600614718835	RERG
ENSG00000242634.1	0.36558210105658084	RPS24P16
ENSG00000279348.1	-0.3651753965187999	Gene symbol not found
ENSG00000081803.15	0.3630313810088794	CADPS2
ENSG00000236290.1	-0.3573463262068617	EEF1GP7
ENSG00000271321.1	0.34903718066026296	CTAGE6
ENSG00000207494.1	-0.3454982288974337	Y_RNA
ENSG00000277120.5	-0.34270625727759074	MIR6089
ENSG00000229251.3	-0.33401446454825245	HNRNPA1P8
ENSG00000253147.5	-0.33265754908396156	LINC03023
ENSG00000167104.11	-0.32827845810135403	BPIFB6
ENSG00000224897.6	0.32303825472241304	POT1-AS1
ENSG00000224510.2	-0.32130693408571864	POLR2KP2
ENSG00000205898.3	0.31518359696963943	Gene symbol not found
ENSG00000257395.1	-0.30878799066937046	Gene symbol not found
ENSG00000105699.16	-0.30825685950342374	LSR
ENSG00000220848.4	0.30668757630392823	RPS18P9
ENSG00000225636.1	0.3010673403867575	HNRNPA3P15
ENSG00000227413.1	0.29996398124164375	Gene symbol not found
ENSG00000246130.1	0.29438456786542	TNFRSF10B-AS1
ENSG00000182963.9	-0.2904244225198314	GJC1
ENSG00000260473.2	-0.2878476691506686	Gene symbol not found
ENSG00000037757.13	0.2853093224434133	MRI1
ENSG00000270750.1	0.283498815083792	
ENSG00000183506.17	0.2812895527625877	PI4KAP2
ENSG00000217414.2	-0.27612070638771985	DDX18P3
ENSG00000105643.9	-0.2709971849878565	ARRDC2
ENSG00000183386.9	-0.26646552515201744	FHL3
ENSG00000100368.13	-0.2622891885581794	CSF2RB
ENSG00000259005.1	-0.2621101518534383	Gene symbol not found
ENSG00000279645.1	-0.25917897027342157	
ENSG00000270809.1	0.25797730699780697	CHCHD2P11
