	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.3969732031050732	ACER2P1
ENSG00000244694.7	0.3245820256994375	PTCHD4
ENSG00000252719.1	-0.3189780906713842	Gene symbol not found
ENSG00000185088.13	0.3181522665199492	RPS27L
ENSG00000131080.14	0.3102584184009726	EDA2R
ENSG00000252591.1	-0.30833109547259907	RNA5SP468
ENSG00000173535.13	0.27510478689875506	TNFRSF10C
ENSG00000213816.3	-0.27434749913217565	CNN2P4
ENSG00000117594.9	0.26419303638367175	HSD11B1
ENSG00000255492.1	-0.2610752763345823	H3P33
ENSG00000260255.1	-0.25489562643871616	Gene symbol not found
ENSG00000232139.5	-0.24929524922609408	LINC00867
ENSG00000202272.1	-0.24662335472921076	Y_RNA
ENSG00000269526.1	-0.24307434339098574	ERVV-1
ENSG00000280436.1	-0.23094630217480897	Gene symbol not found
ENSG00000278698.1	-0.227905632330046	Gene symbol not found
ENSG00000236136.1	0.22568733722430181	ADORA2BP1
ENSG00000235623.2	-0.22508106050860952	OR7E110P
ENSG00000134574.11	0.2240537590099148	DDB2
ENSG00000216977.1	0.21982361171284243	RPL21P65
ENSG00000203531.3	-0.21100395431812835	Gene symbol not found
ENSG00000237978.5	0.20320476789232983	KCNMB2-AS1
ENSG00000243539.3	-0.2007225201710461	RN7SL649P
ENSG00000232939.1	-0.2000679779780098	Gene symbol not found
ENSG00000255489.1	-0.19802608339479133	Gene symbol not found
ENSG00000252778.1	-0.19329587272616364	Gene symbol not found
ENSG00000177770.11	-0.19217020677528737	CDKN2AIPNLP1
ENSG00000270900.1	-0.18892388680491168	NUDT19P4
ENSG00000228162.1	-0.18835933177617128	Gene symbol not found
ENSG00000234913.1	-0.18788848541682887	Gene symbol not found
ENSG00000251874.1	-0.18683606885250073	RNU6-615P
ENSG00000268994.3	-0.18652440347167637	FAM236B
ENSG00000100593.17	-0.18511750320743528	ISM2
ENSG00000253305.2	-0.18431925090968473	PCDHGB6
ENSG00000252919.1	-0.18210457966776436	Y_RNA
ENSG00000226320.5	-0.1815521803813771	LINC01811
ENSG00000279954.1	-0.18056101303146926	Gene symbol not found
ENSG00000267289.1	-0.1744889810780268	PIN1-DT
ENSG00000178163.7	-0.17411010738462993	ZNF518B
ENSG00000235151.1	-0.17126136656077545	Gene symbol not found
ENSG00000173451.6	-0.16708895569249188	THAP2
ENSG00000240423.1	-0.16652642978016738	LINC00636
ENSG00000234379.1	-0.1630651156898311	HMGB1P48
ENSG00000236886.2	-0.1628254717662168	
ENSG00000272969.1	-0.1618148937118606	Gene symbol not found
ENSG00000061337.15	-0.1610643937626477	LZTS1
ENSG00000278200.1	-0.16089459771486675	LINC01971
ENSG00000254251.1	0.15949119224836758	Gene symbol not found
ENSG00000268866.1	-0.1588320759652453	Gene symbol not found
ENSG00000272748.1	-0.15877751383155667	Gene symbol not found
