	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6619724950229091	RETNLB
ENSG00000261075.1	-0.6120700491485163	LINC01195
ENSG00000048540.14	0.6109541961859946	LMO3
ENSG00000170381.12	0.573589950787303	SEMA3E
ENSG00000244694.7	0.5383587686589723	PTCHD4
ENSG00000258641.1	-0.5358273148551659	OR4T1P
ENSG00000196427.13	0.46811789746560284	NBPF4
ENSG00000101977.19	0.4361602622680695	MCF2
ENSG00000270000.1	-0.42691123617062227	Gene symbol not found
ENSG00000261437.1	0.4108685176132492	LINC02894
ENSG00000252719.1	-0.4074507775179199	Gene symbol not found
ENSG00000265359.1	-0.4025978490203628	Gene symbol not found
ENSG00000146352.12	0.4011488017478697	CLVS2
ENSG00000224846.2	0.39409004116193375	NQO2-AS1
ENSG00000260804.3	-0.38747068435722704	LINC01963
ENSG00000249412.1	0.3846288697634163	Gene symbol not found
ENSG00000201811.1	-0.38273974506690045	SNORA71
ENSG00000279348.1	-0.37862308799022615	Gene symbol not found
ENSG00000235595.1	-0.37738739096181684	GAPDHP23
ENSG00000081803.15	0.3745555197816778	CADPS2
ENSG00000134533.6	0.3694778666577771	RERG
ENSG00000242634.1	0.35958384657122255	RPS24P16
ENSG00000271321.1	0.3563252880006636	CTAGE6
ENSG00000236290.1	-0.35087071238152856	EEF1GP7
ENSG00000229251.3	-0.3367110076942466	HNRNPA1P8
ENSG00000207494.1	-0.3366556427808084	Y_RNA
ENSG00000167104.11	-0.3285691440495074	BPIFB6
ENSG00000253147.5	-0.3253609058789826	LINC03023
ENSG00000224510.2	-0.3245939164909612	POLR2KP2
ENSG00000224897.6	0.3211164511631916	POT1-AS1
ENSG00000257395.1	-0.31168429424545546	Gene symbol not found
ENSG00000227413.1	0.31055995321820956	Gene symbol not found
ENSG00000205898.3	0.3081528750739454	Gene symbol not found
ENSG00000277120.5	-0.30470086422998377	MIR6089
ENSG00000225636.1	0.2961329516881712	HNRNPA3P15
ENSG00000260473.2	-0.29275215702378177	Gene symbol not found
ENSG00000220848.4	0.29236558171205956	RPS18P9
ENSG00000105699.16	-0.2915965124684837	LSR
ENSG00000037757.13	0.28459456490212937	MRI1
ENSG00000270750.1	0.2803930255819648	
ENSG00000246130.1	0.2778829425432215	TNFRSF10B-AS1
ENSG00000182963.9	-0.2763136013162645	GJC1
ENSG00000183506.17	0.27494901165465674	PI4KAP2
ENSG00000270809.1	0.27390046611782887	CHCHD2P11
ENSG00000183386.9	-0.2725571437551292	FHL3
ENSG00000279645.1	-0.2673442422009139	
ENSG00000100368.13	-0.26626852943482926	CSF2RB
ENSG00000105643.9	-0.26335953353024005	ARRDC2
ENSG00000217414.2	-0.25491895416799637	DDX18P3
ENSG00000267515.1	0.2506208480444743	Gene symbol not found
