	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.439213667715852	ZNF518B
ENSG00000104722.13	-1.709873921454422	NEFM
ENSG00000185010.13	1.575109377749315	F8
ENSG00000260015.1	1.4317342236124406	Gene symbol not found
ENSG00000166262.15	-1.173780030728339	FAM227B
ENSG00000159212.12	-1.100548704570614	CLIC6
ENSG00000206195.10	0.9916438780435131	DUXAP8
ENSG00000148082.9	0.9813532498925239	SHC3
ENSG00000224945.1	0.9736571942340446	Gene symbol not found
ENSG00000255408.3	0.9185956925027248	PCDHA3
ENSG00000147889.17	0.9170352674216915	CDKN2A
ENSG00000258628.1	0.9154064699094088	RHPN2P1
ENSG00000244694.7	0.876928281015061	PTCHD4
ENSG00000106341.10	0.875740644989095	PPP1R17
ENSG00000119973.5	0.8661809313598055	PRLHR
ENSG00000204176.13	-0.8337419906926427	SYT15
ENSG00000183770.5	0.7669878196004144	FOXL2
ENSG00000255836.1	-0.7637139608625229	Gene symbol not found
ENSG00000229020.4	0.7021292179792824	AKR7A2P1
ENSG00000265366.6	0.6802631862913803	GLUD1P2
ENSG00000088882.7	-0.6625383150510602	CPXM1
ENSG00000143355.15	0.6606830027713348	LHX9
ENSG00000163071.10	0.6341151586642025	SPATA18
ENSG00000281205.1	-0.5957300889738355	
ENSG00000147027.3	0.5953910919273502	TMEM47
ENSG00000213225.7	-0.5808107611572358	NOC2LP1
ENSG00000102796.10	-0.5324825586891947	DHRS12
ENSG00000100867.14	0.46785971003690624	DHRS2
ENSG00000214754.3	-0.44842081814597695	SRSF8CP
ENSG00000198804.2	-0.4267333399402072	MT-CO1
ENSG00000131080.14	0.416381196949284	EDA2R
ENSG00000250218.1	0.386640577252325	ALDH1L1-AS1
ENSG00000240401.8	0.38366904593091256	
ENSG00000236833.1	0.3528411913836206	Gene symbol not found
ENSG00000235268.2	-0.3508710956077834	KDM4E
ENSG00000275560.1	0.3316582851861664	
ENSG00000204969.6	0.31313931348499346	PCDHA2
ENSG00000272674.3	0.2887952899613514	PCDHB16
ENSG00000255158.1	-0.2687291447586645	Gene symbol not found
ENSG00000184378.2	-0.2360302517247987	ACTRT3
ENSG00000173947.13	-0.23562922105962467	CIMAP3
ENSG00000200769.1	-0.22149686133585297	Y_RNA
ENSG00000188011.5	-0.19874533699206395	RTP5
ENSG00000054598.6	0.19885768946258128	FOXC1
ENSG00000100196.10	-0.18171908601466288	KDELR3
ENSG00000124203.6	0.16980344494492725	ZNF831
ENSG00000167281.18	-0.13935728143630557	RBFOX3
ENSG00000176046.8	-0.08097879673433853	NUPR1
ENSG00000272872.1	0.07279364210089304	
