	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7505000452795075	Gene symbol not found
ENSG00000177791.11	0.7120393845754327	MYOZ1
ENSG00000151136.14	-0.6797350311799689	ABTB3
ENSG00000228034.1	-0.6209825840840549	HMGN2P21
ENSG00000131080.14	0.6135103398811393	EDA2R
ENSG00000226816.2	-0.60708486006817	Gene symbol not found
ENSG00000244694.7	0.5788346407544201	PTCHD4
ENSG00000102924.11	-0.5765296245560424	CBLN1
ENSG00000074211.13	-0.5649909337868321	PPP2R2C
ENSG00000244681.1	0.5599422108084989	MTHFD2P1
ENSG00000250337.5	0.5298427967298421	PURPL
ENSG00000234546.3	0.5170067500481107	LNCTAM34A
ENSG00000138650.8	0.49224076412830003	PCDH10
ENSG00000222705.1	-0.48833088104340566	RN7SKP39
ENSG00000163898.9	0.4823391597394539	LIPH
ENSG00000250241.5	0.4811455865038812	PCDH10-DT
ENSG00000237978.5	0.46441109364752736	KCNMB2-AS1
ENSG00000133640.18	0.45791157538309324	LRRIQ1
ENSG00000080224.17	0.4574049853752123	EPHA6
ENSG00000178075.19	0.440492439135497	GRAMD1C
ENSG00000171094.16	0.4295015220140013	ALK
ENSG00000111664.10	0.4274854265619045	GNB3
ENSG00000235570.1	-0.41327946729253806	LINC00533
ENSG00000244306.10	0.4031868476118148	DUXAP10
ENSG00000164695.4	-0.40226440817137515	CHMP4C
ENSG00000133816.13	0.39926591041892373	MICAL2
ENSG00000242173.8	0.3973204815550437	ARHGDIG
ENSG00000167766.18	-0.39615104345079305	ZNF83
ENSG00000181104.6	-0.3837134972436375	F2R
ENSG00000249738.8	-0.3794880460470277	Gene symbol not found
ENSG00000273356.1	0.3776021374983439	LINC02019
ENSG00000048540.14	0.37709344847164683	LMO3
ENSG00000151746.13	-0.3664596729856659	BICD1
ENSG00000174326.11	-0.36058505517595435	SLC16A11
ENSG00000163453.11	-0.338044208875486	IGFBP7
ENSG00000106302.9	0.33551064816581627	HYAL4
ENSG00000233613.5	0.32831929286302675	DCUN1D2-AS
ENSG00000228526.6	0.32294927543697616	MIR34AHG
ENSG00000186105.7	-0.3207328210703998	LRRC70
ENSG00000228828.1	0.3159536997827659	TLK2P2
ENSG00000073060.15	0.3124001914050607	SCARB1
ENSG00000182492.15	-0.3115533941126462	BGN
ENSG00000145246.13	-0.30887372362449905	ATP10D
ENSG00000259054.1	-0.2995928256455379	LINC02332
ENSG00000106686.16	-0.29878322025384635	SPATA6L
ENSG00000102886.14	-0.29751946821921804	GDPD3
ENSG00000122176.10	-0.2948433938424718	FMOD
ENSG00000225210.9	0.29228971857090325	DUXAP9
ENSG00000163071.10	0.29149649567997477	SPATA18
