	Coef_lung	Gene_name
ENSG00000178163.7	-0.7368609971829839	ZNF518B
ENSG00000131080.14	0.6892492568744745	EDA2R
ENSG00000145242.13	0.6742540137837215	EPHA5
ENSG00000147889.17	0.6044787888934059	CDKN2A
ENSG00000100285.9	-0.5162681343727582	NEFH
ENSG00000244681.1	0.44878844015791103	MTHFD2P1
ENSG00000100362.12	-0.4370125747227695	PVALB
ENSG00000022556.15	-0.4169237691858983	NLRP2
ENSG00000130876.11	-0.41045008421779416	SLC7A10
ENSG00000160870.12	0.39818109885494507	CYP3A7
ENSG00000263280.1	-0.39481907182877257	Gene symbol not found
ENSG00000244694.7	0.39382563189578307	PTCHD4
ENSG00000185090.14	0.3882812758726676	MANEAL
ENSG00000198542.13	0.3882197952556786	ITGBL1
ENSG00000102854.15	-0.3866435127340642	MSLN
ENSG00000189127.7	-0.3656693137190225	ANKRD34B
ENSG00000186642.15	-0.361751134877177	PDE2A
ENSG00000230267.7	-0.3594931274213681	HERC2P4
ENSG00000187730.8	0.3593083744329636	GABRD
ENSG00000102452.15	0.3429768367790417	NALCN
ENSG00000185088.13	0.342043408670333	RPS27L
ENSG00000244593.1	-0.3407712613140422	Gene symbol not found
ENSG00000257550.1	-0.33196794587749395	Gene symbol not found
ENSG00000180543.4	-0.3308435096878985	TSPYL5
ENSG00000170549.3	-0.32590144391229775	IRX1
ENSG00000257194.2	0.3244195755283288	
ENSG00000080224.17	0.3237022915582918	EPHA6
ENSG00000272070.1	0.32284642207736775	
ENSG00000254198.1	-0.32175540322508517	Gene symbol not found
ENSG00000112852.6	0.3216384240010233	PCDHB2
ENSG00000143839.14	-0.31984866248261856	REN
ENSG00000273203.1	0.3094914142922154	
ENSG00000196109.6	0.3042799395601247	ZNF676
ENSG00000141576.14	0.30190767768728893	RNF157
ENSG00000267733.5	0.2993357450667468	Gene symbol not found
ENSG00000267643.1	0.2851032527104613	
ENSG00000226822.2	-0.284330588800431	
ENSG00000283913.1	-0.2834085476365117	Gene symbol not found
ENSG00000162039.14	-0.28225799739326485	MEIOB
ENSG00000277382.1	0.2806769812711442	Gene symbol not found
ENSG00000101255.10	0.28014770276463186	TRIB3
ENSG00000174672.15	0.2777015044653821	BRSK2
ENSG00000113319.12	0.27758214623006683	RASGRF2
ENSG00000106868.16	-0.26631203111356444	SUSD1
ENSG00000081818.3	0.26600313030178296	PCDHB4
ENSG00000229915.1	-0.2617838626348045	Gene symbol not found
ENSG00000242173.8	0.26082721835527745	ARHGDIG
ENSG00000259134.5	0.26008816249841127	LINC00924
ENSG00000064205.10	0.2548981757221281	CCN5
ENSG00000235821.1	0.25383823341957246	IFITM4P
