	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11603759672376765	
ENSG00000279039.1	-0.09473572587897942	
ENSG00000052344.15	0.09173715181108386	PRSS8
ENSG00000175718.9	0.09061223254749869	RBMXL3
ENSG00000117594.9	0.08894284734503193	HSD11B1
ENSG00000151718.15	-0.08608585446201862	WWC2
ENSG00000089225.19	0.08484484476767208	TBX5
ENSG00000227432.1	0.07921634659059737	ASIC4-AS1
ENSG00000266227.1	-0.07870110994938528	NPM1P2
ENSG00000187867.8	0.07867559187638634	PALM3
ENSG00000271178.1	-0.07649479125511982	IGHV3OR16-13
ENSG00000145888.10	0.07482828539377324	GLRA1
ENSG00000253293.4	-0.07473396583912773	HOXA10
ENSG00000249005.3	-0.07436885276491485	FAM90A4P
ENSG00000236968.1	-0.07420151582135068	Gene symbol not found
ENSG00000221977.1	-0.07385355900624087	OR4E2
ENSG00000235070.3	-0.07354944447068332	Gene symbol not found
ENSG00000213435.3	-0.07329994423341504	ATP6V0CP3
ENSG00000131095.12	0.07174977952860152	GFAP
ENSG00000248229.1	-0.07173369682842942	Gene symbol not found
ENSG00000181656.6	-0.07149334697386223	GPR88
ENSG00000100302.6	0.07077123124534139	RASD2
ENSG00000138759.18	-0.07028346857330217	FRAS1
ENSG00000070159.13	-0.0692067242785031	PTPN3
ENSG00000144119.3	0.06920399988883678	C1QL2
ENSG00000213698.2	-0.06916264227607505	CAPZA1P3
ENSG00000263505.1	-0.0690853226667491	SLC25A3P3
ENSG00000228467.2	-0.06879521698344687	Gene symbol not found
ENSG00000276945.1	-0.06878526398396242	Gene symbol not found
ENSG00000181195.10	0.06805623791261012	PENK
ENSG00000197919.5	0.06701914601455147	IFNA1
ENSG00000145358.6	0.06691849581787657	DDIT4L
ENSG00000241318.3	-0.06691579436854468	WDR82P2
ENSG00000257737.1	-0.06660948755921055	Gene symbol not found
ENSG00000248211.1	-0.06589223066611559	TRPC7-AS1
ENSG00000072182.12	0.06425099490825474	ASIC4
ENSG00000263862.1	-0.06423878096759775	LINC01543
ENSG00000266184.1	-0.06415597805028282	Gene symbol not found
ENSG00000261761.3	-0.06412764843307006	LINC02616
ENSG00000231464.1	-0.06216441888456587	PPP4R2P3
ENSG00000136883.13	-0.06177240556267171	KIF12
ENSG00000198838.13	0.061285815393420935	RYR3
ENSG00000120337.8	-0.0612668589956149	TNFSF18
ENSG00000240478.1	-0.061244298989778824	Gene symbol not found
ENSG00000118495.18	-0.06105312341760342	PLAGL1
ENSG00000271671.1	-0.06097875713149298	Gene symbol not found
ENSG00000143365.17	0.06065202221292382	RORC
ENSG00000249061.1	-0.0602539611690304	Gene symbol not found
ENSG00000267623.3	-0.06022877052874447	Gene symbol not found
