	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4143401585783211	EYA4
ENSG00000228526.6	0.39795862733619003	MIR34AHG
ENSG00000244694.7	0.37866875694614904	PTCHD4
ENSG00000170049.9	-0.346085477591732	KCNAB3
ENSG00000248799.1	-0.3006405599252083	Gene symbol not found
ENSG00000147889.17	0.29563009461820144	CDKN2A
ENSG00000138829.11	-0.2718937668383689	FBN2
ENSG00000131080.14	0.26728418448477304	EDA2R
ENSG00000250337.5	0.25874111684990053	PURPL
ENSG00000227708.1	-0.25305205948193565	LINC01850
ENSG00000270212.1	-0.25258164244945264	Gene symbol not found
ENSG00000200036.1	-0.25153735995390336	RNA5SP65
ENSG00000244681.1	0.2502273628632411	MTHFD2P1
ENSG00000237438.7	0.24276404139499397	CECR7
ENSG00000281937.1	0.22484359976945636	
ENSG00000227704.1	-0.21857932363241656	Gene symbol not found
ENSG00000064655.18	0.20903705931038358	EYA2
ENSG00000206195.10	0.20618694251280711	DUXAP8
ENSG00000273455.1	0.20436305758460213	Gene symbol not found
ENSG00000168828.5	0.19194997852099432	OR13J1
ENSG00000224988.1	-0.19183428028294053	Gene symbol not found
ENSG00000225511.6	0.1914501810817538	LINC00475
ENSG00000162639.15	-0.18626694637802943	HENMT1
ENSG00000267282.1	0.18448489238597285	Gene symbol not found
ENSG00000233254.1	0.1825053943253224	RPL21P134
ENSG00000198807.12	0.1818890379156962	PAX9
ENSG00000273604.1	-0.1812626816001901	EPOP
ENSG00000255159.1	-0.18049152252883158	DENND2B-AS1
ENSG00000223284.1	-0.17832370910979764	RNU6-195P
ENSG00000196109.6	0.1782940974879581	ZNF676
ENSG00000217004.1	-0.17740565808356407	Gene symbol not found
ENSG00000269947.1	-0.174393013603595	Gene symbol not found
ENSG00000081803.15	0.1718578313178739	CADPS2
ENSG00000168779.19	0.16777904992650972	SHOX2
ENSG00000213225.7	-0.1648477588974788	NOC2LP1
ENSG00000111339.10	0.16424325831761438	ART4
ENSG00000272922.1	0.16296870412988063	
ENSG00000278530.4	0.1615828196591277	CHMP1B2P
ENSG00000237512.6	0.16148170052760497	UNC5B-AS1
ENSG00000249973.2	0.16019779929407554	CHCHD2P7
ENSG00000231952.3	-0.15966962278688107	DPY19L1P2
ENSG00000268079.1	0.15890075571467813	BNIP3P30
ENSG00000255408.3	0.15886914357296442	PCDHA3
ENSG00000164109.13	-0.15669672394583353	MAD2L1
ENSG00000279067.1	0.15593043823409092	Gene symbol not found
ENSG00000226925.1	-0.1552833118227216	IL1R1-AS1
ENSG00000260304.1	0.15330705959634738	Gene symbol not found
ENSG00000130943.6	-0.15249233606953458	PKDREJ
ENSG00000198963.10	0.15242958748964805	RORB
