	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.39693445760872015	ACER2P1
ENSG00000252719.1	-0.33589175976485575	Gene symbol not found
ENSG00000244694.7	0.32755856443894527	PTCHD4
ENSG00000185088.13	0.31816233343881006	RPS27L
ENSG00000131080.14	0.3062636101085976	EDA2R
ENSG00000252591.1	-0.2896067107541164	RNA5SP468
ENSG00000173535.13	0.2765947639737315	TNFRSF10C
ENSG00000255492.1	-0.26885205604274864	H3P33
ENSG00000213816.3	-0.2679275829126399	CNN2P4
ENSG00000117594.9	0.2664032468025309	HSD11B1
ENSG00000260255.1	-0.2559094213147424	Gene symbol not found
ENSG00000202272.1	-0.2476755475421511	Y_RNA
ENSG00000232139.5	-0.24504342000848875	LINC00867
ENSG00000269526.1	-0.23958215474101788	ERVV-1
ENSG00000278698.1	-0.23492642110064638	Gene symbol not found
ENSG00000280436.1	-0.22724852741529375	Gene symbol not found
ENSG00000134574.11	0.22389485637942363	DDB2
ENSG00000236136.1	0.22109614338227926	ADORA2BP1
ENSG00000235623.2	-0.21691109072242806	OR7E110P
ENSG00000216977.1	0.21550495854889024	RPL21P65
ENSG00000203531.3	-0.2121324780792849	Gene symbol not found
ENSG00000232939.1	-0.20245206162658713	Gene symbol not found
ENSG00000255489.1	-0.19989829328055084	Gene symbol not found
ENSG00000237978.5	0.19639607050869795	KCNMB2-AS1
ENSG00000243539.3	-0.19587889225131982	RN7SL649P
ENSG00000252778.1	-0.1948334996053219	Gene symbol not found
ENSG00000270900.1	-0.19216488940312482	NUDT19P4
ENSG00000268994.3	-0.1895294655909859	FAM236B
ENSG00000251874.1	-0.18487307331769606	RNU6-615P
ENSG00000100593.17	-0.18438525882135734	ISM2
ENSG00000234913.1	-0.1835950415988355	Gene symbol not found
ENSG00000253305.2	-0.18073185314489387	PCDHGB6
ENSG00000177770.11	-0.1798089723109736	CDKN2AIPNLP1
ENSG00000228162.1	-0.17944259111908462	Gene symbol not found
ENSG00000279954.1	-0.17727364066129261	Gene symbol not found
ENSG00000252919.1	-0.1755890565994401	Y_RNA
ENSG00000226320.5	-0.17522255350405866	LINC01811
ENSG00000267289.1	-0.1723878442258804	PIN1-DT
ENSG00000178163.7	-0.17120073914702724	ZNF518B
ENSG00000235151.1	-0.1676565467954839	Gene symbol not found
ENSG00000240423.1	-0.16347229335665744	LINC00636
ENSG00000173451.6	-0.16283705674726057	THAP2
ENSG00000234379.1	-0.1604777590148919	HMGB1P48
ENSG00000272969.1	-0.159582932525761	Gene symbol not found
ENSG00000061337.15	-0.15831633630851	LZTS1
ENSG00000254251.1	0.1574743409341401	Gene symbol not found
ENSG00000268866.1	-0.15741258274122702	Gene symbol not found
ENSG00000273568.1	0.15688840954810987	Gene symbol not found
ENSG00000180662.8	-0.1567794939349973	RPL21P8
ENSG00000236886.2	-0.15635578983473636	
