	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4119443636847156	EYA4
ENSG00000228526.6	0.39899565596420716	MIR34AHG
ENSG00000244694.7	0.3786955850039199	PTCHD4
ENSG00000170049.9	-0.3469834460508189	KCNAB3
ENSG00000248799.1	-0.2998661127297223	Gene symbol not found
ENSG00000147889.17	0.29761953242172645	CDKN2A
ENSG00000131080.14	0.26858626133676283	EDA2R
ENSG00000138829.11	-0.26851797239708075	FBN2
ENSG00000250337.5	0.2634417949739356	PURPL
ENSG00000244681.1	0.25381813103424644	MTHFD2P1
ENSG00000227708.1	-0.25155830463254736	LINC01850
ENSG00000270212.1	-0.24899711253612922	Gene symbol not found
ENSG00000200036.1	-0.2460931261288489	RNA5SP65
ENSG00000237438.7	0.24199831287446538	CECR7
ENSG00000281937.1	0.22295866527429478	
ENSG00000227704.1	-0.21396347944840227	Gene symbol not found
ENSG00000064655.18	0.21092407718481385	EYA2
ENSG00000206195.10	0.2020189614074004	DUXAP8
ENSG00000273455.1	0.1987940258019904	Gene symbol not found
ENSG00000225511.6	0.19198975111320454	LINC00475
ENSG00000168828.5	0.19021050107762535	OR13J1
ENSG00000224988.1	-0.18872903277371764	Gene symbol not found
ENSG00000162639.15	-0.18630731809836026	HENMT1
ENSG00000255159.1	-0.183744491613446	DENND2B-AS1
ENSG00000273604.1	-0.18281066200959628	EPOP
ENSG00000267282.1	0.181324358296914	Gene symbol not found
ENSG00000223284.1	-0.1796118008530294	RNU6-195P
ENSG00000198807.12	0.17955000565308285	PAX9
ENSG00000233254.1	0.1790712899977882	RPL21P134
ENSG00000196109.6	0.17771127939307702	ZNF676
ENSG00000217004.1	-0.17566092078115553	Gene symbol not found
ENSG00000081803.15	0.1742836034732271	CADPS2
ENSG00000168779.19	0.17157467508482754	SHOX2
ENSG00000269947.1	-0.17153616597766116	Gene symbol not found
ENSG00000272922.1	0.16660161696982875	
ENSG00000278530.4	0.16401000922824469	CHMP1B2P
ENSG00000213225.7	-0.16302284107544032	NOC2LP1
ENSG00000111339.10	0.16262495675686994	ART4
ENSG00000231952.3	-0.1620580520159758	DPY19L1P2
ENSG00000268079.1	0.16205355032803695	BNIP3P30
ENSG00000279067.1	0.16120681396974917	Gene symbol not found
ENSG00000164109.13	-0.15757212597515563	MAD2L1
ENSG00000249973.2	0.15713598526278255	CHCHD2P7
ENSG00000226925.1	-0.15625136330462577	IL1R1-AS1
ENSG00000255408.3	0.15577800938363773	PCDHA3
ENSG00000130943.6	-0.15484320510850594	PKDREJ
ENSG00000237512.6	0.15428790388786714	UNC5B-AS1
ENSG00000198963.10	0.15113432625777745	RORB
ENSG00000137434.11	0.15079907350730462	C6orf52
