	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.4178958144618767	ZNF518B
ENSG00000104722.13	-1.6849962197095838	NEFM
ENSG00000185010.13	1.5799938654965562	F8
ENSG00000260015.1	1.429547884022165	Gene symbol not found
ENSG00000166262.15	-1.1500681531157486	FAM227B
ENSG00000159212.12	-1.075607026579671	CLIC6
ENSG00000148082.9	0.9899676162669884	SHC3
ENSG00000206195.10	0.9884173535402541	DUXAP8
ENSG00000224945.1	0.9826056334920636	Gene symbol not found
ENSG00000258628.1	0.9136484460024541	RHPN2P1
ENSG00000255408.3	0.9066840050385572	PCDHA3
ENSG00000106341.10	0.9047115577689291	PPP1R17
ENSG00000119973.5	0.9004319325973965	PRLHR
ENSG00000147889.17	0.8948225522937979	CDKN2A
ENSG00000204176.13	-0.8496045799022831	SYT15
ENSG00000244694.7	0.8265451142063137	PTCHD4
ENSG00000183770.5	0.755582187695279	FOXL2
ENSG00000255836.1	-0.7506759824227851	Gene symbol not found
ENSG00000229020.4	0.7296620424356326	AKR7A2P1
ENSG00000143355.15	0.7058348133318039	LHX9
ENSG00000265366.6	0.6679335900387126	GLUD1P2
ENSG00000088882.7	-0.6666409584801597	CPXM1
ENSG00000163071.10	0.6075041687919975	SPATA18
ENSG00000281205.1	-0.5996716637973029	
ENSG00000213225.7	-0.595110744351415	NOC2LP1
ENSG00000147027.3	0.5880703960607533	TMEM47
ENSG00000102796.10	-0.5430558306856228	DHRS12
ENSG00000100867.14	0.4795781938559558	DHRS2
ENSG00000214754.3	-0.46174040183157167	SRSF8CP
ENSG00000198804.2	-0.4353498911952145	MT-CO1
ENSG00000131080.14	0.405029708960321	EDA2R
ENSG00000250218.1	0.3699182400238722	ALDH1L1-AS1
ENSG00000240401.8	0.3602776408056417	
ENSG00000235268.2	-0.3498229948659739	KDM4E
ENSG00000236833.1	0.34201665660673236	Gene symbol not found
ENSG00000275560.1	0.3281108441745916	
ENSG00000272674.3	0.2962416754861021	PCDHB16
ENSG00000204969.6	0.27618358426143164	PCDHA2
ENSG00000255158.1	-0.2592780343824158	Gene symbol not found
ENSG00000200769.1	-0.24097628085272266	Y_RNA
ENSG00000173947.13	-0.23875313574123846	CIMAP3
ENSG00000184378.2	-0.2053919859016462	ACTRT3
ENSG00000054598.6	0.20475459505730226	FOXC1
ENSG00000188011.5	-0.18432126724765568	RTP5
ENSG00000124203.6	0.17368044522735596	ZNF831
ENSG00000167281.18	-0.14459702128868127	RBFOX3
ENSG00000100196.10	-0.15362710960944334	KDELR3
ENSG00000176046.8	-0.0717460961428245	NUPR1
ENSG00000272872.1	0.08808970080785218	
