	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4136352218899081	EYA4
ENSG00000228526.6	0.3995982228844695	MIR34AHG
ENSG00000244694.7	0.37921887246446684	PTCHD4
ENSG00000170049.9	-0.34519051149888635	KCNAB3
ENSG00000147889.17	0.2991240639739433	CDKN2A
ENSG00000248799.1	-0.29142182605610206	Gene symbol not found
ENSG00000138829.11	-0.27740054661533636	FBN2
ENSG00000131080.14	0.26957354838771663	EDA2R
ENSG00000250337.5	0.2642027429479305	PURPL
ENSG00000227708.1	-0.2578644120244964	LINC01850
ENSG00000244681.1	0.25585148265497565	MTHFD2P1
ENSG00000200036.1	-0.2523069207691898	RNA5SP65
ENSG00000270212.1	-0.251306465339168	Gene symbol not found
ENSG00000237438.7	0.2449158977763421	CECR7
ENSG00000281937.1	0.2244722485871097	
ENSG00000227704.1	-0.2220734927013442	Gene symbol not found
ENSG00000064655.18	0.20428306875043634	EYA2
ENSG00000206195.10	0.20257898077376912	DUXAP8
ENSG00000225511.6	0.19345759425950804	LINC00475
ENSG00000168828.5	0.19026820672549136	OR13J1
ENSG00000224988.1	-0.19005180055261145	Gene symbol not found
ENSG00000273455.1	0.18947738598432812	Gene symbol not found
ENSG00000267282.1	0.18585019884422418	Gene symbol not found
ENSG00000255159.1	-0.18542718602163746	DENND2B-AS1
ENSG00000273604.1	-0.18420053012371357	EPOP
ENSG00000162639.15	-0.18300456613436034	HENMT1
ENSG00000198807.12	0.18053141356864813	PAX9
ENSG00000196109.6	0.1805006016494094	ZNF676
ENSG00000223284.1	-0.17908587460315145	RNU6-195P
ENSG00000217004.1	-0.17803369011843884	Gene symbol not found
ENSG00000233254.1	0.1771674254474584	RPL21P134
ENSG00000168779.19	0.1752276277762348	SHOX2
ENSG00000081803.15	0.1747499895512451	CADPS2
ENSG00000269947.1	-0.17175913685303396	Gene symbol not found
ENSG00000272922.1	0.1644737347733477	
ENSG00000278530.4	0.1631895971550898	CHMP1B2P
ENSG00000231952.3	-0.16300082941093721	DPY19L1P2
ENSG00000213225.7	-0.1622614855307327	NOC2LP1
ENSG00000255408.3	0.16108694130665477	PCDHA3
ENSG00000111339.10	0.16088689307550672	ART4
ENSG00000268079.1	0.16033682942260835	BNIP3P30
ENSG00000164109.13	-0.15998998778808418	MAD2L1
ENSG00000249973.2	0.1593893518858891	CHCHD2P7
ENSG00000279067.1	0.15725285343990508	Gene symbol not found
ENSG00000226925.1	-0.15520401297105466	IL1R1-AS1
ENSG00000130943.6	-0.15447201042352565	PKDREJ
ENSG00000260304.1	0.15433660450214845	Gene symbol not found
ENSG00000237512.6	0.15384420827839773	UNC5B-AS1
ENSG00000113810.15	-0.15087454083226146	SMC4
