	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.441622541852767	ZNF518B
ENSG00000104722.13	-1.6842656803037432	NEFM
ENSG00000185010.13	1.5654806316596368	F8
ENSG00000260015.1	1.4417495239190348	Gene symbol not found
ENSG00000166262.15	-1.1652451536284467	FAM227B
ENSG00000159212.12	-1.106449282976941	CLIC6
ENSG00000206195.10	0.9963926210247416	DUXAP8
ENSG00000148082.9	0.9752042320556336	SHC3
ENSG00000224945.1	0.9734038658857477	Gene symbol not found
ENSG00000255408.3	0.9161893226721092	PCDHA3
ENSG00000147889.17	0.9047048874784306	CDKN2A
ENSG00000106341.10	0.8912651564060011	PPP1R17
ENSG00000258628.1	0.8896304445288246	RHPN2P1
ENSG00000119973.5	0.8732564234882337	PRLHR
ENSG00000244694.7	0.8444704625043118	PTCHD4
ENSG00000204176.13	-0.8423601004314016	SYT15
ENSG00000183770.5	0.7553221947154496	FOXL2
ENSG00000255836.1	-0.7355031890870964	Gene symbol not found
ENSG00000229020.4	0.7088680124419674	AKR7A2P1
ENSG00000265366.6	0.6974514928194744	GLUD1P2
ENSG00000143355.15	0.6769547303282254	LHX9
ENSG00000088882.7	-0.6722450284618996	CPXM1
ENSG00000163071.10	0.6076343026379529	SPATA18
ENSG00000213225.7	-0.5929350186663535	NOC2LP1
ENSG00000147027.3	0.587565741210529	TMEM47
ENSG00000281205.1	-0.5641641642652017	
ENSG00000102796.10	-0.5521074443831219	DHRS12
ENSG00000214754.3	-0.4810647828605837	SRSF8CP
ENSG00000100867.14	0.4438099073068834	DHRS2
ENSG00000131080.14	0.43437060726818216	EDA2R
ENSG00000198804.2	-0.3958738244900538	MT-CO1
ENSG00000240401.8	0.37436740701079557	
ENSG00000250218.1	0.3572430489453389	ALDH1L1-AS1
ENSG00000235268.2	-0.3545580725302767	KDM4E
ENSG00000236833.1	0.3465735830550454	Gene symbol not found
ENSG00000275560.1	0.3446842588848214	
ENSG00000272674.3	0.3026334720654025	PCDHB16
ENSG00000204969.6	0.2839283317348912	PCDHA2
ENSG00000173947.13	-0.26728023569049497	CIMAP3
ENSG00000255158.1	-0.26413746799008136	Gene symbol not found
ENSG00000184378.2	-0.24515529485417362	ACTRT3
ENSG00000188011.5	-0.21325328347578307	RTP5
ENSG00000054598.6	0.2076446072538221	FOXC1
ENSG00000200769.1	-0.20296597704056984	Y_RNA
ENSG00000100196.10	-0.1893902554737204	KDELR3
ENSG00000124203.6	0.1781047628714124	ZNF831
ENSG00000167281.18	-0.13864969305530622	RBFOX3
ENSG00000272872.1	0.10838566990293601	
ENSG00000176046.8	-0.06768578791410189	NUPR1
