	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7657187966709642	Gene symbol not found
ENSG00000177791.11	0.7073352335436884	MYOZ1
ENSG00000151136.14	-0.671957161117537	ABTB3
ENSG00000228034.1	-0.6273747147772334	HMGN2P21
ENSG00000226816.2	-0.6190830981662926	Gene symbol not found
ENSG00000131080.14	0.6094506484688911	EDA2R
ENSG00000102924.11	-0.5856696735146085	CBLN1
ENSG00000244694.7	0.5726158940452576	PTCHD4
ENSG00000244681.1	0.5616889987532842	MTHFD2P1
ENSG00000074211.13	-0.5596288413964297	PPP2R2C
ENSG00000250337.5	0.5311312634610077	PURPL
ENSG00000234546.3	0.49912853298084653	LNCTAM34A
ENSG00000138650.8	0.4918025702441432	PCDH10
ENSG00000163898.9	0.48636235532327665	LIPH
ENSG00000250241.5	0.4811903216670932	PCDH10-DT
ENSG00000222705.1	-0.47524246719873503	RN7SKP39
ENSG00000080224.17	0.4682051539358116	EPHA6
ENSG00000133640.18	0.4669237034469276	LRRIQ1
ENSG00000237978.5	0.46453546889444786	KCNMB2-AS1
ENSG00000178075.19	0.458556506291015	GRAMD1C
ENSG00000171094.16	0.43824393519904253	ALK
ENSG00000111664.10	0.423494743971932	GNB3
ENSG00000244306.10	0.4073005090758546	DUXAP10
ENSG00000167766.18	-0.4067458244311518	ZNF83
ENSG00000235570.1	-0.40341579823029844	LINC00533
ENSG00000133816.13	0.4026914633416207	MICAL2
ENSG00000164695.4	-0.4024042234924935	CHMP4C
ENSG00000242173.8	0.38743990550394924	ARHGDIG
ENSG00000249738.8	-0.3847449891186547	Gene symbol not found
ENSG00000048540.14	0.38271726723441146	LMO3
ENSG00000181104.6	-0.3761725684472158	F2R
ENSG00000273356.1	0.37399103055529703	LINC02019
ENSG00000151746.13	-0.3650988652508106	BICD1
ENSG00000174326.11	-0.3548660661851414	SLC16A11
ENSG00000106302.9	0.3543096288676327	HYAL4
ENSG00000233613.5	0.3383627209273153	DCUN1D2-AS
ENSG00000163453.11	-0.3345619717394562	IGFBP7
ENSG00000228526.6	0.3251719240902095	MIR34AHG
ENSG00000182492.15	-0.32448984293746136	BGN
ENSG00000228828.1	0.32342995578561123	TLK2P2
ENSG00000186105.7	-0.31673679350280315	LRRC70
ENSG00000102886.14	-0.3037439244300312	GDPD3
ENSG00000259054.1	-0.3023000361324172	LINC02332
ENSG00000073060.15	0.3000502327225015	SCARB1
ENSG00000145246.13	-0.2976801933722273	ATP10D
ENSG00000163071.10	0.297226104465427	SPATA18
ENSG00000225210.9	0.2953674344250306	DUXAP9
ENSG00000122176.10	-0.29458100870999104	FMOD
ENSG00000280234.1	0.2940717524899074	Gene symbol not found
