	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.39490479912086734	PTCHD4
ENSG00000105707.13	0.36408884768988864	HPN
ENSG00000272721.5	-0.3561164958919944	EIF2B5-DT
ENSG00000276656.1	-0.3480356481500486	MIR6083
ENSG00000268758.7	0.3394214043429017	ADGRE4P
ENSG00000198099.8	0.33280441769258473	ADH4
ENSG00000275532.1	-0.32913294534092835	Gene symbol not found
ENSG00000162753.11	-0.3257727430014199	SLC9C2
ENSG00000253439.1	0.32381970639302304	CDC42P5
ENSG00000267225.1	-0.3210700571793351	WDR7-OT1
ENSG00000229124.6	0.3126741947429035	VIM-AS1
ENSG00000236345.1	0.3123558942637524	SCAT8
ENSG00000270947.1	-0.310938049324234	Gene symbol not found
ENSG00000176219.2	-0.3041548078825825	OR11H6
ENSG00000253549.5	-0.30221638217650054	CA3-AS1
ENSG00000258992.6	-0.2976499422422909	TSPY1
ENSG00000273870.1	-0.295122779431661	Gene symbol not found
ENSG00000250337.5	0.28840111248721667	PURPL
ENSG00000149403.12	0.28263376466441315	GRIK4
ENSG00000131080.14	0.2820740156437355	EDA2R
ENSG00000145107.15	-0.27889519507874044	TM4SF19
ENSG00000272872.1	0.27440671852403625	
ENSG00000093072.15	-0.27094398564820354	ADA2
ENSG00000229891.1	0.26821894244816424	LINC01315
ENSG00000282692.1	0.266776948284448	Gene symbol not found
ENSG00000263276.1	0.26531542795564633	Gene symbol not found
ENSG00000146070.16	-0.2652610009004953	PLA2G7
ENSG00000105711.11	0.24878370157240268	SCN1B
ENSG00000271734.1	0.24793701451384725	
ENSG00000076944.15	-0.24680863837118494	STXBP2
ENSG00000260144.1	0.24342188303383402	Gene symbol not found
ENSG00000170231.15	0.2425756358759365	FABP6
ENSG00000124762.13	0.2402383821382802	CDKN1A
ENSG00000273143.1	0.23894629080180177	DUSP5-DT
ENSG00000057657.15	0.2370177765805909	PRDM1
ENSG00000240160.3	0.23588152099178808	RN7SL263P
ENSG00000222714.1	0.2335594508468939	RN7SKP38
ENSG00000253894.1	-0.23210749806845557	Gene symbol not found
ENSG00000178343.4	0.23048115086260887	SHISA3
ENSG00000184895.7	-0.23033899496868357	SRY
ENSG00000254281.1	-0.23020151441037248	
ENSG00000271600.1	-0.22923103498698966	Gene symbol not found
ENSG00000241346.1	0.22911850928529326	SNRPCP11
ENSG00000232732.9	0.22803855214723684	Gene symbol not found
ENSG00000232530.1	0.22605771300783012	LIF-AS1
ENSG00000178538.9	-0.2256902692747674	CA8
ENSG00000036672.15	0.22065522309059438	USP2
ENSG00000225655.5	0.2203582256433381	
ENSG00000106025.8	0.21941038910776497	TSPAN12
