	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11639797893941789	
ENSG00000279039.1	-0.09273237576084142	
ENSG00000052344.15	0.09212205188961443	PRSS8
ENSG00000175718.9	0.09065523101666166	RBMXL3
ENSG00000117594.9	0.09006686262074541	HSD11B1
ENSG00000151718.15	-0.08627440762904992	WWC2
ENSG00000089225.19	0.08622574677694217	TBX5
ENSG00000187867.8	0.07975396609410917	PALM3
ENSG00000227432.1	0.07905916076775565	ASIC4-AS1
ENSG00000266227.1	-0.07745891164328057	NPM1P2
ENSG00000271178.1	-0.07670762345441343	IGHV3OR16-13
ENSG00000235070.3	-0.07574970776139572	Gene symbol not found
ENSG00000253293.4	-0.07454582536661908	HOXA10
ENSG00000145888.10	0.07418171872297946	GLRA1
ENSG00000221977.1	-0.07382654347445311	OR4E2
ENSG00000213435.3	-0.07350399912669318	ATP6V0CP3
ENSG00000249005.3	-0.0727255767157981	FAM90A4P
ENSG00000248229.1	-0.07206895021880416	Gene symbol not found
ENSG00000131095.12	0.07204447274531467	GFAP
ENSG00000100302.6	0.07142149238949852	RASD2
ENSG00000181656.6	-0.07119649435056952	GPR88
ENSG00000138759.18	-0.0711111286909522	FRAS1
ENSG00000144119.3	0.06997943957757265	C1QL2
ENSG00000228467.2	-0.06959559051609278	Gene symbol not found
ENSG00000257737.1	-0.06958508458887255	Gene symbol not found
ENSG00000070159.13	-0.06916348018182061	PTPN3
ENSG00000276945.1	-0.0689403876132606	Gene symbol not found
ENSG00000181195.10	0.06890462967350569	PENK
ENSG00000236968.1	-0.06847775560361755	Gene symbol not found
ENSG00000263505.1	-0.06807009857344355	SLC25A3P3
ENSG00000145358.6	0.06714911334646742	DDIT4L
ENSG00000197919.5	0.06707593827597584	IFNA1
ENSG00000213698.2	-0.06658066109787203	CAPZA1P3
ENSG00000248211.1	-0.06604096315404522	TRPC7-AS1
ENSG00000241318.3	-0.06575553764285387	WDR82P2
ENSG00000266184.1	-0.06518390629312147	Gene symbol not found
ENSG00000261761.3	-0.06479826864189409	LINC02616
ENSG00000072182.12	0.06449504007536418	ASIC4
ENSG00000231464.1	-0.06368555205935286	PPP4R2P3
ENSG00000263862.1	-0.06300340116808213	LINC01543
ENSG00000118495.18	-0.0628421472335324	PLAGL1
ENSG00000240478.1	-0.06201359651202561	Gene symbol not found
ENSG00000120337.8	-0.061678800250717356	TNFSF18
ENSG00000198838.13	0.061634766908401334	RYR3
ENSG00000143365.17	0.06158339446178815	RORC
ENSG00000271671.1	-0.061245061078627275	Gene symbol not found
ENSG00000136883.13	-0.061200087730498884	KIF12
ENSG00000272572.1	-0.060887890064092044	Gene symbol not found
ENSG00000268583.1	-0.06086543300115447	Gene symbol not found
ENSG00000229204.3	-0.06068884301594155	PTGES3P3
