	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.39136979106163233	ACER2P1
ENSG00000252719.1	-0.325558275045767	Gene symbol not found
ENSG00000244694.7	0.3247866984867437	PTCHD4
ENSG00000185088.13	0.3179266252905549	RPS27L
ENSG00000131080.14	0.3073774167127506	EDA2R
ENSG00000252591.1	-0.30601601494825675	RNA5SP468
ENSG00000173535.13	0.27171180297696895	TNFRSF10C
ENSG00000117594.9	0.26719867969500133	HSD11B1
ENSG00000213816.3	-0.26562686773146654	CNN2P4
ENSG00000255492.1	-0.26115685238295727	H3P33
ENSG00000260255.1	-0.25294330241699725	Gene symbol not found
ENSG00000232139.5	-0.24579191743936785	LINC00867
ENSG00000202272.1	-0.24459865683275306	Y_RNA
ENSG00000269526.1	-0.24331917535478226	ERVV-1
ENSG00000278698.1	-0.2342147681837156	Gene symbol not found
ENSG00000280436.1	-0.22810890541330667	Gene symbol not found
ENSG00000236136.1	0.22729192877702603	ADORA2BP1
ENSG00000235623.2	-0.2258322882379451	OR7E110P
ENSG00000134574.11	0.22131537866097192	DDB2
ENSG00000216977.1	0.21812408414049533	RPL21P65
ENSG00000203531.3	-0.21391192845339935	Gene symbol not found
ENSG00000255489.1	-0.2001816153591458	Gene symbol not found
ENSG00000237978.5	0.19768540778049465	KCNMB2-AS1
ENSG00000268994.3	-0.19581948379037634	FAM236B
ENSG00000232939.1	-0.19575687574548278	Gene symbol not found
ENSG00000243539.3	-0.1938481498192614	RN7SL649P
ENSG00000270900.1	-0.18931652755770217	NUDT19P4
ENSG00000252778.1	-0.1885046113260699	Gene symbol not found
ENSG00000100593.17	-0.18610863888021148	ISM2
ENSG00000228162.1	-0.1836509058404065	Gene symbol not found
ENSG00000177770.11	-0.18302183843745823	CDKN2AIPNLP1
ENSG00000253305.2	-0.18163680715809125	PCDHGB6
ENSG00000234913.1	-0.1813817680427118	Gene symbol not found
ENSG00000252919.1	-0.18084161576600719	Y_RNA
ENSG00000226320.5	-0.17772776837811938	LINC01811
ENSG00000279954.1	-0.17302021421410824	Gene symbol not found
ENSG00000178163.7	-0.1698622978496942	ZNF518B
ENSG00000235151.1	-0.16875680805813506	Gene symbol not found
ENSG00000267289.1	-0.16799744939676464	PIN1-DT
ENSG00000251874.1	-0.1642924121434553	RNU6-615P
ENSG00000240423.1	-0.16168994391329555	LINC00636
ENSG00000234379.1	-0.16057399025358599	HMGB1P48
ENSG00000273568.1	0.1601519426192036	Gene symbol not found
ENSG00000254251.1	0.15956538023256692	Gene symbol not found
ENSG00000236886.2	-0.15898155957223456	
ENSG00000173451.6	-0.15858063408260573	THAP2
ENSG00000180662.8	-0.15847557254850883	RPL21P8
ENSG00000113494.16	-0.15738516407953074	PRLR
ENSG00000272969.1	-0.15676707965740994	Gene symbol not found
ENSG00000268866.1	-0.15640565945964396	Gene symbol not found
