	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4123904893166629	EYA4
ENSG00000228526.6	0.39725168073078115	MIR34AHG
ENSG00000244694.7	0.37918997271874666	PTCHD4
ENSG00000170049.9	-0.3429575091682025	KCNAB3
ENSG00000248799.1	-0.3023238222801579	Gene symbol not found
ENSG00000147889.17	0.2955645891261906	CDKN2A
ENSG00000138829.11	-0.2693663625720172	FBN2
ENSG00000131080.14	0.2668763560530986	EDA2R
ENSG00000250337.5	0.26242544354870945	PURPL
ENSG00000227708.1	-0.2551759594236759	LINC01850
ENSG00000270212.1	-0.25323294130927865	Gene symbol not found
ENSG00000244681.1	0.2516364903523562	MTHFD2P1
ENSG00000200036.1	-0.24878032151113713	RNA5SP65
ENSG00000237438.7	0.24138284823715608	CECR7
ENSG00000281937.1	0.22519748005248516	
ENSG00000227704.1	-0.21169044221829653	Gene symbol not found
ENSG00000064655.18	0.20447858386142062	EYA2
ENSG00000206195.10	0.2043968571204783	DUXAP8
ENSG00000273455.1	0.19806793562130787	Gene symbol not found
ENSG00000224988.1	-0.18998362928748663	Gene symbol not found
ENSG00000225511.6	0.18989541188836237	LINC00475
ENSG00000168828.5	0.1893974354279258	OR13J1
ENSG00000233254.1	0.18424242893574366	RPL21P134
ENSG00000198807.12	0.18389514683265856	PAX9
ENSG00000162639.15	-0.18269476386534644	HENMT1
ENSG00000267282.1	0.18214804349111385	Gene symbol not found
ENSG00000255159.1	-0.18133870961752332	DENND2B-AS1
ENSG00000273604.1	-0.17858826697560348	EPOP
ENSG00000217004.1	-0.17806272721235283	Gene symbol not found
ENSG00000196109.6	0.1760027464683653	ZNF676
ENSG00000269947.1	-0.17466339513830031	Gene symbol not found
ENSG00000223284.1	-0.17177710229228124	RNU6-195P
ENSG00000081803.15	0.17160980436660628	CADPS2
ENSG00000168779.19	0.16925093676234906	SHOX2
ENSG00000278530.4	0.16670763143636108	CHMP1B2P
ENSG00000272922.1	0.1665922561420431	
ENSG00000111339.10	0.1637422178996637	ART4
ENSG00000268079.1	0.16227294379797327	BNIP3P30
ENSG00000213225.7	-0.16017509030221552	NOC2LP1
ENSG00000255408.3	0.16008339446481756	PCDHA3
ENSG00000231952.3	-0.15727296392091508	DPY19L1P2
ENSG00000226925.1	-0.15628093348675942	IL1R1-AS1
ENSG00000164109.13	-0.1562376877237315	MAD2L1
ENSG00000279067.1	0.15532653980493816	Gene symbol not found
ENSG00000249973.2	0.15426971697269154	CHCHD2P7
ENSG00000237512.6	0.15424008468654454	UNC5B-AS1
ENSG00000130943.6	-0.15236767766640244	PKDREJ
ENSG00000198963.10	0.15224022541548068	RORB
ENSG00000137434.11	0.15003680069611486	C6orf52
