	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.40931520810342753	EYA4
ENSG00000228526.6	0.3974308012432033	MIR34AHG
ENSG00000244694.7	0.37874478542027845	PTCHD4
ENSG00000170049.9	-0.34270480087242344	KCNAB3
ENSG00000147889.17	0.2983518255345105	CDKN2A
ENSG00000248799.1	-0.2972217899949002	Gene symbol not found
ENSG00000131080.14	0.2674794447741766	EDA2R
ENSG00000138829.11	-0.2666619497610137	FBN2
ENSG00000200036.1	-0.26447932968519	RNA5SP65
ENSG00000250337.5	0.2605079960922584	PURPL
ENSG00000227708.1	-0.25692696526033804	LINC01850
ENSG00000270212.1	-0.25540020367288013	Gene symbol not found
ENSG00000244681.1	0.252150811945162	MTHFD2P1
ENSG00000237438.7	0.24400369164665675	CECR7
ENSG00000281937.1	0.225814496589726	
ENSG00000227704.1	-0.21227951792219482	Gene symbol not found
ENSG00000064655.18	0.20619904726396046	EYA2
ENSG00000206195.10	0.20066657307259664	DUXAP8
ENSG00000273455.1	0.19934097963094005	Gene symbol not found
ENSG00000224988.1	-0.1940631743558421	Gene symbol not found
ENSG00000225511.6	0.19125079004598375	LINC00475
ENSG00000168828.5	0.18747318437633043	OR13J1
ENSG00000162639.15	-0.18720750148984608	HENMT1
ENSG00000233254.1	0.1849785672379306	RPL21P134
ENSG00000255159.1	-0.1840436488809625	DENND2B-AS1
ENSG00000267282.1	0.18336445613913424	Gene symbol not found
ENSG00000198807.12	0.182520895695133	PAX9
ENSG00000196109.6	0.1787593682314312	ZNF676
ENSG00000273604.1	-0.1787198066848282	EPOP
ENSG00000269947.1	-0.17645361135115445	Gene symbol not found
ENSG00000217004.1	-0.17541578049701723	Gene symbol not found
ENSG00000223284.1	-0.17459466660930925	RNU6-195P
ENSG00000081803.15	0.17108397875077339	CADPS2
ENSG00000168779.19	0.16907793631250317	SHOX2
ENSG00000278530.4	0.1662842122537707	CHMP1B2P
ENSG00000272922.1	0.1641219506022494	
ENSG00000111339.10	0.16271135413973165	ART4
ENSG00000268079.1	0.15997020960776653	BNIP3P30
ENSG00000231952.3	-0.15955125370088255	DPY19L1P2
ENSG00000255408.3	0.15880299835801542	PCDHA3
ENSG00000213225.7	-0.15783559710287254	NOC2LP1
ENSG00000130943.6	-0.1564966000104271	PKDREJ
ENSG00000237512.6	0.15633128423999212	UNC5B-AS1
ENSG00000226925.1	-0.15617908280130632	IL1R1-AS1
ENSG00000249973.2	0.15571316612149677	CHCHD2P7
ENSG00000164109.13	-0.15442778522703443	MAD2L1
ENSG00000279067.1	0.15251848765991488	Gene symbol not found
ENSG00000198963.10	0.15174259036323356	RORB
ENSG00000260304.1	0.15125139255200737	Gene symbol not found
