	Coef_liver	Gene_name
ENSG00000242573.1	-0.37956670720397506	ACTR3P3
ENSG00000219702.1	-0.3121422172027095	Gene symbol not found
ENSG00000114631.10	-0.31068094610238745	PODXL2
ENSG00000261570.1	-0.27102759831807705	AGK-DT
ENSG00000222426.1	-0.26740393131441664	RNU2-50P
ENSG00000259326.1	0.25519316674555603	Gene symbol not found
ENSG00000271209.1	0.2537120396248987	BRDTP1
ENSG00000256436.1	0.2483807533966524	TAS2R31
ENSG00000254345.1	-0.2444390812765037	IGKV2D-23
ENSG00000253604.1	-0.23978327346006284	Gene symbol not found
ENSG00000226703.1	-0.23635323017404675	NPM1P4
ENSG00000283205.1	-0.23032065079270553	Gene symbol not found
ENSG00000283288.1	-0.22061864637624157	SMIM33
ENSG00000260877.2	0.21797127593513838	Gene symbol not found
ENSG00000228262.8	0.21693318384994995	LINC01320
ENSG00000235118.7	-0.21296263029971343	FAM237A
ENSG00000231066.3	-0.20674337282578517	NPM1P9
ENSG00000264685.1	-0.20651398194405557	PRPF19P1
ENSG00000238835.1	-0.20635728574059684	SCARNA18
ENSG00000237631.2	0.2046175109181432	PARK7P2
ENSG00000248647.2	0.19705096464621222	Gene symbol not found
ENSG00000250480.3	-0.19674125718819066	RLIG1P1
ENSG00000103200.6	-0.1944459114533643	Gene symbol not found
ENSG00000227240.1	0.19228334517663767	Gene symbol not found
ENSG00000233057.1	0.19100672306781954	EEF1A1P14
ENSG00000283098.1	0.19017543486132943	Gene symbol not found
ENSG00000255147.1	-0.18890578662966515	EVA1CP4
ENSG00000273989.1	0.1887836489265404	Gene symbol not found
ENSG00000159247.13	0.18876807111375396	TUBBP5
ENSG00000108417.3	-0.1872440774105745	KRT37
ENSG00000236062.1	0.18626660873747447	GSTM5P1
ENSG00000214185.3	-0.18322423055497888	XPOTP1
ENSG00000231849.1	-0.18197461195802964	UBE2V2P4
ENSG00000205220.11	-0.18090213896558496	PSMB10
ENSG00000259845.1	-0.1787547221933888	HERC2P10
ENSG00000180855.15	0.17834565052337556	ZNF443
ENSG00000239958.3	-0.17743934875384929	RN7SL51P
ENSG00000225370.1	-0.17722821212827014	Gene symbol not found
ENSG00000102053.12	0.17476320238360982	ZC3H12B
ENSG00000227814.3	0.17224571619220344	MRPS17P9
ENSG00000254106.1	-0.16928701227949164	LINC01848
ENSG00000152977.9	0.1687876414526538	ZIC1
ENSG00000277474.1	-0.16867775909370003	MIR6894
ENSG00000278054.1	-0.16558544884718074	Gene symbol not found
ENSG00000179873.14	0.16555934866051494	NLRP11
ENSG00000284242.1	-0.16424502371193675	Gene symbol not found
ENSG00000171747.8	0.1640099925317885	LGALS4
ENSG00000272275.1	-0.1629985114476956	Gene symbol not found
ENSG00000150873.11	-0.16265930560813555	C2orf50
ENSG00000103528.16	0.16200134600575025	SYT17
