	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.3978775159646467	PTCHD4
ENSG00000105707.13	0.3591066357573223	HPN
ENSG00000272721.5	-0.352568212910244	EIF2B5-DT
ENSG00000268758.7	0.33868587408319917	ADGRE4P
ENSG00000276656.1	-0.3318364391497751	MIR6083
ENSG00000198099.8	0.3269377923932763	ADH4
ENSG00000275532.1	-0.32396690871204586	Gene symbol not found
ENSG00000253439.1	0.3206422510194561	CDC42P5
ENSG00000267225.1	-0.32032291147274883	WDR7-OT1
ENSG00000162753.11	-0.31841303330185006	SLC9C2
ENSG00000270947.1	-0.3092479536788543	Gene symbol not found
ENSG00000236345.1	0.3063678523451171	SCAT8
ENSG00000253549.5	-0.3046264227122081	CA3-AS1
ENSG00000229124.6	0.30281588148094407	VIM-AS1
ENSG00000176219.2	-0.30202039353151616	OR11H6
ENSG00000273870.1	-0.29222667754903675	Gene symbol not found
ENSG00000250337.5	0.2882145557458352	PURPL
ENSG00000258992.6	-0.28714739176719345	TSPY1
ENSG00000131080.14	0.2845020152550066	EDA2R
ENSG00000149403.12	0.28254307885340346	GRIK4
ENSG00000272872.1	0.2768926254302653	
ENSG00000263276.1	0.2736128529037477	Gene symbol not found
ENSG00000145107.15	-0.27317129431948156	TM4SF19
ENSG00000282692.1	0.27101682288366225	Gene symbol not found
ENSG00000093072.15	-0.27003662952442564	ADA2
ENSG00000146070.16	-0.2638829266182678	PLA2G7
ENSG00000229891.1	0.2563400417642217	LINC01315
ENSG00000271734.1	0.24661286111755876	
ENSG00000105711.11	0.24298869118587826	SCN1B
ENSG00000076944.15	-0.24163418011702292	STXBP2
ENSG00000124762.13	0.24028962487063424	CDKN1A
ENSG00000057657.15	0.23969957894325056	PRDM1
ENSG00000273143.1	0.23816368186168183	DUSP5-DT
ENSG00000178343.4	0.23695846162525178	SHISA3
ENSG00000240160.3	0.23652006626686942	RN7SL263P
ENSG00000253894.1	-0.23357989494685408	Gene symbol not found
ENSG00000232732.9	0.23343473575728235	Gene symbol not found
ENSG00000260144.1	0.23324077745780933	Gene symbol not found
ENSG00000170231.15	0.2320468997788722	FABP6
ENSG00000184895.7	-0.2316549426619467	SRY
ENSG00000232530.1	0.22739229566349478	LIF-AS1
ENSG00000241346.1	0.22690714249052588	SNRPCP11
ENSG00000222714.1	0.22484330606688624	RN7SKP38
ENSG00000271600.1	-0.22316693258465053	Gene symbol not found
ENSG00000254281.1	-0.22229861817333646	
ENSG00000178538.9	-0.2214692607961501	CA8
ENSG00000106025.8	0.21879931594237834	TSPAN12
ENSG00000262362.1	0.218224532559671	Gene symbol not found
ENSG00000225655.5	0.21512083799967666	
