	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20814205021072213	CADPS2
ENSG00000126878.12	-0.15659730719406173	AIF1L
ENSG00000244694.7	0.15349484097069807	PTCHD4
ENSG00000168779.19	0.1495653295426658	SHOX2
ENSG00000244681.1	0.14836782657019615	MTHFD2P1
ENSG00000281706.2	-0.1454983304612053	LINC01012
ENSG00000185272.13	0.14496130199986093	RBM11
ENSG00000261786.1	-0.14321325285849756	Gene symbol not found
ENSG00000232860.7	-0.14199924914056455	SMG7-AS1
ENSG00000186472.19	0.1414282983586039	PCLO
ENSG00000082556.10	-0.1391888711468454	OPRK1
ENSG00000064205.10	0.13515378219069107	CCN5
ENSG00000151474.21	-0.13144513147135767	FRMD4A
ENSG00000196090.12	-0.12959645717148993	PTPRT
ENSG00000048540.14	0.1270411322135731	LMO3
ENSG00000050555.17	-0.12527523273451865	LAMC3
ENSG00000072041.16	0.12426127665428048	SLC6A15
ENSG00000266050.2	-0.12421213559733028	Gene symbol not found
ENSG00000258695.2	0.12253007276864894	Gene symbol not found
ENSG00000267504.1	0.11950533492683021	Gene symbol not found
ENSG00000254585.2	-0.11916022369348755	MAGEL2
ENSG00000198732.10	-0.11872272564012479	SMOC1
ENSG00000206828.1	-0.11779815207322536	RNVU1-30
ENSG00000273036.2	0.1147934248495755	CYP4F33P
ENSG00000278530.4	0.11233047769931515	CHMP1B2P
ENSG00000137968.16	-0.11219563418562817	SLC44A5
ENSG00000215529.12	0.1121842288462046	EFCAB8
ENSG00000151948.11	-0.1100456216928408	GLT1D1
ENSG00000258675.1	-0.10979549598569305	LINC02308
ENSG00000165325.13	0.10974124625686811	DEUP1
ENSG00000239268.2	-0.10950432689316225	LINC03051
ENSG00000250361.7	0.10788788582479324	GYPB
ENSG00000184500.14	0.1059348771762928	PROS1
ENSG00000086717.18	0.1054839238236837	PPEF1
ENSG00000231784.8	-0.1040959756402914	DBIL5P
ENSG00000188191.14	-0.1040882090118997	PRKAR1B
ENSG00000280435.1	-0.10273553811914209	Gene symbol not found
ENSG00000236155.6	-0.10247238418926012	ZPLD2P
ENSG00000276107.1	0.10213101434940197	THBS1-IT1
ENSG00000230267.7	-0.10141237695620604	HERC2P4
ENSG00000176049.15	0.10119390499174254	JAKMIP2
ENSG00000179083.6	0.10116258378036802	FAM133A
ENSG00000171403.9	-0.10073743468062943	KRT9
ENSG00000167693.16	-0.09993947287053259	NXN
ENSG00000067221.13	0.09723787772942377	STOML1
ENSG00000273203.1	0.09709073142735417	
ENSG00000215105.4	0.09673615651854342	TTC3P1
ENSG00000162738.5	-0.09636211511022685	VANGL2
ENSG00000131941.7	-0.09634557035884095	RHPN2
ENSG00000172818.9	0.09577585390318134	OVOL1
