	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4153583918594683	EYA4
ENSG00000228526.6	0.39951778787944925	MIR34AHG
ENSG00000244694.7	0.3764389747982929	PTCHD4
ENSG00000170049.9	-0.3438048883041555	KCNAB3
ENSG00000248799.1	-0.3032949183127161	Gene symbol not found
ENSG00000147889.17	0.29711219101254766	CDKN2A
ENSG00000138829.11	-0.2755420912264813	FBN2
ENSG00000131080.14	0.26803432535262933	EDA2R
ENSG00000250337.5	0.26408500851084804	PURPL
ENSG00000270212.1	-0.25767030888503983	Gene symbol not found
ENSG00000200036.1	-0.25752946035005714	RNA5SP65
ENSG00000227708.1	-0.2530934163723432	LINC01850
ENSG00000244681.1	0.2527292688653387	MTHFD2P1
ENSG00000237438.7	0.2458643732139827	CECR7
ENSG00000281937.1	0.22247710089325773	
ENSG00000227704.1	-0.22034864518492442	Gene symbol not found
ENSG00000064655.18	0.20654831552474803	EYA2
ENSG00000206195.10	0.19951126732780716	DUXAP8
ENSG00000273455.1	0.1970359475066621	Gene symbol not found
ENSG00000225511.6	0.19317717244486401	LINC00475
ENSG00000224988.1	-0.19016351713238586	Gene symbol not found
ENSG00000168828.5	0.18866559631804528	OR13J1
ENSG00000267282.1	0.1852137815152999	Gene symbol not found
ENSG00000198807.12	0.18355047262952326	PAX9
ENSG00000255159.1	-0.1831988160083975	DENND2B-AS1
ENSG00000162639.15	-0.1831023321223278	HENMT1
ENSG00000273604.1	-0.1816887079956846	EPOP
ENSG00000233254.1	0.18007099475105143	RPL21P134
ENSG00000196109.6	0.1797936105060805	ZNF676
ENSG00000223284.1	-0.1780138346952389	RNU6-195P
ENSG00000217004.1	-0.17785812910842735	Gene symbol not found
ENSG00000269947.1	-0.17481176044128746	Gene symbol not found
ENSG00000168779.19	0.17227331628195242	SHOX2
ENSG00000081803.15	0.16991438781104642	CADPS2
ENSG00000268079.1	0.16589230361535434	BNIP3P30
ENSG00000278530.4	0.16386534554418095	CHMP1B2P
ENSG00000213225.7	-0.16266518877844383	NOC2LP1
ENSG00000272922.1	0.1626434559277584	
ENSG00000111339.10	0.16206660075240323	ART4
ENSG00000231952.3	-0.16176678013464502	DPY19L1P2
ENSG00000237512.6	0.16056238936742212	UNC5B-AS1
ENSG00000255408.3	0.1598902679175989	PCDHA3
ENSG00000249973.2	0.15970005336080853	CHCHD2P7
ENSG00000226925.1	-0.15956212066187764	IL1R1-AS1
ENSG00000164109.13	-0.15788447562990773	MAD2L1
ENSG00000279067.1	0.15730503752836583	Gene symbol not found
ENSG00000260304.1	0.154370057598711	Gene symbol not found
ENSG00000113810.15	-0.15338695093047455	SMC4
ENSG00000130943.6	-0.1530082497925622	PKDREJ
