	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7481326265926863	Gene symbol not found
ENSG00000177791.11	0.6993194298620008	MYOZ1
ENSG00000151136.14	-0.6755534569610548	ABTB3
ENSG00000228034.1	-0.6191975563745526	HMGN2P21
ENSG00000226816.2	-0.6058415197651186	Gene symbol not found
ENSG00000131080.14	0.6050652939606422	EDA2R
ENSG00000244694.7	0.5794377938937743	PTCHD4
ENSG00000102924.11	-0.5788791143044462	CBLN1
ENSG00000074211.13	-0.5620067020663159	PPP2R2C
ENSG00000244681.1	0.5576511327871299	MTHFD2P1
ENSG00000250337.5	0.5305707775316267	PURPL
ENSG00000234546.3	0.5029362841834502	LNCTAM34A
ENSG00000222705.1	-0.492603287126693	RN7SKP39
ENSG00000138650.8	0.4853593272927633	PCDH10
ENSG00000163898.9	0.4799501140231587	LIPH
ENSG00000250241.5	0.4732317352411665	PCDH10-DT
ENSG00000178075.19	0.4648482968836118	GRAMD1C
ENSG00000133640.18	0.46323694849025887	LRRIQ1
ENSG00000080224.17	0.4605045214536085	EPHA6
ENSG00000237978.5	0.4552490158921555	KCNMB2-AS1
ENSG00000111664.10	0.4202747732597791	GNB3
ENSG00000171094.16	0.41933300083529473	ALK
ENSG00000164695.4	-0.41432315447671786	CHMP4C
ENSG00000235570.1	-0.40300429703778207	LINC00533
ENSG00000167766.18	-0.4001706965332382	ZNF83
ENSG00000244306.10	0.3995017013257176	DUXAP10
ENSG00000133816.13	0.39333865373489113	MICAL2
ENSG00000242173.8	0.3928230184504812	ARHGDIG
ENSG00000048540.14	0.38275839107881765	LMO3
ENSG00000273356.1	0.380222438328623	LINC02019
ENSG00000181104.6	-0.3732796709674827	F2R
ENSG00000249738.8	-0.36735822342340707	Gene symbol not found
ENSG00000151746.13	-0.3621334946587425	BICD1
ENSG00000174326.11	-0.35860826332151857	SLC16A11
ENSG00000106302.9	0.34298406529881176	HYAL4
ENSG00000163453.11	-0.33246369355343397	IGFBP7
ENSG00000233613.5	0.32879202901126164	DCUN1D2-AS
ENSG00000073060.15	0.3140892021907635	SCARB1
ENSG00000228526.6	0.3135294482826712	MIR34AHG
ENSG00000182492.15	-0.3121295213342518	BGN
ENSG00000259054.1	-0.3107483529747712	LINC02332
ENSG00000186105.7	-0.3090885629633601	LRRC70
ENSG00000228828.1	0.3082004345392979	TLK2P2
ENSG00000102886.14	-0.3041917477881003	GDPD3
ENSG00000145246.13	-0.29936609297455147	ATP10D
ENSG00000280234.1	0.29391066493142903	Gene symbol not found
ENSG00000106686.16	-0.29173240752553997	SPATA6L
ENSG00000163071.10	0.29130414393357923	SPATA18
ENSG00000122176.10	-0.2906111410891237	FMOD
