	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.39436177920115023	PTCHD4
ENSG00000105707.13	0.3664540281971507	HPN
ENSG00000272721.5	-0.35279946926909705	EIF2B5-DT
ENSG00000276656.1	-0.3484646202167602	MIR6083
ENSG00000268758.7	0.3352024097754869	ADGRE4P
ENSG00000198099.8	0.33251644683179415	ADH4
ENSG00000253439.1	0.3288145801574049	CDC42P5
ENSG00000267225.1	-0.3247530765445677	WDR7-OT1
ENSG00000275532.1	-0.3182944487102249	Gene symbol not found
ENSG00000162753.11	-0.3161054921404177	SLC9C2
ENSG00000236345.1	0.3139716796275398	SCAT8
ENSG00000229124.6	0.31133219869446255	VIM-AS1
ENSG00000253549.5	-0.30862350838160446	CA3-AS1
ENSG00000270947.1	-0.30065986105327286	Gene symbol not found
ENSG00000176219.2	-0.2948104433725513	OR11H6
ENSG00000258992.6	-0.29101495716070247	TSPY1
ENSG00000149403.12	0.28677551431227727	GRIK4
ENSG00000250337.5	0.2867537452226407	PURPL
ENSG00000131080.14	0.28343669302927454	EDA2R
ENSG00000273870.1	-0.2816049419060362	Gene symbol not found
ENSG00000282692.1	0.2750614369797352	Gene symbol not found
ENSG00000272872.1	0.27348079526287594	
ENSG00000145107.15	-0.2679915365267944	TM4SF19
ENSG00000229891.1	0.2675111940104345	LINC01315
ENSG00000093072.15	-0.26522928406675483	ADA2
ENSG00000263276.1	0.2632235627181195	Gene symbol not found
ENSG00000146070.16	-0.26136286359337224	PLA2G7
ENSG00000105711.11	0.25036817415070656	SCN1B
ENSG00000273143.1	0.25000694425890907	DUSP5-DT
ENSG00000271734.1	0.24668522392387637	
ENSG00000076944.15	-0.24444367155924093	STXBP2
ENSG00000232530.1	0.2397638725093138	LIF-AS1
ENSG00000178343.4	0.23920333531044044	SHISA3
ENSG00000170231.15	0.23806802136568178	FABP6
ENSG00000124762.13	0.23672452257066032	CDKN1A
ENSG00000232732.9	0.23615781198744634	Gene symbol not found
ENSG00000260144.1	0.23553426376781103	Gene symbol not found
ENSG00000241346.1	0.23493892708946867	SNRPCP11
ENSG00000240160.3	0.23488761967023428	RN7SL263P
ENSG00000057657.15	0.23160944047457258	PRDM1
ENSG00000184895.7	-0.2312632440774975	SRY
ENSG00000262362.1	0.22632819746772578	Gene symbol not found
ENSG00000222714.1	0.22622814585204726	RN7SKP38
ENSG00000271600.1	-0.2256195521889373	Gene symbol not found
ENSG00000197057.9	0.22469120936965678	DTHD1
ENSG00000178538.9	-0.2210023274922279	CA8
ENSG00000254281.1	-0.2194879238169719	
ENSG00000258740.1	0.21852890901015165	Gene symbol not found
ENSG00000036672.15	0.21754775115566144	USP2
