	Coef_liver	Gene_name
ENSG00000242573.1	-0.377738803456511	ACTR3P3
ENSG00000114631.10	-0.3110793107028548	PODXL2
ENSG00000219702.1	-0.30974150913860354	Gene symbol not found
ENSG00000222426.1	-0.28292276864958493	RNU2-50P
ENSG00000261570.1	-0.2777034573706604	AGK-DT
ENSG00000259326.1	0.2590141715334753	Gene symbol not found
ENSG00000271209.1	0.2553418129904034	BRDTP1
ENSG00000254345.1	-0.2469587044929324	IGKV2D-23
ENSG00000256436.1	0.24441378973117797	TAS2R31
ENSG00000226703.1	-0.2383665343153024	NPM1P4
ENSG00000253604.1	-0.23648567854196723	Gene symbol not found
ENSG00000235118.7	-0.2300932224772562	FAM237A
ENSG00000283205.1	-0.22539037668004738	Gene symbol not found
ENSG00000260877.2	0.21876461087784935	Gene symbol not found
ENSG00000228262.8	0.21552249846127666	LINC01320
ENSG00000283288.1	-0.21394700612074466	SMIM33
ENSG00000231066.3	-0.20722116859629774	NPM1P9
ENSG00000237631.2	0.2042423456906703	PARK7P2
ENSG00000238835.1	-0.20351911846651063	SCARNA18
ENSG00000264685.1	-0.2026351279530965	PRPF19P1
ENSG00000248647.2	0.19915235450756877	Gene symbol not found
ENSG00000283098.1	0.19690995358334976	Gene symbol not found
ENSG00000250480.3	-0.19556664736964863	RLIG1P1
ENSG00000227240.1	0.19553348837646325	Gene symbol not found
ENSG00000233057.1	0.19417149393097846	EEF1A1P14
ENSG00000103200.6	-0.19269838719652796	Gene symbol not found
ENSG00000273989.1	0.1915794784712152	Gene symbol not found
ENSG00000255147.1	-0.1872016566329765	EVA1CP4
ENSG00000159247.13	0.18705371558437564	TUBBP5
ENSG00000108417.3	-0.18498305544001756	KRT37
ENSG00000231849.1	-0.18453422793397872	UBE2V2P4
ENSG00000214185.3	-0.18334489738940632	XPOTP1
ENSG00000259845.1	-0.18313919074620896	HERC2P10
ENSG00000225370.1	-0.1801447151609344	Gene symbol not found
ENSG00000205220.11	-0.18010305459044396	PSMB10
ENSG00000236062.1	0.17983873436846554	GSTM5P1
ENSG00000180855.15	0.1765982669615404	ZNF443
ENSG00000254106.1	-0.17629000598170366	LINC01848
ENSG00000239958.3	-0.17546369965659991	RN7SL51P
ENSG00000102053.12	0.1731094405036557	ZC3H12B
ENSG00000278054.1	-0.16935714382679812	Gene symbol not found
ENSG00000150873.11	-0.1690022355672989	C2orf50
ENSG00000179873.14	0.16873236462560873	NLRP11
ENSG00000272275.1	-0.16814060583463364	Gene symbol not found
ENSG00000284242.1	-0.16610998007045583	Gene symbol not found
ENSG00000152977.9	0.16610362639151302	ZIC1
ENSG00000188738.14	0.16538471180709202	FSIP2
ENSG00000171747.8	0.1651017666054696	LGALS4
ENSG00000277474.1	-0.1626890201633468	MIR6894
ENSG00000227814.3	0.16238996464288677	MRPS17P9
