	Coef_liver	Gene_name
ENSG00000242573.1	-0.3757221439960322	ACTR3P3
ENSG00000114631.10	-0.3078974067531025	PODXL2
ENSG00000219702.1	-0.30506536410163654	Gene symbol not found
ENSG00000222426.1	-0.27479552633863746	RNU2-50P
ENSG00000261570.1	-0.2658140519532055	AGK-DT
ENSG00000259326.1	0.2568143080533392	Gene symbol not found
ENSG00000271209.1	0.2542388785459162	BRDTP1
ENSG00000256436.1	0.24827448440999966	TAS2R31
ENSG00000226703.1	-0.24179794212995753	NPM1P4
ENSG00000254345.1	-0.23608689668323368	IGKV2D-23
ENSG00000283205.1	-0.23385328711555953	Gene symbol not found
ENSG00000235118.7	-0.23082750803834926	FAM237A
ENSG00000253604.1	-0.22965064527371337	Gene symbol not found
ENSG00000283288.1	-0.22708886146542365	SMIM33
ENSG00000260877.2	0.21684672333817287	Gene symbol not found
ENSG00000228262.8	0.21663831946483486	LINC01320
ENSG00000237631.2	0.20674916660244672	PARK7P2
ENSG00000231066.3	-0.20573311081424117	NPM1P9
ENSG00000248647.2	0.20480909413453752	Gene symbol not found
ENSG00000238835.1	-0.20310922644089768	SCARNA18
ENSG00000264685.1	-0.20176895473946405	PRPF19P1
ENSG00000250480.3	-0.19929200983729994	RLIG1P1
ENSG00000103200.6	-0.19556234226795172	Gene symbol not found
ENSG00000233057.1	0.19416822076261317	EEF1A1P14
ENSG00000227240.1	0.1931190106135161	Gene symbol not found
ENSG00000283098.1	0.1931030607765405	Gene symbol not found
ENSG00000159247.13	0.19140864851998207	TUBBP5
ENSG00000273989.1	0.18885520273180115	Gene symbol not found
ENSG00000259845.1	-0.18677080692402176	HERC2P10
ENSG00000236062.1	0.18583310200520378	GSTM5P1
ENSG00000255147.1	-0.18490907222232272	EVA1CP4
ENSG00000231849.1	-0.18427556250081653	UBE2V2P4
ENSG00000214185.3	-0.1842528885698255	XPOTP1
ENSG00000239958.3	-0.1841259530037596	RN7SL51P
ENSG00000108417.3	-0.1834844217321044	KRT37
ENSG00000205220.11	-0.1797078072056153	PSMB10
ENSG00000180855.15	0.17922936589984348	ZNF443
ENSG00000102053.12	0.1777928316988773	ZC3H12B
ENSG00000284242.1	-0.17504344779308856	Gene symbol not found
ENSG00000225370.1	-0.17381418149490457	Gene symbol not found
ENSG00000150873.11	-0.17153912504458685	C2orf50
ENSG00000277474.1	-0.17032689742384746	MIR6894
ENSG00000254106.1	-0.16970300132822513	LINC01848
ENSG00000152977.9	0.1687250622977422	ZIC1
ENSG00000081800.8	-0.16865088016623092	SLC13A1
ENSG00000171747.8	0.1675747287293147	LGALS4
ENSG00000179873.14	0.16678220606226238	NLRP11
ENSG00000272275.1	-0.16676594413119367	Gene symbol not found
ENSG00000188738.14	0.16539651465331306	FSIP2
ENSG00000278054.1	-0.1650464340096986	Gene symbol not found
