	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.4233838253656494	ZNF518B
ENSG00000104722.13	-1.6782342380776296	NEFM
ENSG00000185010.13	1.5933262116735873	F8
ENSG00000260015.1	1.426850797465895	Gene symbol not found
ENSG00000166262.15	-1.1789945839658627	FAM227B
ENSG00000159212.12	-1.092640467307734	CLIC6
ENSG00000206195.10	1.005615089647348	DUXAP8
ENSG00000148082.9	1.001150065203102	SHC3
ENSG00000224945.1	0.9752070816019078	Gene symbol not found
ENSG00000119973.5	0.906327167589051	PRLHR
ENSG00000255408.3	0.9028265506136531	PCDHA3
ENSG00000258628.1	0.9007299058518725	RHPN2P1
ENSG00000106341.10	0.8988921352465079	PPP1R17
ENSG00000147889.17	0.8834786860080099	CDKN2A
ENSG00000244694.7	0.853477785756374	PTCHD4
ENSG00000204176.13	-0.8273049004187959	SYT15
ENSG00000255836.1	-0.7666569214643165	Gene symbol not found
ENSG00000183770.5	0.7580387269023486	FOXL2
ENSG00000229020.4	0.7039985807918391	AKR7A2P1
ENSG00000143355.15	0.688131170958562	LHX9
ENSG00000265366.6	0.6862483897828658	GLUD1P2
ENSG00000088882.7	-0.6703370757265089	CPXM1
ENSG00000163071.10	0.6108465469383878	SPATA18
ENSG00000281205.1	-0.6089904819346289	
ENSG00000213225.7	-0.6067373687370979	NOC2LP1
ENSG00000147027.3	0.5937891729324564	TMEM47
ENSG00000102796.10	-0.5462577232323934	DHRS12
ENSG00000100867.14	0.4739077836635977	DHRS2
ENSG00000214754.3	-0.4710650781517915	SRSF8CP
ENSG00000198804.2	-0.4283784522116787	MT-CO1
ENSG00000250218.1	0.3987664951018873	ALDH1L1-AS1
ENSG00000131080.14	0.3787258561108739	EDA2R
ENSG00000235268.2	-0.3701557591997415	KDM4E
ENSG00000240401.8	0.3598742969557098	
ENSG00000275560.1	0.32772848484696576	
ENSG00000236833.1	0.3188089896879016	Gene symbol not found
ENSG00000272674.3	0.3160619873215101	PCDHB16
ENSG00000204969.6	0.29336823956658364	PCDHA2
ENSG00000200769.1	-0.2505075298225391	Y_RNA
ENSG00000255158.1	-0.23520700481307305	Gene symbol not found
ENSG00000184378.2	-0.22641330313116168	ACTRT3
ENSG00000173947.13	-0.21930860336942584	CIMAP3
ENSG00000188011.5	-0.19666014456885522	RTP5
ENSG00000054598.6	0.19594195842226658	FOXC1
ENSG00000124203.6	0.18296070987880614	ZNF831
ENSG00000100196.10	-0.16787601130493823	KDELR3
ENSG00000167281.18	-0.1152041838169376	RBFOX3
ENSG00000176046.8	-0.08416217860559735	NUPR1
ENSG00000272872.1	0.09298546329973513	
