	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6658814421473361	RETNLB
ENSG00000261075.1	-0.6562043602690042	LINC01195
ENSG00000048540.14	0.6153026919983255	LMO3
ENSG00000170381.12	0.5923692738600475	SEMA3E
ENSG00000244694.7	0.5592929489392563	PTCHD4
ENSG00000258641.1	-0.5446473107606167	OR4T1P
ENSG00000196427.13	0.4458086733896436	NBPF4
ENSG00000101977.19	0.4377387685011404	MCF2
ENSG00000270000.1	-0.4268974572259675	Gene symbol not found
ENSG00000252719.1	-0.4219379078539201	Gene symbol not found
ENSG00000261437.1	0.4146807799673695	LINC02894
ENSG00000146352.12	0.4081901886364737	CLVS2
ENSG00000265359.1	-0.4061450739247452	Gene symbol not found
ENSG00000224846.2	0.39947876421634615	NQO2-AS1
ENSG00000260804.3	-0.39275559814550903	LINC01963
ENSG00000249412.1	0.3925144342639112	Gene symbol not found
ENSG00000201811.1	-0.3850660264064177	SNORA71
ENSG00000134533.6	0.3842790167397002	RERG
ENSG00000235595.1	-0.37870760758811345	GAPDHP23
ENSG00000081803.15	0.37868568475676756	CADPS2
ENSG00000279348.1	-0.37171918054625386	Gene symbol not found
ENSG00000242634.1	0.36840580066038264	RPS24P16
ENSG00000271321.1	0.35116317222047433	CTAGE6
ENSG00000236290.1	-0.3507124017265249	EEF1GP7
ENSG00000257395.1	-0.3467783265978128	Gene symbol not found
ENSG00000253147.5	-0.3422488353954636	LINC03023
ENSG00000167104.11	-0.3308057583033323	BPIFB6
ENSG00000224897.6	0.33002337342724125	POT1-AS1
ENSG00000207494.1	-0.3286646563388772	Y_RNA
ENSG00000277120.5	-0.32634018301631856	MIR6089
ENSG00000229251.3	-0.3262026417894897	HNRNPA1P8
ENSG00000105699.16	-0.3176373426289339	LSR
ENSG00000224510.2	-0.3159881752546224	POLR2KP2
ENSG00000205898.3	0.3155348153433825	Gene symbol not found
ENSG00000220848.4	0.3027594106572371	RPS18P9
ENSG00000227413.1	0.3005787002430078	Gene symbol not found
ENSG00000225636.1	0.2986993935879723	HNRNPA3P15
ENSG00000246130.1	0.2884545695991345	TNFRSF10B-AS1
ENSG00000260473.2	-0.2870151624140752	Gene symbol not found
ENSG00000270750.1	0.28679423913336666	
ENSG00000037757.13	0.28412049426061703	MRI1
ENSG00000182963.9	-0.27962887792829194	GJC1
ENSG00000183386.9	-0.2734441524954794	FHL3
ENSG00000270809.1	0.27078260739526655	CHCHD2P11
ENSG00000100368.13	-0.2705637104272052	CSF2RB
ENSG00000183506.17	0.2704279835903685	PI4KAP2
ENSG00000105643.9	-0.26903766750804536	ARRDC2
ENSG00000217414.2	-0.2620503672722572	DDX18P3
ENSG00000267042.1	0.25877193173571306	Gene symbol not found
ENSG00000259005.1	-0.24894776887921738	Gene symbol not found
