	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7601501659031192	Gene symbol not found
ENSG00000177791.11	0.6932990794466524	MYOZ1
ENSG00000151136.14	-0.6819654144333138	ABTB3
ENSG00000228034.1	-0.6265056931428491	HMGN2P21
ENSG00000131080.14	0.6111779141330425	EDA2R
ENSG00000226816.2	-0.6056569024646515	Gene symbol not found
ENSG00000102924.11	-0.5878396088865809	CBLN1
ENSG00000244694.7	0.5741348583746448	PTCHD4
ENSG00000074211.13	-0.5641400690315068	PPP2R2C
ENSG00000244681.1	0.5599037666557096	MTHFD2P1
ENSG00000250337.5	0.5402478301078256	PURPL
ENSG00000234546.3	0.5027030552920785	LNCTAM34A
ENSG00000222705.1	-0.4881592825046697	RN7SKP39
ENSG00000138650.8	0.48404491403694083	PCDH10
ENSG00000250241.5	0.48317076493976346	PCDH10-DT
ENSG00000080224.17	0.4752804117855723	EPHA6
ENSG00000163898.9	0.47493197827376193	LIPH
ENSG00000237978.5	0.4566403501470118	KCNMB2-AS1
ENSG00000133640.18	0.4561994445860586	LRRIQ1
ENSG00000178075.19	0.4459263798462829	GRAMD1C
ENSG00000171094.16	0.42549732954485514	ALK
ENSG00000111664.10	0.4211242196344377	GNB3
ENSG00000235570.1	-0.4115937232759683	LINC00533
ENSG00000164695.4	-0.4095115758275372	CHMP4C
ENSG00000133816.13	0.3970686450853216	MICAL2
ENSG00000244306.10	0.3959864505398254	DUXAP10
ENSG00000167766.18	-0.3929727790860543	ZNF83
ENSG00000242173.8	0.39136927724150655	ARHGDIG
ENSG00000181104.6	-0.38292558348691347	F2R
ENSG00000249738.8	-0.37437603126969404	Gene symbol not found
ENSG00000048540.14	0.37287816442280247	LMO3
ENSG00000273356.1	0.3716707135013432	LINC02019
ENSG00000151746.13	-0.3704405219890455	BICD1
ENSG00000174326.11	-0.35012928622797557	SLC16A11
ENSG00000106302.9	0.3462400098806103	HYAL4
ENSG00000163453.11	-0.3381102054581666	IGFBP7
ENSG00000233613.5	0.33340592112749434	DCUN1D2-AS
ENSG00000228526.6	0.3310018926391861	MIR34AHG
ENSG00000228828.1	0.324497092057526	TLK2P2
ENSG00000186105.7	-0.31962472155784055	LRRC70
ENSG00000182492.15	-0.31901496448981703	BGN
ENSG00000259054.1	-0.31207685921341466	LINC02332
ENSG00000073060.15	0.3110582200330218	SCARB1
ENSG00000145246.13	-0.3095137049312596	ATP10D
ENSG00000280234.1	0.30883004738412634	Gene symbol not found
ENSG00000122176.10	-0.30078180562864015	FMOD
ENSG00000163071.10	0.29427647750670705	SPATA18
ENSG00000225210.9	0.2929296524223467	DUXAP9
ENSG00000204387.12	-0.29263833818765767	SNHG32
