	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.45239439222834	ZNF518B
ENSG00000104722.13	-1.6854158419371192	NEFM
ENSG00000185010.13	1.59469986448978	F8
ENSG00000260015.1	1.4236488944228323	Gene symbol not found
ENSG00000166262.15	-1.1751444970987748	FAM227B
ENSG00000159212.12	-1.1087381497822995	CLIC6
ENSG00000148082.9	0.9919365903451671	SHC3
ENSG00000206195.10	0.9897426770150749	DUXAP8
ENSG00000224945.1	0.9813173618589348	Gene symbol not found
ENSG00000258628.1	0.9061153186929971	RHPN2P1
ENSG00000147889.17	0.9031493381353259	CDKN2A
ENSG00000119973.5	0.8954974067041975	PRLHR
ENSG00000255408.3	0.8945884090113155	PCDHA3
ENSG00000106341.10	0.8820592114508353	PPP1R17
ENSG00000244694.7	0.8415320897465803	PTCHD4
ENSG00000204176.13	-0.8233729829120936	SYT15
ENSG00000183770.5	0.7652423470487231	FOXL2
ENSG00000255836.1	-0.7534510562910802	Gene symbol not found
ENSG00000229020.4	0.7018427827853683	AKR7A2P1
ENSG00000265366.6	0.6954767532022297	GLUD1P2
ENSG00000143355.15	0.6830050115696028	LHX9
ENSG00000088882.7	-0.675644218141765	CPXM1
ENSG00000163071.10	0.6152220895236764	SPATA18
ENSG00000147027.3	0.5902359977949002	TMEM47
ENSG00000213225.7	-0.5856082823275861	NOC2LP1
ENSG00000102796.10	-0.564267107399012	DHRS12
ENSG00000281205.1	-0.5598571410935245	
ENSG00000100867.14	0.4670553481231939	DHRS2
ENSG00000214754.3	-0.4447703010646079	SRSF8CP
ENSG00000198804.2	-0.4213403278403569	MT-CO1
ENSG00000131080.14	0.4081864465792711	EDA2R
ENSG00000250218.1	0.3968640939942481	ALDH1L1-AS1
ENSG00000240401.8	0.38088670088804466	
ENSG00000236833.1	0.36363771438714876	Gene symbol not found
ENSG00000235268.2	-0.35137157753365494	KDM4E
ENSG00000275560.1	0.31866241243362364	
ENSG00000272674.3	0.3029504605494341	PCDHB16
ENSG00000204969.6	0.2845562917343908	PCDHA2
ENSG00000255158.1	-0.26553395064290564	Gene symbol not found
ENSG00000173947.13	-0.2440551344279693	CIMAP3
ENSG00000200769.1	-0.24388210050017287	Y_RNA
ENSG00000188011.5	-0.22395916934145638	RTP5
ENSG00000184378.2	-0.20319922571786309	ACTRT3
ENSG00000100196.10	-0.17897294791848084	KDELR3
ENSG00000054598.6	0.17517190848682462	FOXC1
ENSG00000124203.6	0.16812557536484304	ZNF831
ENSG00000176046.8	-0.09875007756394126	NUPR1
ENSG00000167281.18	-0.10711904466425273	RBFOX3
ENSG00000272872.1	0.08317586714358169	
