	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7458904372498069	Gene symbol not found
ENSG00000177791.11	0.7141207115396911	MYOZ1
ENSG00000151136.14	-0.6720881912628734	ABTB3
ENSG00000228034.1	-0.6106517544160281	HMGN2P21
ENSG00000131080.14	0.607808575414794	EDA2R
ENSG00000226816.2	-0.5994942688599337	Gene symbol not found
ENSG00000074211.13	-0.5713778852023739	PPP2R2C
ENSG00000102924.11	-0.5703257619138589	CBLN1
ENSG00000244694.7	0.5692675008969337	PTCHD4
ENSG00000244681.1	0.5452478841184616	MTHFD2P1
ENSG00000250337.5	0.5339502522644851	PURPL
ENSG00000234546.3	0.49928252458422195	LNCTAM34A
ENSG00000163898.9	0.4914688561299511	LIPH
ENSG00000222705.1	-0.48669231981151057	RN7SKP39
ENSG00000138650.8	0.486135212876593	PCDH10
ENSG00000250241.5	0.4836103350013618	PCDH10-DT
ENSG00000133640.18	0.4617396112193339	LRRIQ1
ENSG00000237978.5	0.4597786948714023	KCNMB2-AS1
ENSG00000080224.17	0.45274247786830896	EPHA6
ENSG00000178075.19	0.4518574854090118	GRAMD1C
ENSG00000171094.16	0.44474794498478204	ALK
ENSG00000111664.10	0.42502470961550615	GNB3
ENSG00000235570.1	-0.41215554108395114	LINC00533
ENSG00000164695.4	-0.4102401443841363	CHMP4C
ENSG00000244306.10	0.40632499160558055	DUXAP10
ENSG00000167766.18	-0.4008200671546437	ZNF83
ENSG00000242173.8	0.3966654795804579	ARHGDIG
ENSG00000133816.13	0.39323214201530393	MICAL2
ENSG00000249738.8	-0.38343707491272017	Gene symbol not found
ENSG00000273356.1	0.38101140872095923	LINC02019
ENSG00000048540.14	0.3803148006656934	LMO3
ENSG00000181104.6	-0.36724523550988164	F2R
ENSG00000151746.13	-0.3630730440593441	BICD1
ENSG00000174326.11	-0.3612900052069688	SLC16A11
ENSG00000106302.9	0.35242463909530314	HYAL4
ENSG00000163453.11	-0.33589994023262837	IGFBP7
ENSG00000228828.1	0.32627526070137697	TLK2P2
ENSG00000233613.5	0.32372175251964835	DCUN1D2-AS
ENSG00000182492.15	-0.3204694587143785	BGN
ENSG00000186105.7	-0.32023168815808445	LRRC70
ENSG00000228526.6	0.31602348089154825	MIR34AHG
ENSG00000259054.1	-0.3153663327183172	LINC02332
ENSG00000073060.15	0.3109048885554961	SCARB1
ENSG00000280234.1	0.3036342015375081	Gene symbol not found
ENSG00000102886.14	-0.301015612164809	GDPD3
ENSG00000145246.13	-0.29824254037012826	ATP10D
ENSG00000106686.16	-0.2968612041634651	SPATA6L
ENSG00000122176.10	-0.2966100563024323	FMOD
ENSG00000204387.12	-0.28672783076786046	SNHG32
