	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6656456460806716	RETNLB
ENSG00000261075.1	-0.6182786722107932	LINC01195
ENSG00000048540.14	0.6037477859335522	LMO3
ENSG00000170381.12	0.5835946470290593	SEMA3E
ENSG00000244694.7	0.54107399622664	PTCHD4
ENSG00000258641.1	-0.5385686808104619	OR4T1P
ENSG00000196427.13	0.4576564657921948	NBPF4
ENSG00000101977.19	0.4299792836428089	MCF2
ENSG00000270000.1	-0.4278451358256537	Gene symbol not found
ENSG00000252719.1	-0.4118406609824164	Gene symbol not found
ENSG00000261437.1	0.41177300068416367	LINC02894
ENSG00000224846.2	0.41109374511957403	NQO2-AS1
ENSG00000146352.12	0.41079781803930243	CLVS2
ENSG00000265359.1	-0.4003418225552989	Gene symbol not found
ENSG00000249412.1	0.3937287220715874	Gene symbol not found
ENSG00000260804.3	-0.3866770478045527	LINC01963
ENSG00000235595.1	-0.3741566725650817	GAPDHP23
ENSG00000201811.1	-0.3737737113281979	SNORA71
ENSG00000081803.15	0.3728252118908728	CADPS2
ENSG00000279348.1	-0.37150345413627656	Gene symbol not found
ENSG00000134533.6	0.36885854781860583	RERG
ENSG00000242634.1	0.366334014912522	RPS24P16
ENSG00000236290.1	-0.35857254343894107	EEF1GP7
ENSG00000271321.1	0.34925937836105403	CTAGE6
ENSG00000207494.1	-0.33846143940226997	Y_RNA
ENSG00000167104.11	-0.33273792073156266	BPIFB6
ENSG00000229251.3	-0.3314919620350634	HNRNPA1P8
ENSG00000224897.6	0.3213279300484936	POT1-AS1
ENSG00000253147.5	-0.3207164343547778	LINC03023
ENSG00000227413.1	0.3147935397465397	Gene symbol not found
ENSG00000257395.1	-0.313320016141585	Gene symbol not found
ENSG00000277120.5	-0.3126955850589482	MIR6089
ENSG00000224510.2	-0.308086842935572	POLR2KP2
ENSG00000105699.16	-0.30780412765123544	LSR
ENSG00000205898.3	0.30760854302147567	Gene symbol not found
ENSG00000225636.1	0.30154245534967367	HNRNPA3P15
ENSG00000270750.1	0.2953686009401042	
ENSG00000037757.13	0.29101161621482496	MRI1
ENSG00000260473.2	-0.2906270612610732	Gene symbol not found
ENSG00000220848.4	0.2856841005462846	RPS18P9
ENSG00000270809.1	0.2829601033675847	CHCHD2P11
ENSG00000183386.9	-0.27934501556745417	FHL3
ENSG00000183506.17	0.27768167795331256	PI4KAP2
ENSG00000182963.9	-0.27241342958785725	GJC1
ENSG00000267042.1	0.2696034281751293	Gene symbol not found
ENSG00000100368.13	-0.26784068922617166	CSF2RB
ENSG00000246130.1	0.26710702048589813	TNFRSF10B-AS1
ENSG00000217414.2	-0.26241531971956183	DDX18P3
ENSG00000279645.1	-0.2602180293090257	
ENSG00000105643.9	-0.258025243108899	ARRDC2
