	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.215344534197563	LHFPL4
ENSG00000070019.4	1.1189201249230318	GUCY2C
ENSG00000154162.14	-1.0311625362684156	CDH12
ENSG00000048540.14	1.0217330283444752	LMO3
ENSG00000255442.1	0.8834657798165815	Gene symbol not found
ENSG00000104044.15	-0.8460177484205851	OCA2
ENSG00000278318.4	-0.8076184985192787	ZNF229
ENSG00000224810.1	-0.7715734677359221	Gene symbol not found
ENSG00000244694.7	0.7568170655220746	PTCHD4
ENSG00000124253.10	-0.7557913834262169	PCK1
ENSG00000181690.7	-0.718784201672391	PLAG1
ENSG00000246627.6	0.6898539029999576	
ENSG00000226057.6	0.6173171397791615	PHF2P2
ENSG00000114378.16	0.6011148639560311	HYAL1
ENSG00000267733.5	0.5772594950008442	Gene symbol not found
ENSG00000007372.21	0.5732088446114162	PAX6
ENSG00000176998.4	0.572849791491575	HCG4
ENSG00000180155.19	-0.5638654303324376	LYNX1
ENSG00000185008.17	-0.5532217598820066	ROBO2
ENSG00000271447.5	0.536560639554655	MMP28
ENSG00000229375.1	0.5314249598355948	USP24P1
ENSG00000207296.1	0.5307330023859428	RNU6-140P
ENSG00000176153.11	-0.5278070563671641	GPX2
ENSG00000112333.11	0.5194222982259737	NR2E1
ENSG00000267508.5	-0.5117405279850524	ZNF285
ENSG00000110092.3	0.5111654179904186	CCND1
ENSG00000261104.1	-0.5068156254702283	Gene symbol not found
ENSG00000100321.14	-0.49937100544166896	SYNGR1
ENSG00000254043.1	-0.46187001653979076	Gene symbol not found
ENSG00000072818.11	0.45929583121493767	ACAP1
ENSG00000105520.10	-0.44583812400888545	PLPPR2
ENSG00000179151.11	-0.44342822931347503	EDC3
ENSG00000235903.7	-0.44081253996221675	CPB2-AS1
ENSG00000235961.5	-0.43865765426829284	PNMA6A
ENSG00000136378.14	0.435289005985376	ADAMTS7
ENSG00000114405.10	-0.42429560916722164	CEP15
ENSG00000164099.3	-0.41362032402427895	PRSS12
ENSG00000172667.10	0.40792258533446246	ZMAT3
ENSG00000143320.8	0.39582247092557943	CRABP2
ENSG00000163564.14	0.39244920701044766	PYHIN1
ENSG00000235933.1	0.3908561098860948	LINC01779
ENSG00000278937.1	-0.38619938140080445	
ENSG00000112852.6	0.3851971978379797	PCDHB2
ENSG00000162722.8	0.3831302994556399	TRIM58
ENSG00000146521.9	0.3807414932778159	
ENSG00000158023.9	0.37267488518277875	CFAP251
ENSG00000128311.13	0.3673630020178171	TST
ENSG00000184990.12	-0.36621982721638496	SIVA1
ENSG00000181061.13	0.36356115471665196	HIGD1A
