	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.4919017567812651	SLC6A15
ENSG00000237125.8	0.40331514769854365	HAND2-AS1
ENSG00000204764.13	-0.39074956490738366	RANBP17
ENSG00000131080.14	0.38831942590126356	EDA2R
ENSG00000196109.6	0.3850934790508119	ZNF676
ENSG00000178163.7	-0.3824231940266896	ZNF518B
ENSG00000171551.11	-0.37707296919841	ECEL1
ENSG00000244681.1	0.3659203502652084	MTHFD2P1
ENSG00000244694.7	0.3583092257769699	PTCHD4
ENSG00000204876.4	0.3458246404663853	Gene symbol not found
ENSG00000196767.6	0.3397583163510913	POU3F4
ENSG00000184905.8	0.3352121183924294	TCEAL2
ENSG00000164107.8	0.3242756953123951	HAND2
ENSG00000100285.9	-0.3232123114947517	NEFH
ENSG00000163564.14	0.3155602198049052	PYHIN1
ENSG00000128710.5	0.29840740383890935	HOXD10
ENSG00000128713.13	0.29658114763966653	HOXD11
ENSG00000040731.10	0.2889584272137304	CDH10
ENSG00000164690.7	0.27835869319464085	SHH
ENSG00000189233.11	0.27305271392901825	NUGGC
ENSG00000250957.1	0.26206925749160126	
ENSG00000152467.9	-0.23282111312582343	ZSCAN1
ENSG00000136944.17	-0.23084530397037575	LMX1B
ENSG00000134853.11	-0.23018984722091332	PDGFRA
ENSG00000008196.12	0.22933628158858282	TFAP2B
ENSG00000112319.17	0.2289814875787635	EYA4
ENSG00000203797.9	0.22792856363347574	DDO
ENSG00000180347.13	0.22718757061516826	ITPRID1
ENSG00000204519.10	-0.22054232420545855	ZNF551
ENSG00000226711.6	-0.2197554313075089	FAM66C
ENSG00000179399.14	0.21589988428217796	GPC5
ENSG00000186205.12	0.21113382679694903	MTARC1
ENSG00000121335.11	0.2089637064337495	PRB2
ENSG00000172667.10	0.20807729432766978	ZMAT3
ENSG00000176658.16	0.2070125026163763	MYO1D
ENSG00000179909.15	-0.20621695675621277	ZNF154
ENSG00000162461.7	0.20613415591563675	SLC25A34
ENSG00000181023.6	0.20596958072273022	OR56B1
ENSG00000168556.6	-0.20443299322671904	ING2
ENSG00000184144.11	0.20298895916011084	CNTN2
ENSG00000159496.14	-0.20140876470424504	RGL4
ENSG00000272872.1	0.1971686214408374	
ENSG00000259236.1	0.19569393573523888	GOLGA8VP
ENSG00000213642.3	-0.1893375324156737	Gene symbol not found
ENSG00000261587.2	0.18913788858237504	TMEM249
ENSG00000283355.1	-0.18853480940250572	Gene symbol not found
ENSG00000256720.1	0.18788545442947888	BTG1P1
ENSG00000228971.2	-0.1877988569341918	LINC02607
ENSG00000124205.15	-0.18739396712711268	EDN3
ENSG00000258998.1	-0.18687977745747406	
