	Coef_lung	Gene_name
ENSG00000178163.7	-0.7318283536910691	ZNF518B
ENSG00000131080.14	0.6900335707416294	EDA2R
ENSG00000145242.13	0.6665153656985687	EPHA5
ENSG00000147889.17	0.6001559443076195	CDKN2A
ENSG00000100285.9	-0.5168184934843646	NEFH
ENSG00000244681.1	0.4483891537087018	MTHFD2P1
ENSG00000100362.12	-0.4466831978958762	PVALB
ENSG00000022556.15	-0.41520735234176553	NLRP2
ENSG00000263280.1	-0.4085261118173766	Gene symbol not found
ENSG00000130876.11	-0.40352225584090007	SLC7A10
ENSG00000160870.12	0.39618332708060455	CYP3A7
ENSG00000244694.7	0.3932539624368688	PTCHD4
ENSG00000198542.13	0.3896451721908035	ITGBL1
ENSG00000185090.14	0.38927026219324534	MANEAL
ENSG00000102854.15	-0.38505850941255254	MSLN
ENSG00000189127.7	-0.3785004171697651	ANKRD34B
ENSG00000187730.8	0.3644875264859149	GABRD
ENSG00000230267.7	-0.3572948474176932	HERC2P4
ENSG00000186642.15	-0.3552529813565105	PDE2A
ENSG00000185088.13	0.34583076166175275	RPS27L
ENSG00000102452.15	0.3450510405448532	NALCN
ENSG00000257194.2	0.3341854460425874	
ENSG00000244593.1	-0.33371537888315117	Gene symbol not found
ENSG00000180543.4	-0.3283938641763281	TSPYL5
ENSG00000254198.1	-0.32647464785408564	Gene symbol not found
ENSG00000257550.1	-0.32489709136288586	Gene symbol not found
ENSG00000112852.6	0.32305299001733834	PCDHB2
ENSG00000170549.3	-0.31940215983302833	IRX1
ENSG00000143839.14	-0.3172677829437505	REN
ENSG00000080224.17	0.3133361414382598	EPHA6
ENSG00000273203.1	0.30783234312116775	
ENSG00000272070.1	0.30629464684887764	
ENSG00000141576.14	0.29845453607392686	RNF157
ENSG00000277382.1	0.29371391620164305	Gene symbol not found
ENSG00000196109.6	0.2901660286363452	ZNF676
ENSG00000267733.5	0.28799621417679205	Gene symbol not found
ENSG00000267643.1	0.2879034744587208	
ENSG00000226822.2	-0.2875152109029641	
ENSG00000174672.15	0.28023553429934595	BRSK2
ENSG00000101255.10	0.27986928151407003	TRIB3
ENSG00000162039.14	-0.27836356667094025	MEIOB
ENSG00000106868.16	-0.27693401133330364	SUSD1
ENSG00000283913.1	-0.27062744540457784	Gene symbol not found
ENSG00000113319.12	0.26454717604373	RASGRF2
ENSG00000081818.3	0.2636755063883398	PCDHB4
ENSG00000242173.8	0.25829500660139726	ARHGDIG
ENSG00000283145.1	-0.2571834883516611	Gene symbol not found
ENSG00000235821.1	0.2536934661183019	IFITM4P
ENSG00000223298.1	-0.25304678592399943	RNY3P8
ENSG00000064205.10	0.2527688888807288	CCN5
