	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.39290105054077856	PTCHD4
ENSG00000105707.13	0.3627028994701687	HPN
ENSG00000272721.5	-0.34761630278432665	EIF2B5-DT
ENSG00000268758.7	0.339311370132511	ADGRE4P
ENSG00000276656.1	-0.3302278967904363	MIR6083
ENSG00000198099.8	0.3293908760607868	ADH4
ENSG00000275532.1	-0.32824023720991236	Gene symbol not found
ENSG00000253439.1	0.32632975440974804	CDC42P5
ENSG00000162753.11	-0.32191631472606813	SLC9C2
ENSG00000267225.1	-0.31855117699629043	WDR7-OT1
ENSG00000253549.5	-0.31189193282991967	CA3-AS1
ENSG00000236345.1	0.31132633202958393	SCAT8
ENSG00000258992.6	-0.3041401419623332	TSPY1
ENSG00000270947.1	-0.3035777579574319	Gene symbol not found
ENSG00000250337.5	0.2980293959729573	PURPL
ENSG00000229124.6	0.2966336564203192	VIM-AS1
ENSG00000176219.2	-0.29543490436707937	OR11H6
ENSG00000273870.1	-0.29034946915103166	Gene symbol not found
ENSG00000131080.14	0.27777237653482817	EDA2R
ENSG00000282692.1	0.2770259458140609	Gene symbol not found
ENSG00000149403.12	0.27675816666221253	GRIK4
ENSG00000145107.15	-0.27673991020290645	TM4SF19
ENSG00000272872.1	0.27570146994952055	
ENSG00000263276.1	0.26971716819586095	Gene symbol not found
ENSG00000229891.1	0.2673861775535929	LINC01315
ENSG00000093072.15	-0.2642214743704904	ADA2
ENSG00000146070.16	-0.258677996597303	PLA2G7
ENSG00000105711.11	0.24917310814035143	SCN1B
ENSG00000271734.1	0.2429038310373787	
ENSG00000273143.1	0.24181287468969476	DUSP5-DT
ENSG00000178343.4	0.23927322386047628	SHISA3
ENSG00000124762.13	0.23923861635507637	CDKN1A
ENSG00000232530.1	0.23557551392381285	LIF-AS1
ENSG00000184895.7	-0.23514957459481642	SRY
ENSG00000057657.15	0.23501382083452263	PRDM1
ENSG00000076944.15	-0.23496270689623314	STXBP2
ENSG00000240160.3	0.23389071468437087	RN7SL263P
ENSG00000232732.9	0.232361823502669	Gene symbol not found
ENSG00000253894.1	-0.2320021825094147	Gene symbol not found
ENSG00000260144.1	0.23133113372808567	Gene symbol not found
ENSG00000241346.1	0.2303200780374716	SNRPCP11
ENSG00000170231.15	0.22878265066847667	FABP6
ENSG00000222714.1	0.2287034818432566	RN7SKP38
ENSG00000254281.1	-0.228459799753468	
ENSG00000178538.9	-0.22350704465710022	CA8
ENSG00000271600.1	-0.22002847651568405	Gene symbol not found
ENSG00000279846.1	0.21910501601499044	Gene symbol not found
ENSG00000258740.1	0.21893694133512517	Gene symbol not found
ENSG00000106025.8	0.21842717169354173	TSPAN12
