	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6656723165230266	RETNLB
ENSG00000261075.1	-0.6393213218438528	LINC01195
ENSG00000048540.14	0.6084460895053496	LMO3
ENSG00000170381.12	0.5765830044981941	SEMA3E
ENSG00000244694.7	0.5541333036191572	PTCHD4
ENSG00000258641.1	-0.5343755512156979	OR4T1P
ENSG00000196427.13	0.4476481638591795	NBPF4
ENSG00000101977.19	0.4366794960701088	MCF2
ENSG00000270000.1	-0.4273962530286904	Gene symbol not found
ENSG00000261437.1	0.4201831115973679	LINC02894
ENSG00000265359.1	-0.4175138080348091	Gene symbol not found
ENSG00000252719.1	-0.4164588066842303	Gene symbol not found
ENSG00000224846.2	0.40250675671605374	NQO2-AS1
ENSG00000249412.1	0.40189679463077976	Gene symbol not found
ENSG00000146352.12	0.3911186778450346	CLVS2
ENSG00000201811.1	-0.3863263499764236	SNORA71
ENSG00000260804.3	-0.3789722869436686	LINC01963
ENSG00000235595.1	-0.3758077000823991	GAPDHP23
ENSG00000279348.1	-0.3754876059257934	Gene symbol not found
ENSG00000081803.15	0.3720158963052189	CADPS2
ENSG00000134533.6	0.37140577432491234	RERG
ENSG00000242634.1	0.3655216805230484	RPS24P16
ENSG00000236290.1	-0.35185179506903047	EEF1GP7
ENSG00000271321.1	0.3490903526860337	CTAGE6
ENSG00000224510.2	-0.3398054726052643	POLR2KP2
ENSG00000253147.5	-0.3362396250832854	LINC03023
ENSG00000167104.11	-0.3329515936171885	BPIFB6
ENSG00000224897.6	0.3304999129352918	POT1-AS1
ENSG00000257395.1	-0.32922589760283166	Gene symbol not found
ENSG00000229251.3	-0.32905891539792187	HNRNPA1P8
ENSG00000207494.1	-0.3240060352078113	Y_RNA
ENSG00000277120.5	-0.3226079012912231	MIR6089
ENSG00000205898.3	0.31809223746119497	Gene symbol not found
ENSG00000220848.4	0.31343694231661207	RPS18P9
ENSG00000105699.16	-0.31241612764973636	LSR
ENSG00000227413.1	0.30386788301177453	Gene symbol not found
ENSG00000225636.1	0.29275862961438415	HNRNPA3P15
ENSG00000260473.2	-0.28499170304276394	Gene symbol not found
ENSG00000037757.13	0.2810403258776793	MRI1
ENSG00000183386.9	-0.2775770637088945	FHL3
ENSG00000270750.1	0.2765880255685972	
ENSG00000182963.9	-0.276552226888063	GJC1
ENSG00000270809.1	0.27584856696877913	CHCHD2P11
ENSG00000183506.17	0.2758363605491813	PI4KAP2
ENSG00000246130.1	0.274736702609039	TNFRSF10B-AS1
ENSG00000105643.9	-0.267704665323243	ARRDC2
ENSG00000217414.2	-0.26142542485527637	DDX18P3
ENSG00000267042.1	0.25892897557185013	Gene symbol not found
ENSG00000100368.13	-0.25856061392935764	CSF2RB
ENSG00000259005.1	-0.2542146397816995	Gene symbol not found
