	Coef_liver	Gene_name
ENSG00000242573.1	-0.3812231942859357	ACTR3P3
ENSG00000219702.1	-0.31182966316658906	Gene symbol not found
ENSG00000114631.10	-0.30943880660942946	PODXL2
ENSG00000261570.1	-0.28180115509841097	AGK-DT
ENSG00000222426.1	-0.2726781546008416	RNU2-50P
ENSG00000259326.1	0.25743389259649385	Gene symbol not found
ENSG00000271209.1	0.24893664262986445	BRDTP1
ENSG00000256436.1	0.24676699005187575	TAS2R31
ENSG00000254345.1	-0.24374600955838277	IGKV2D-23
ENSG00000226703.1	-0.23561322718405514	NPM1P4
ENSG00000253604.1	-0.23522914916680346	Gene symbol not found
ENSG00000283205.1	-0.23440836817602734	Gene symbol not found
ENSG00000283288.1	-0.2191571685567868	SMIM33
ENSG00000235118.7	-0.21899275360556833	FAM237A
ENSG00000260877.2	0.21822754184581541	Gene symbol not found
ENSG00000228262.8	0.21799182689648833	LINC01320
ENSG00000264685.1	-0.20829241002727786	PRPF19P1
ENSG00000237631.2	0.2066853033611045	PARK7P2
ENSG00000231066.3	-0.2053601600250028	NPM1P9
ENSG00000238835.1	-0.20413382554147808	SCARNA18
ENSG00000248647.2	0.2028429298229695	Gene symbol not found
ENSG00000250480.3	-0.1989172656153362	RLIG1P1
ENSG00000103200.6	-0.19596667402853923	Gene symbol not found
ENSG00000233057.1	0.1953526718521436	EEF1A1P14
ENSG00000227240.1	0.19488622796358301	Gene symbol not found
ENSG00000108417.3	-0.19083331212408838	KRT37
ENSG00000283098.1	0.18927367746711357	Gene symbol not found
ENSG00000231849.1	-0.18810639596669773	UBE2V2P4
ENSG00000273989.1	0.18656099077574317	Gene symbol not found
ENSG00000259845.1	-0.18639128934460006	HERC2P10
ENSG00000159247.13	0.18595960396001357	TUBBP5
ENSG00000255147.1	-0.18529179231748438	EVA1CP4
ENSG00000214185.3	-0.18116167077769216	XPOTP1
ENSG00000239958.3	-0.17980581898855164	RN7SL51P
ENSG00000225370.1	-0.17942028498998844	Gene symbol not found
ENSG00000254106.1	-0.17817801003994568	LINC01848
ENSG00000180855.15	0.17792830690663888	ZNF443
ENSG00000236062.1	0.177364931203455	GSTM5P1
ENSG00000205220.11	-0.17649554765898245	PSMB10
ENSG00000152977.9	0.17579131888062247	ZIC1
ENSG00000102053.12	0.17049144580216533	ZC3H12B
ENSG00000179873.14	0.1701308996622578	NLRP11
ENSG00000227814.3	0.16882063598880892	MRPS17P9
ENSG00000284242.1	-0.16663924910552502	Gene symbol not found
ENSG00000278054.1	-0.16629821400825345	Gene symbol not found
ENSG00000171747.8	0.16359938322177303	LGALS4
ENSG00000272275.1	-0.16229837967242117	Gene symbol not found
ENSG00000188738.14	0.16202751538839555	FSIP2
ENSG00000277474.1	-0.1612857497866	MIR6894
ENSG00000062096.14	0.16105116256476712	ARSF
