	Coef_brain_cortex	Gene_name
ENSG00000151650.7	0.28439271451186465	VENTX
ENSG00000131080.14	0.25374243057549306	EDA2R
ENSG00000252581.1	0.24864992915466463	RNU6-1098P
ENSG00000208005.1	-0.21983866876447644	MIR503
ENSG00000267544.1	-0.2086907285869869	HIKESHIP2
ENSG00000255836.1	-0.1979495231410255	Gene symbol not found
ENSG00000233429.9	0.19375144391816865	HOTAIRM1
ENSG00000197376.2	0.18963818950790026	Gene symbol not found
ENSG00000187013.4	0.18090002134839994	LINC02875
ENSG00000088836.12	0.17967257602474215	SLC4A11
ENSG00000259124.1	-0.17778897516653702	Gene symbol not found
ENSG00000207186.1	0.17233250757872884	RNA5SP122
ENSG00000259792.1	0.17042080456596354	Gene symbol not found
ENSG00000163071.10	0.16791179600228942	SPATA18
ENSG00000267773.1	-0.16759852195035083	Gene symbol not found
ENSG00000280710.2	-0.16458450413314066	
ENSG00000267799.1	-0.16190211011380645	MAN1A2P1
ENSG00000228526.6	0.15900359352394422	MIR34AHG
ENSG00000278318.4	-0.15672166148342995	ZNF229
ENSG00000248476.1	-0.1566850813902666	BACH1-IT1
ENSG00000230453.9	0.15427548237435987	ANKRD18B
ENSG00000202517.1	-0.15268273376271613	Gene symbol not found
ENSG00000173908.8	-0.15206508848456007	KRT28
ENSG00000172426.15	-0.15008903340486116	RSPH9
ENSG00000214121.4	-0.1455610338230148	PRDX1P1
ENSG00000254294.1	-0.14447717802520021	IMPDH1P6
ENSG00000283377.1	-0.14396273996954226	Gene symbol not found
ENSG00000225075.1	0.14365789254419095	Gene symbol not found
ENSG00000207010.1	-0.1424699694029149	RNU6-318P
ENSG00000259742.1	-0.14238610707464497	Gene symbol not found
ENSG00000255794.7	0.1421059351905204	RMST
ENSG00000230931.2	-0.1416613034232327	GXYLT1P1
ENSG00000274904.1	-0.14120320972075176	Gene symbol not found
ENSG00000276556.1	-0.14107089611797438	Gene symbol not found
ENSG00000168418.7	0.1405962041338598	KCNG4
ENSG00000258550.1	-0.1401355883067518	OR7E106P
ENSG00000277697.1	-0.14002377432012705	
ENSG00000244308.2	-0.1388693151921327	RN7SL762P
ENSG00000248646.1	-0.13832364626603114	
ENSG00000273687.1	0.13752540460137228	Gene symbol not found
ENSG00000164399.4	-0.13671607632992389	IL3
ENSG00000196862.9	-0.1365838010445978	RGPD4
ENSG00000162722.8	-0.13576800566781938	TRIM58
ENSG00000236380.5	-0.1349803579118927	VENTXP7
ENSG00000172680.1	-0.1335549844302405	MOS
ENSG00000253642.5	0.13306201927384634	Gene symbol not found
ENSG00000224566.2	-0.1278085136542633	CIAO2AP2
ENSG00000178343.4	0.1271043838174091	SHISA3
ENSG00000214415.3	-0.12544769753681909	GNAT3
ENSG00000214491.8	0.12508600758045102	SEC14L6
