	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4156304332690426	EYA4
ENSG00000228526.6	0.39966092879033	MIR34AHG
ENSG00000244694.7	0.38056650322878965	PTCHD4
ENSG00000170049.9	-0.3444632828235961	KCNAB3
ENSG00000248799.1	-0.29827482658109183	Gene symbol not found
ENSG00000147889.17	0.2974772845717207	CDKN2A
ENSG00000138829.11	-0.27221414476847156	FBN2
ENSG00000131080.14	0.2699416182817877	EDA2R
ENSG00000250337.5	0.26475987749011276	PURPL
ENSG00000227708.1	-0.25494817492369803	LINC01850
ENSG00000270212.1	-0.25415355219779884	Gene symbol not found
ENSG00000200036.1	-0.25077186568786486	RNA5SP65
ENSG00000244681.1	0.2503010425858137	MTHFD2P1
ENSG00000237438.7	0.24376315234647788	CECR7
ENSG00000281937.1	0.2256519805780991	
ENSG00000227704.1	-0.21626148443061424	Gene symbol not found
ENSG00000064655.18	0.20557289087486885	EYA2
ENSG00000206195.10	0.2013543441465368	DUXAP8
ENSG00000273455.1	0.19537682575959125	Gene symbol not found
ENSG00000225511.6	0.1944114982859936	LINC00475
ENSG00000224988.1	-0.19186655857642496	Gene symbol not found
ENSG00000168828.5	0.18866828857626924	OR13J1
ENSG00000162639.15	-0.18359278144178204	HENMT1
ENSG00000255159.1	-0.18297171433360687	DENND2B-AS1
ENSG00000267282.1	0.18209493150514475	Gene symbol not found
ENSG00000198807.12	0.18178995192959016	PAX9
ENSG00000273604.1	-0.1795518070987281	EPOP
ENSG00000233254.1	0.17693881832155317	RPL21P134
ENSG00000217004.1	-0.1763395276772282	Gene symbol not found
ENSG00000081803.15	0.17407582641554986	CADPS2
ENSG00000196109.6	0.17374618873968814	ZNF676
ENSG00000223284.1	-0.1722582128535118	RNU6-195P
ENSG00000269947.1	-0.17076413879667043	Gene symbol not found
ENSG00000272922.1	0.1652938669615193	
ENSG00000168779.19	0.16387755729714504	SHOX2
ENSG00000111339.10	0.1632699503977675	ART4
ENSG00000278530.4	0.16198858687991824	CHMP1B2P
ENSG00000213225.7	-0.16177613948138575	NOC2LP1
ENSG00000237512.6	0.16012247223636272	UNC5B-AS1
ENSG00000226925.1	-0.1596575754400368	IL1R1-AS1
ENSG00000268079.1	0.15893661146819305	BNIP3P30
ENSG00000255408.3	0.15849236536501646	PCDHA3
ENSG00000231952.3	-0.15749497566376844	DPY19L1P2
ENSG00000130943.6	-0.15412612969570288	PKDREJ
ENSG00000164109.13	-0.15390856313590143	MAD2L1
ENSG00000279067.1	0.15238524439422954	Gene symbol not found
ENSG00000198963.10	0.15207229867904623	RORB
ENSG00000260304.1	0.15187886807104214	Gene symbol not found
ENSG00000249973.2	0.1512343139354654	CHCHD2P7
