	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.425640823987562	ZNF518B
ENSG00000104722.13	-1.683046510725286	NEFM
ENSG00000185010.13	1.6028546101436623	F8
ENSG00000260015.1	1.4300538209309994	Gene symbol not found
ENSG00000166262.15	-1.161853704816057	FAM227B
ENSG00000159212.12	-1.0610609346151616	CLIC6
ENSG00000148082.9	0.9858571666961046	SHC3
ENSG00000206195.10	0.9794236063427414	DUXAP8
ENSG00000224945.1	0.9653185090536708	Gene symbol not found
ENSG00000255408.3	0.9267041567287158	PCDHA3
ENSG00000119973.5	0.9194441245243821	PRLHR
ENSG00000147889.17	0.9091414444918049	CDKN2A
ENSG00000106341.10	0.8966642350719531	PPP1R17
ENSG00000204176.13	-0.8896345513722133	SYT15
ENSG00000258628.1	0.8854174866483472	RHPN2P1
ENSG00000244694.7	0.8390649322858171	PTCHD4
ENSG00000255836.1	-0.774777259796617	Gene symbol not found
ENSG00000183770.5	0.7658764333080816	FOXL2
ENSG00000229020.4	0.7193927990506643	AKR7A2P1
ENSG00000265366.6	0.6982059251083177	GLUD1P2
ENSG00000143355.15	0.6865141199114817	LHX9
ENSG00000088882.7	-0.6695011719054472	CPXM1
ENSG00000163071.10	0.631236176081728	SPATA18
ENSG00000213225.7	-0.623039382170674	NOC2LP1
ENSG00000281205.1	-0.5960948859472761	
ENSG00000102796.10	-0.5652482063084907	DHRS12
ENSG00000147027.3	0.5612662414006461	TMEM47
ENSG00000100867.14	0.4776145440279205	DHRS2
ENSG00000214754.3	-0.4561991847817917	SRSF8CP
ENSG00000198804.2	-0.4237106972269853	MT-CO1
ENSG00000131080.14	0.4230258514559939	EDA2R
ENSG00000250218.1	0.37354175017496577	ALDH1L1-AS1
ENSG00000240401.8	0.3671279242005938	
ENSG00000236833.1	0.348896016130351	Gene symbol not found
ENSG00000235268.2	-0.341221545199803	KDM4E
ENSG00000272674.3	0.29943812296772115	PCDHB16
ENSG00000204969.6	0.2993263469677248	PCDHA2
ENSG00000275560.1	0.29182847893434766	
ENSG00000255158.1	-0.2534301798921986	Gene symbol not found
ENSG00000173947.13	-0.24886957391103662	CIMAP3
ENSG00000200769.1	-0.20308312765827063	Y_RNA
ENSG00000184378.2	-0.22348460988003435	ACTRT3
ENSG00000054598.6	0.1911398412493775	FOXC1
ENSG00000188011.5	-0.20012725670905088	RTP5
ENSG00000124203.6	0.17059571186570485	ZNF831
ENSG00000100196.10	-0.1770968329234283	KDELR3
ENSG00000167281.18	-0.13989262724538443	RBFOX3
ENSG00000272872.1	0.10089322034137287	
ENSG00000172346.14	0.04760184170532302	CSDC2
