	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20857050706054306	CADPS2
ENSG00000126878.12	-0.15707659342593355	AIF1L
ENSG00000244694.7	0.15468205692001577	PTCHD4
ENSG00000185272.13	0.14857067289049433	RBM11
ENSG00000244681.1	0.1482723221391531	MTHFD2P1
ENSG00000168779.19	0.14743403153369455	SHOX2
ENSG00000281706.2	-0.14284178362286276	LINC01012
ENSG00000186472.19	0.14202602795177294	PCLO
ENSG00000261786.1	-0.14159232197639032	Gene symbol not found
ENSG00000232860.7	-0.14154688179796235	SMG7-AS1
ENSG00000082556.10	-0.13661595265298865	OPRK1
ENSG00000151474.21	-0.13311820612774086	FRMD4A
ENSG00000064205.10	0.13291154732466465	CCN5
ENSG00000048540.14	0.12734431855072814	LMO3
ENSG00000196090.12	-0.12693203190393806	PTPRT
ENSG00000258695.2	0.12631590181069802	Gene symbol not found
ENSG00000050555.17	-0.12536251706161045	LAMC3
ENSG00000266050.2	-0.12441800858206527	Gene symbol not found
ENSG00000072041.16	0.12329714556489027	SLC6A15
ENSG00000206828.1	-0.12192875119456982	RNVU1-30
ENSG00000254585.2	-0.1199853322129753	MAGEL2
ENSG00000267504.1	0.11975564293901472	Gene symbol not found
ENSG00000198732.10	-0.11878352084051907	SMOC1
ENSG00000278530.4	0.11376140023077962	CHMP1B2P
ENSG00000137968.16	-0.11358646262817418	SLC44A5
ENSG00000273036.2	0.11242007957694546	CYP4F33P
ENSG00000215529.12	0.11006191524900066	EFCAB8
ENSG00000151948.11	-0.10886703431121073	GLT1D1
ENSG00000165325.13	0.10843650061824746	DEUP1
ENSG00000239268.2	-0.10782213874082866	LINC03051
ENSG00000250361.7	0.10706747791504924	GYPB
ENSG00000258675.1	-0.10668896177012854	LINC02308
ENSG00000086717.18	0.10656891561247907	PPEF1
ENSG00000231784.8	-0.10576294317765536	DBIL5P
ENSG00000184500.14	0.10559927856448112	PROS1
ENSG00000188191.14	-0.10330106161680679	PRKAR1B
ENSG00000280435.1	-0.10234626720896649	Gene symbol not found
ENSG00000179083.6	0.10139098880651165	FAM133A
ENSG00000171403.9	-0.10091301491904031	KRT9
ENSG00000276107.1	0.10063235978360276	THBS1-IT1
ENSG00000131941.7	-0.09892305415200224	RHPN2
ENSG00000236155.6	-0.09855082795343155	ZPLD2P
ENSG00000176049.15	0.0983725888877533	JAKMIP2
ENSG00000067221.13	0.09832497694535651	STOML1
ENSG00000230267.7	-0.09818489889947064	HERC2P4
ENSG00000167693.16	-0.09756330163945692	NXN
ENSG00000215105.4	0.09753108932663417	TTC3P1
ENSG00000273203.1	0.09723574283073215	
ENSG00000172818.9	0.0965617093719951	OVOL1
ENSG00000162738.5	-0.09653757202981544	VANGL2
