	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6731075111660344	RETNLB
ENSG00000261075.1	-0.6484282017251969	LINC01195
ENSG00000048540.14	0.6160491565091529	LMO3
ENSG00000170381.12	0.5907055536543775	SEMA3E
ENSG00000244694.7	0.5635210317002878	PTCHD4
ENSG00000258641.1	-0.5347397642134362	OR4T1P
ENSG00000196427.13	0.4511920627945462	NBPF4
ENSG00000101977.19	0.4473565623311203	MCF2
ENSG00000270000.1	-0.4341419646351445	Gene symbol not found
ENSG00000252719.1	-0.4340027889023329	Gene symbol not found
ENSG00000261437.1	0.4194483339053683	LINC02894
ENSG00000146352.12	0.4131990532975676	CLVS2
ENSG00000265359.1	-0.41137769206083685	Gene symbol not found
ENSG00000224846.2	0.40982450107235235	NQO2-AS1
ENSG00000260804.3	-0.39370330355388167	LINC01963
ENSG00000249412.1	0.3888556135148222	Gene symbol not found
ENSG00000201811.1	-0.38812912429230856	SNORA71
ENSG00000279348.1	-0.37974275406192043	Gene symbol not found
ENSG00000081803.15	0.3762487648076239	CADPS2
ENSG00000134533.6	0.3758052940633543	RERG
ENSG00000242634.1	0.3711561883848713	RPS24P16
ENSG00000235595.1	-0.3664753287462818	GAPDHP23
ENSG00000236290.1	-0.35634995304560746	EEF1GP7
ENSG00000271321.1	0.352695776089398	CTAGE6
ENSG00000167104.11	-0.34792844803776585	BPIFB6
ENSG00000253147.5	-0.3340435241114128	LINC03023
ENSG00000207494.1	-0.32997130823614096	Y_RNA
ENSG00000224897.6	0.32569314070423083	POT1-AS1
ENSG00000257395.1	-0.3249314065668723	Gene symbol not found
ENSG00000224510.2	-0.3188030160147238	POLR2KP2
ENSG00000277120.5	-0.31863242348783266	MIR6089
ENSG00000205898.3	0.3166513745870406	Gene symbol not found
ENSG00000229251.3	-0.3162924744468337	HNRNPA1P8
ENSG00000227413.1	0.31487024841049394	Gene symbol not found
ENSG00000220848.4	0.3110291162519654	RPS18P9
ENSG00000225636.1	0.3070196219771292	HNRNPA3P15
ENSG00000105699.16	-0.30237861692679485	LSR
ENSG00000037757.13	0.2874956373049779	MRI1
ENSG00000270750.1	0.286165460335821	
ENSG00000183506.17	0.28077408758277	PI4KAP2
ENSG00000183386.9	-0.2803245413840807	FHL3
ENSG00000270809.1	0.2800453033851895	CHCHD2P11
ENSG00000260473.2	-0.2779752668929935	Gene symbol not found
ENSG00000182963.9	-0.27685190620071737	GJC1
ENSG00000105643.9	-0.2732112858295264	ARRDC2
ENSG00000246130.1	0.2720645742529336	TNFRSF10B-AS1
ENSG00000259005.1	-0.2654280801417082	Gene symbol not found
ENSG00000267042.1	0.2653901534250475	Gene symbol not found
ENSG00000217414.2	-0.2633942733683402	DDX18P3
ENSG00000100368.13	-0.2586502906238196	CSF2RB
