	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7695097492096481	Gene symbol not found
ENSG00000177791.11	0.7120881379194488	MYOZ1
ENSG00000151136.14	-0.6829623560061835	ABTB3
ENSG00000228034.1	-0.6330882801202398	HMGN2P21
ENSG00000131080.14	0.6234027159833718	EDA2R
ENSG00000226816.2	-0.6047309062032186	Gene symbol not found
ENSG00000244694.7	0.5827123855425248	PTCHD4
ENSG00000102924.11	-0.5720202360184286	CBLN1
ENSG00000244681.1	0.5707870933104149	MTHFD2P1
ENSG00000074211.13	-0.5615138066465599	PPP2R2C
ENSG00000250337.5	0.5367711008907408	PURPL
ENSG00000222705.1	-0.5141292766007526	RN7SKP39
ENSG00000163898.9	0.4954720479420659	LIPH
ENSG00000234546.3	0.4924310551483357	LNCTAM34A
ENSG00000138650.8	0.4849665144257057	PCDH10
ENSG00000250241.5	0.48336533783781477	PCDH10-DT
ENSG00000080224.17	0.47833663924887176	EPHA6
ENSG00000133640.18	0.46459696552773555	LRRIQ1
ENSG00000178075.19	0.45454087354232187	GRAMD1C
ENSG00000171094.16	0.4485642194850641	ALK
ENSG00000237978.5	0.44223894525615026	KCNMB2-AS1
ENSG00000111664.10	0.4289828955358475	GNB3
ENSG00000249738.8	-0.40799618236454566	Gene symbol not found
ENSG00000235570.1	-0.406479521160946	LINC00533
ENSG00000167766.18	-0.40331051589897626	ZNF83
ENSG00000164695.4	-0.39956230739575577	CHMP4C
ENSG00000244306.10	0.39474425397891544	DUXAP10
ENSG00000242173.8	0.3879161179139543	ARHGDIG
ENSG00000133816.13	0.3848663810178027	MICAL2
ENSG00000273356.1	0.3797077723823284	LINC02019
ENSG00000181104.6	-0.37737921446457373	F2R
ENSG00000151746.13	-0.375886838246001	BICD1
ENSG00000048540.14	0.37374540536524914	LMO3
ENSG00000106302.9	0.3400116096631896	HYAL4
ENSG00000174326.11	-0.33780214792480173	SLC16A11
ENSG00000163453.11	-0.3375517040044908	IGFBP7
ENSG00000233613.5	0.33596332846802984	DCUN1D2-AS
ENSG00000228526.6	0.32357426170471554	MIR34AHG
ENSG00000228828.1	0.31905791622108964	TLK2P2
ENSG00000073060.15	0.3166562770001949	SCARB1
ENSG00000182492.15	-0.3164464234441715	BGN
ENSG00000186105.7	-0.3153151724937403	LRRC70
ENSG00000259054.1	-0.31146770566810034	LINC02332
ENSG00000280234.1	0.30918947606859587	Gene symbol not found
ENSG00000145246.13	-0.3090637336597984	ATP10D
ENSG00000122176.10	-0.30867448118144686	FMOD
ENSG00000163071.10	0.295062673568549	SPATA18
ENSG00000102886.14	-0.29180146319144273	GDPD3
ENSG00000169239.12	-0.29161948460448217	CA5B
