	Coef_liver	Coef_artery_aorta	Coef_artery_coronary	Coef_brain_cortex	Coef_brain_cerebellum	Coef_heart_atrial_appendage	Coef_adipose_subcutaneous	Coef_lung	Coef_skin_sun_exposed_lower_leg	Coef_nerve_tibial	Coef_colon_sigmoid	Coef_pancreas	Gene_name
ENSG00000244694.7		0.1521280428233531	0.558495657512909			0.5692675008969337	0.419564610339443	0.399249531401397	0.7611433152341365	0.3681143189169913	0.3806354762561727	0.8571939358882175	PTCHD4
ENSG00000131080.14				0.2515528868371408		0.607808575414794	0.3068732088863699	0.6934852070513486		0.38814041426680096	0.2691440180029821	0.40634276255685586	EDA2R
ENSG00000244681.1		0.14712841475523764				0.5452478841184616		0.45248804650785307		0.3665110399062641	0.2510392106869027		MTHFD2P1
ENSG00000048540.14		0.12830564851878842	0.6057642589434304			0.3803148006656934	1.0724208696345505		1.0388679342037264				LMO3
ENSG00000228526.6				0.1588753556718593		0.31602348089154825	0.4164726151125596				0.40088819657715763		MIR34AHG
ENSG00000178163.7							-0.6849762974651779	-0.7368455990612838		-0.38712632521622387		-2.4333468413851285	ZNF518B
ENSG00000081803.15		0.20729309489462747	0.3744975205572046								0.16977946089829854		CADPS2
ENSG00000278530.4		0.11424556217155761					0.44906715434032424				0.16528997479441712		CHMP1B2P
ENSG00000255836.1				-0.19603135474063463			-0.5035116040559808					-0.7470704883621467	Gene symbol not found
ENSG00000250337.5						0.5339502522644851				0.19032987394521128	0.26329587975056123		PURPL
ENSG00000112319.17							1.5092899441968481			0.22729151988146157	0.4140007145119457		EYA4
ENSG00000172667.10							0.31364719815808195		0.4094054333763474	0.21115491922828747			ZMAT3
ENSG00000147889.17								0.5944377514766623			0.29555918042055357	0.8915444509240816	CDKN2A
ENSG00000196109.6								0.3004158000573998		0.39201772392456163	0.1734465338220096		ZNF676
