	Coef_liver	Gene_name
ENSG00000242573.1	-0.3679387073164287	ACTR3P3
ENSG00000219702.1	-0.3157175891730375	Gene symbol not found
ENSG00000114631.10	-0.3090376485911194	PODXL2
ENSG00000222426.1	-0.26946002666712043	RNU2-50P
ENSG00000261570.1	-0.2689311445365106	AGK-DT
ENSG00000259326.1	0.263247709283085	Gene symbol not found
ENSG00000271209.1	0.25442442273811633	BRDTP1
ENSG00000256436.1	0.25056657373715735	TAS2R31
ENSG00000254345.1	-0.24532567173134126	IGKV2D-23
ENSG00000226703.1	-0.23675276493086903	NPM1P4
ENSG00000253604.1	-0.23314303853390497	Gene symbol not found
ENSG00000283205.1	-0.22926728783865558	Gene symbol not found
ENSG00000235118.7	-0.22734727941041086	FAM237A
ENSG00000283288.1	-0.2215835740744043	SMIM33
ENSG00000228262.8	0.21928337926628763	LINC01320
ENSG00000260877.2	0.21638532413501574	Gene symbol not found
ENSG00000264685.1	-0.20559081432827567	PRPF19P1
ENSG00000231066.3	-0.2044907953157253	NPM1P9
ENSG00000237631.2	0.20426321360278027	PARK7P2
ENSG00000238835.1	-0.20164407853752317	SCARNA18
ENSG00000103200.6	-0.20084263517304796	Gene symbol not found
ENSG00000248647.2	0.1993145124994757	Gene symbol not found
ENSG00000250480.3	-0.1964079380387881	RLIG1P1
ENSG00000233057.1	0.19392310710203906	EEF1A1P14
ENSG00000227240.1	0.1938220824596095	Gene symbol not found
ENSG00000283098.1	0.1937106699694419	Gene symbol not found
ENSG00000159247.13	0.19217662216123663	TUBBP5
ENSG00000273989.1	0.18980438967233984	Gene symbol not found
ENSG00000255147.1	-0.18547049957001913	EVA1CP4
ENSG00000214185.3	-0.18534628031790615	XPOTP1
ENSG00000259845.1	-0.18363206793554607	HERC2P10
ENSG00000231849.1	-0.18329596374573243	UBE2V2P4
ENSG00000236062.1	0.18280920131362297	GSTM5P1
ENSG00000108417.3	-0.18272685985359088	KRT37
ENSG00000205220.11	-0.18023217424435686	PSMB10
ENSG00000239958.3	-0.1799210026485963	RN7SL51P
ENSG00000225370.1	-0.1797655041254706	Gene symbol not found
ENSG00000180855.15	0.17807415082106537	ZNF443
ENSG00000102053.12	0.17604937137563723	ZC3H12B
ENSG00000150873.11	-0.16979877511210043	C2orf50
ENSG00000277474.1	-0.1695292659219025	MIR6894
ENSG00000278054.1	-0.1686713866977847	Gene symbol not found
ENSG00000081800.8	-0.1684952584742568	SLC13A1
ENSG00000284242.1	-0.16807538020306467	Gene symbol not found
ENSG00000152977.9	0.16741619330939914	ZIC1
ENSG00000179873.14	0.16628430581143605	NLRP11
ENSG00000188738.14	0.16545464897602952	FSIP2
ENSG00000272275.1	-0.16544037813498302	Gene symbol not found
ENSG00000171747.8	0.16362155080046603	LGALS4
ENSG00000254106.1	-0.16355349589418802	LINC01848
