	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.49486629334034454	SLC6A15
ENSG00000204764.13	-0.4028272857678168	RANBP17
ENSG00000196109.6	0.4020807728779924	ZNF676
ENSG00000237125.8	0.3979795334920666	HAND2-AS1
ENSG00000131080.14	0.38817159413373875	EDA2R
ENSG00000178163.7	-0.3786503789669166	ZNF518B
ENSG00000171551.11	-0.3762709797792586	ECEL1
ENSG00000244681.1	0.3727302779558936	MTHFD2P1
ENSG00000244694.7	0.36067640252081634	PTCHD4
ENSG00000204876.4	0.3516881951707494	Gene symbol not found
ENSG00000196767.6	0.34432979247084844	POU3F4
ENSG00000184905.8	0.32693100253844787	TCEAL2
ENSG00000100285.9	-0.3264556849357087	NEFH
ENSG00000164107.8	0.3225170943581351	HAND2
ENSG00000163564.14	0.31956698923973414	PYHIN1
ENSG00000128710.5	0.2995284387748644	HOXD10
ENSG00000128713.13	0.29054005812609757	HOXD11
ENSG00000040731.10	0.2896575559258808	CDH10
ENSG00000164690.7	0.2825795550111281	SHH
ENSG00000189233.11	0.2673975714083148	NUGGC
ENSG00000250957.1	0.26364293955576956	
ENSG00000136944.17	-0.24285597488275382	LMX1B
ENSG00000152467.9	-0.23742454440743793	ZSCAN1
ENSG00000203797.9	0.2332712254765797	DDO
ENSG00000008196.12	0.2328772151971781	TFAP2B
ENSG00000134853.11	-0.2284610637936772	PDGFRA
ENSG00000180347.13	0.22729218238600812	ITPRID1
ENSG00000112319.17	0.22287290184656486	EYA4
ENSG00000204519.10	-0.219410933200719	ZNF551
ENSG00000179399.14	0.21908622709519246	GPC5
ENSG00000176658.16	0.21624264798107803	MYO1D
ENSG00000226711.6	-0.2154224467539446	FAM66C
ENSG00000179909.15	-0.21397628492408963	ZNF154
ENSG00000121335.11	0.21292779975640547	PRB2
ENSG00000186205.12	0.21058715168624892	MTARC1
ENSG00000172667.10	0.21035973839729355	ZMAT3
ENSG00000181023.6	0.20901351217872918	OR56B1
ENSG00000159496.14	-0.2058934707624634	RGL4
ENSG00000162461.7	0.2049176595894115	SLC25A34
ENSG00000259236.1	0.2017495994986147	GOLGA8VP
ENSG00000184144.11	0.20043229147396036	CNTN2
ENSG00000168556.6	-0.19991138119840546	ING2
ENSG00000272872.1	0.19718220161396888	
ENSG00000261587.2	0.19226245644687875	TMEM249
ENSG00000250337.5	0.19172090022372318	PURPL
ENSG00000213642.3	-0.19051096512976753	Gene symbol not found
ENSG00000228971.2	-0.18831154306781556	LINC02607
ENSG00000124205.15	-0.18740815332856317	EDN3
ENSG00000080224.17	0.18596859559023898	EPHA6
ENSG00000249388.1	-0.1855163731341249	FLJ12825
