	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4140007145119457	EYA4
ENSG00000228526.6	0.40088819657715763	MIR34AHG
ENSG00000244694.7	0.3806354762561727	PTCHD4
ENSG00000170049.9	-0.3400886782115474	KCNAB3
ENSG00000248799.1	-0.2960437602521945	Gene symbol not found
ENSG00000147889.17	0.29555918042055357	CDKN2A
ENSG00000131080.14	0.2691440180029821	EDA2R
ENSG00000138829.11	-0.26789526130189406	FBN2
ENSG00000250337.5	0.26329587975056123	PURPL
ENSG00000227708.1	-0.25456258629706413	LINC01850
ENSG00000270212.1	-0.25388302514229616	Gene symbol not found
ENSG00000200036.1	-0.2538129694238785	RNA5SP65
ENSG00000244681.1	0.2510392106869027	MTHFD2P1
ENSG00000237438.7	0.2444630577879789	CECR7
ENSG00000281937.1	0.22663442220469948	
ENSG00000227704.1	-0.20856303478149701	Gene symbol not found
ENSG00000064655.18	0.20457217198657374	EYA2
ENSG00000206195.10	0.2005228939405961	DUXAP8
ENSG00000273455.1	0.19754038633563586	Gene symbol not found
ENSG00000225511.6	0.1943668910552234	LINC00475
ENSG00000224988.1	-0.18665788979426842	Gene symbol not found
ENSG00000168828.5	0.18625717537387831	OR13J1
ENSG00000162639.15	-0.18611718059539895	HENMT1
ENSG00000255159.1	-0.18419987371923613	DENND2B-AS1
ENSG00000198807.12	0.18097985103614375	PAX9
ENSG00000233254.1	0.1808039566959057	RPL21P134
ENSG00000273604.1	-0.17967719642648555	EPOP
ENSG00000223284.1	-0.1779752195417227	RNU6-195P
ENSG00000217004.1	-0.1754957725765122	Gene symbol not found
ENSG00000267282.1	0.17516306139879065	Gene symbol not found
ENSG00000196109.6	0.1734465338220096	ZNF676
ENSG00000269947.1	-0.17239326865787977	Gene symbol not found
ENSG00000081803.15	0.16977946089829854	CADPS2
ENSG00000168779.19	0.16607469001146852	SHOX2
ENSG00000272922.1	0.1653965520306118	
ENSG00000278530.4	0.16528997479441712	CHMP1B2P
ENSG00000237512.6	0.1597602706409474	UNC5B-AS1
ENSG00000111339.10	0.15947356635862747	ART4
ENSG00000213225.7	-0.15908854100607386	NOC2LP1
ENSG00000268079.1	0.15906977980678796	BNIP3P30
ENSG00000164109.13	-0.1588069220893643	MAD2L1
ENSG00000255408.3	0.1563970242961513	PCDHA3
ENSG00000226925.1	-0.15631128235214203	IL1R1-AS1
ENSG00000231952.3	-0.15507501444838048	DPY19L1P2
ENSG00000279067.1	0.1529006847912806	Gene symbol not found
ENSG00000130943.6	-0.15250502319922776	PKDREJ
ENSG00000198963.10	0.15149515848541942	RORB
ENSG00000249973.2	0.15070797766031072	CHCHD2P7
ENSG00000257464.1	0.15001598883944542	Gene symbol not found
