	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.4070761119990985	ACER2P1
ENSG00000244694.7	0.32966884310747724	PTCHD4
ENSG00000185088.13	0.31879626280636003	RPS27L
ENSG00000252719.1	-0.3172982455071837	Gene symbol not found
ENSG00000131080.14	0.3074610924637395	EDA2R
ENSG00000252591.1	-0.30256224811336174	RNA5SP468
ENSG00000173535.13	0.2799770452916317	TNFRSF10C
ENSG00000213816.3	-0.27665239867100855	CNN2P4
ENSG00000117594.9	0.2649920718168021	HSD11B1
ENSG00000255492.1	-0.26436195062829626	H3P33
ENSG00000260255.1	-0.25385447410560347	Gene symbol not found
ENSG00000202272.1	-0.2495034393862205	Y_RNA
ENSG00000232139.5	-0.24206754109112333	LINC00867
ENSG00000269526.1	-0.23771698777991948	ERVV-1
ENSG00000278698.1	-0.23146835291854537	Gene symbol not found
ENSG00000134574.11	0.23018582810366464	DDB2
ENSG00000280436.1	-0.2284151061849655	Gene symbol not found
ENSG00000236136.1	0.22720111204838803	ADORA2BP1
ENSG00000235623.2	-0.21838107864716202	OR7E110P
ENSG00000216977.1	0.2157593808736627	RPL21P65
ENSG00000203531.3	-0.2147600008297815	Gene symbol not found
ENSG00000232939.1	-0.20528254971781182	Gene symbol not found
ENSG00000237978.5	0.20135052756100352	KCNMB2-AS1
ENSG00000255489.1	-0.19870389888056084	Gene symbol not found
ENSG00000243539.3	-0.19722336581315034	RN7SL649P
ENSG00000268994.3	-0.19490995331915437	FAM236B
ENSG00000252778.1	-0.19108758939857726	Gene symbol not found
ENSG00000270900.1	-0.18711972359402507	NUDT19P4
ENSG00000177770.11	-0.18691263243874073	CDKN2AIPNLP1
ENSG00000253305.2	-0.18354409366765362	PCDHGB6
ENSG00000234913.1	-0.18145806032434292	Gene symbol not found
ENSG00000100593.17	-0.18107334217956766	ISM2
ENSG00000279954.1	-0.18088890862441243	Gene symbol not found
ENSG00000228162.1	-0.17843077266190055	Gene symbol not found
ENSG00000226320.5	-0.17768026680228907	LINC01811
ENSG00000251874.1	-0.1757869246314662	RNU6-615P
ENSG00000235151.1	-0.17434587203764715	Gene symbol not found
ENSG00000252919.1	-0.17369052326030957	Y_RNA
ENSG00000178163.7	-0.17210419594146642	ZNF518B
ENSG00000267289.1	-0.17161934666027825	PIN1-DT
ENSG00000173451.6	-0.16877519026485896	THAP2
ENSG00000236886.2	-0.16388661853799333	
ENSG00000061337.15	-0.1619468552447815	LZTS1
ENSG00000234379.1	-0.16000847851591818	HMGB1P48
ENSG00000240423.1	-0.1597774252421438	LINC00636
ENSG00000113494.16	-0.15960696795898105	PRLR
ENSG00000254251.1	0.15840091246018745	Gene symbol not found
ENSG00000273568.1	0.15815575402228474	Gene symbol not found
ENSG00000278200.1	-0.157335523071889	LINC01971
ENSG00000180662.8	-0.15649053854912123	RPL21P8
