	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11655863624646697	
ENSG00000279039.1	-0.09563360040910802	
ENSG00000052344.15	0.09109587654163738	PRSS8
ENSG00000117594.9	0.08968939312406427	HSD11B1
ENSG00000175718.9	0.0890800301816814	RBMXL3
ENSG00000151718.15	-0.08624848053501422	WWC2
ENSG00000089225.19	0.0846525710886736	TBX5
ENSG00000187867.8	0.07828770527595462	PALM3
ENSG00000227432.1	0.07801515550419591	ASIC4-AS1
ENSG00000266227.1	-0.07794061892028041	NPM1P2
ENSG00000271178.1	-0.07690132712758287	IGHV3OR16-13
ENSG00000253293.4	-0.07612747249188351	HOXA10
ENSG00000145888.10	0.07528612979029467	GLRA1
ENSG00000221977.1	-0.0744879977342328	OR4E2
ENSG00000235070.3	-0.07416021014163753	Gene symbol not found
ENSG00000249005.3	-0.07345125826102604	FAM90A4P
ENSG00000213435.3	-0.0727826811519708	ATP6V0CP3
ENSG00000181656.6	-0.07265155957319316	GPR88
ENSG00000236968.1	-0.07237242846270195	Gene symbol not found
ENSG00000100302.6	0.07202346352216399	RASD2
ENSG00000248229.1	-0.07085663898092445	Gene symbol not found
ENSG00000131095.12	0.07059048040042605	GFAP
ENSG00000138759.18	-0.07026089288941005	FRAS1
ENSG00000181195.10	0.06966722385945527	PENK
ENSG00000213698.2	-0.06952292180108371	CAPZA1P3
ENSG00000144119.3	0.06929337156043226	C1QL2
ENSG00000070159.13	-0.06904763429452541	PTPN3
ENSG00000263505.1	-0.06821055707626919	SLC25A3P3
ENSG00000276945.1	-0.0681805746271731	Gene symbol not found
ENSG00000197919.5	0.06764776926963374	IFNA1
ENSG00000145358.6	0.0669265433069012	DDIT4L
ENSG00000228467.2	-0.06688259070306524	Gene symbol not found
ENSG00000257737.1	-0.06565976156916421	Gene symbol not found
ENSG00000248211.1	-0.0652457135950944	TRPC7-AS1
ENSG00000072182.12	0.06499437939955868	ASIC4
ENSG00000241318.3	-0.06494318317151898	WDR82P2
ENSG00000266184.1	-0.06358056097906158	Gene symbol not found
ENSG00000261761.3	-0.06294212267563139	LINC02616
ENSG00000263862.1	-0.06267715202452757	LINC01543
ENSG00000231464.1	-0.06233327015485714	PPP4R2P3
ENSG00000118495.18	-0.062303164815974296	PLAGL1
ENSG00000198838.13	0.062289617204281035	RYR3
ENSG00000136883.13	-0.06227483444318798	KIF12
ENSG00000254954.1	-0.06132815834158054	SLC2A13P1
ENSG00000240478.1	-0.06129192642430521	Gene symbol not found
ENSG00000120337.8	-0.06119621616390617	TNFSF18
ENSG00000271671.1	-0.06099908197877961	Gene symbol not found
ENSG00000143365.17	0.060955658181851766	RORC
ENSG00000267623.3	-0.06040103314750415	Gene symbol not found
ENSG00000268583.1	-0.06029911516885694	Gene symbol not found
