	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.2225288240245096	LHFPL4
ENSG00000070019.4	1.122339296812657	GUCY2C
ENSG00000048540.14	1.0493144027780918	LMO3
ENSG00000154162.14	-1.0194998477669843	CDH12
ENSG00000255442.1	0.8735033822672604	Gene symbol not found
ENSG00000104044.15	-0.8393376657918387	OCA2
ENSG00000278318.4	-0.8096348675544695	ZNF229
ENSG00000124253.10	-0.756740227129242	PCK1
ENSG00000224810.1	-0.7517475606371319	Gene symbol not found
ENSG00000244694.7	0.7500746113358059	PTCHD4
ENSG00000181690.7	-0.7143088727528069	PLAG1
ENSG00000246627.6	0.7002913582059845	
ENSG00000226057.6	0.6098841734968639	PHF2P2
ENSG00000114378.16	0.5979079172449437	HYAL1
ENSG00000267733.5	0.5847645344829775	Gene symbol not found
ENSG00000180155.19	-0.5712467608606955	LYNX1
ENSG00000185008.17	-0.5607146292362549	ROBO2
ENSG00000007372.21	0.5587879527975901	PAX6
ENSG00000176998.4	0.5578619799043617	HCG4
ENSG00000112333.11	0.546204239706857	NR2E1
ENSG00000271447.5	0.5401768826384525	MMP28
ENSG00000229375.1	0.5358930203242875	USP24P1
ENSG00000207296.1	0.5349952672091339	RNU6-140P
ENSG00000176153.11	-0.5347818247023716	GPX2
ENSG00000261104.1	-0.5116502707917712	Gene symbol not found
ENSG00000110092.3	0.5097806160618115	CCND1
ENSG00000100321.14	-0.5029716203340081	SYNGR1
ENSG00000267508.5	-0.5025855691197022	ZNF285
ENSG00000179151.11	-0.46025202695856393	EDC3
ENSG00000072818.11	0.453994290622568	ACAP1
ENSG00000105520.10	-0.44318868237455433	PLPPR2
ENSG00000136378.14	0.44171885377498393	ADAMTS7
ENSG00000235961.5	-0.4413943886644039	PNMA6A
ENSG00000254043.1	-0.43393325221393764	Gene symbol not found
ENSG00000235903.7	-0.4257793861643469	CPB2-AS1
ENSG00000164099.3	-0.4227991593947354	PRSS12
ENSG00000114405.10	-0.42217268904845767	CEP15
ENSG00000172667.10	0.41143033489187564	ZMAT3
ENSG00000112852.6	0.4107023428469936	PCDHB2
ENSG00000146521.9	0.40630430885121077	
ENSG00000162722.8	0.39652381864003494	TRIM58
ENSG00000143320.8	0.39488751558336976	CRABP2
ENSG00000163564.14	0.3923195293069571	PYHIN1
ENSG00000235933.1	0.3876414651783823	LINC01779
ENSG00000184990.12	-0.37514856000982066	SIVA1
ENSG00000278937.1	-0.37454156620072865	
ENSG00000260047.2	0.36638744419528363	BCAP31P2
ENSG00000128311.13	0.36205843856612807	TST
ENSG00000158023.9	0.36150182871508835	CFAP251
