	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.5120130658424624	EYA4
ENSG00000048540.14	1.0822135661232164	LMO3
ENSG00000268079.1	0.7204456311330701	BNIP3P30
ENSG00000178163.7	-0.6905628391880944	ZNF518B
ENSG00000008300.16	0.5083453768525997	CELSR3
ENSG00000255836.1	-0.5035950472179463	Gene symbol not found
ENSG00000277156.1	0.49391456364337455	TOMM40P1
ENSG00000198838.13	0.4819389509646837	RYR3
ENSG00000205213.13	-0.4464134918998271	LGR4
ENSG00000278530.4	0.4447004857868964	CHMP1B2P
ENSG00000244694.7	0.42599069626068176	PTCHD4
ENSG00000189233.11	0.41842986572024643	NUGGC
ENSG00000228526.6	0.40851564976230487	MIR34AHG
ENSG00000147231.13	0.403651868200372	RADX
ENSG00000207291.1	0.40232968751709575	RNU6-30P
ENSG00000182168.14	0.39332798859484236	UNC5C
ENSG00000101405.3	-0.39137853203664735	OXT
ENSG00000141431.10	0.38161107463577854	ASXL3
ENSG00000180817.11	0.37339993817341466	PPA1
ENSG00000185090.14	0.3728884256269565	MANEAL
ENSG00000266236.1	0.3706795660319182	NARF-IT1
ENSG00000174292.12	0.36695711317410445	TNK1
ENSG00000118526.6	0.361127482438649	TCF21
ENSG00000053438.8	-0.3546459399012605	NNAT
ENSG00000271709.1	0.3490830067166391	Gene symbol not found
ENSG00000236536.1	-0.34628168786054137	Gene symbol not found
ENSG00000261340.1	-0.343145392636314	LINC01616
ENSG00000267374.1	-0.339108803186389	MIR924HG
ENSG00000250742.2	0.3348145127371782	LINC02381
ENSG00000101955.14	-0.3334702821615724	SRPX
ENSG00000255468.6	-0.3316690040910894	B4GAT1-DT
ENSG00000172247.3	-0.3303687363199007	C1QTNF4
ENSG00000275322.1	-0.32766994373260744	Gene symbol not found
ENSG00000160233.7	-0.3248066341283303	LRRC3
ENSG00000165478.6	0.3241084863153472	HEPACAM
ENSG00000112599.8	0.32384569520286943	GUCA1B
ENSG00000141576.14	0.31837530796899927	RNF157
ENSG00000206052.10	-0.31367056710740215	DOK6
ENSG00000262001.1	-0.3124921195157458	DLGAP1-AS2
ENSG00000181036.13	0.3104566682367043	FCRL6
ENSG00000172667.10	0.31008875426975313	ZMAT3
ENSG00000131080.14	0.3098389630080435	EDA2R
ENSG00000101882.9	0.3040482851093946	NKAP
ENSG00000131771.13	-0.3016584582994426	PPP1R1B
ENSG00000253958.1	-0.3013443804942026	CLDN23
ENSG00000196109.6	0.29954998888457735	ZNF676
ENSG00000263335.1	0.2985301256557092	Gene symbol not found
ENSG00000217330.1	0.2972677207694589	SSXP10
ENSG00000163564.14	0.2959410156072436	PYHIN1
