	Coef_lung	Gene_name
ENSG00000178163.7	-0.7328435958675198	ZNF518B
ENSG00000131080.14	0.6874631884500596	EDA2R
ENSG00000145242.13	0.6656627472443046	EPHA5
ENSG00000147889.17	0.599521858278022	CDKN2A
ENSG00000100285.9	-0.5081030102617414	NEFH
ENSG00000244681.1	0.451566161772466	MTHFD2P1
ENSG00000100362.12	-0.4371306818643671	PVALB
ENSG00000130876.11	-0.4318498727829808	SLC7A10
ENSG00000022556.15	-0.4129644063528741	NLRP2
ENSG00000263280.1	-0.40300826737400186	Gene symbol not found
ENSG00000244694.7	0.3912821314422084	PTCHD4
ENSG00000160870.12	0.3881081978592102	CYP3A7
ENSG00000185090.14	0.3880951364194779	MANEAL
ENSG00000198542.13	0.38651000176298356	ITGBL1
ENSG00000102854.15	-0.38618425811151175	MSLN
ENSG00000189127.7	-0.3686774482903272	ANKRD34B
ENSG00000187730.8	0.3673448070290842	GABRD
ENSG00000186642.15	-0.36157793434005425	PDE2A
ENSG00000230267.7	-0.35939603626951167	HERC2P4
ENSG00000257550.1	-0.34580709807154236	Gene symbol not found
ENSG00000244593.1	-0.3420582567791758	Gene symbol not found
ENSG00000185088.13	0.33880052139544226	RPS27L
ENSG00000102452.15	0.3374507689180896	NALCN
ENSG00000257194.2	0.3295670081437795	
ENSG00000254198.1	-0.32641151537662416	Gene symbol not found
ENSG00000112852.6	0.32389905957275306	PCDHB2
ENSG00000180543.4	-0.3221330233141505	TSPYL5
ENSG00000170549.3	-0.3200880523499984	IRX1
ENSG00000272070.1	0.31554161738053116	
ENSG00000143839.14	-0.3120456729070984	REN
ENSG00000080224.17	0.31021124670756256	EPHA6
ENSG00000273203.1	0.31006094416284763	
ENSG00000141576.14	0.30539636253572816	RNF157
ENSG00000196109.6	0.29951544833267546	ZNF676
ENSG00000267733.5	0.2918418651944802	Gene symbol not found
ENSG00000267643.1	0.28674078886739923	
ENSG00000101255.10	0.2832706935120216	TRIB3
ENSG00000226822.2	-0.2812677578357906	
ENSG00000162039.14	-0.27903998034531863	MEIOB
ENSG00000113319.12	0.27788914389191216	RASGRF2
ENSG00000283913.1	-0.276918710699358	Gene symbol not found
ENSG00000277382.1	0.27689120315723936	Gene symbol not found
ENSG00000174672.15	0.2748141195334751	BRSK2
ENSG00000106868.16	-0.26309583571845796	SUSD1
ENSG00000229915.1	-0.2603921946562392	Gene symbol not found
ENSG00000138795.9	-0.25990837203518485	LEF1
ENSG00000081818.3	0.25933278058219605	PCDHB4
ENSG00000259134.5	0.257516219523134	LINC00924
ENSG00000242173.8	0.2565638702278321	ARHGDIG
ENSG00000064205.10	0.2563374831914538	CCN5
