	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.4928107315073041	SLC6A15
ENSG00000237125.8	0.402899072070523	HAND2-AS1
ENSG00000204764.13	-0.3976947955934696	RANBP17
ENSG00000196109.6	0.3937991134857393	ZNF676
ENSG00000131080.14	0.3855065665828031	EDA2R
ENSG00000178163.7	-0.38083855967277025	ZNF518B
ENSG00000171551.11	-0.3737155403113069	ECEL1
ENSG00000244681.1	0.3689655393284932	MTHFD2P1
ENSG00000244694.7	0.3625098909614181	PTCHD4
ENSG00000204876.4	0.3480147204983145	Gene symbol not found
ENSG00000196767.6	0.3383232700181952	POU3F4
ENSG00000164107.8	0.32861797914153307	HAND2
ENSG00000184905.8	0.3264412655497059	TCEAL2
ENSG00000100285.9	-0.3235238479132934	NEFH
ENSG00000163564.14	0.3188213904138776	PYHIN1
ENSG00000128710.5	0.29806350388104114	HOXD10
ENSG00000128713.13	0.29400367167371333	HOXD11
ENSG00000040731.10	0.2904977151502843	CDH10
ENSG00000164690.7	0.27977931967501996	SHH
ENSG00000189233.11	0.27950705717004476	NUGGC
ENSG00000250957.1	0.25875272513213704	
ENSG00000136944.17	-0.23786338677156316	LMX1B
ENSG00000180347.13	0.23665202537733732	ITPRID1
ENSG00000112319.17	0.23201193577120652	EYA4
ENSG00000152467.9	-0.23110367927377062	ZSCAN1
ENSG00000134853.11	-0.23096914008608896	PDGFRA
ENSG00000008196.12	0.22972644088893232	TFAP2B
ENSG00000203797.9	0.22451431179269316	DDO
ENSG00000204519.10	-0.21740833883946223	ZNF551
ENSG00000181023.6	0.2150662339298767	OR56B1
ENSG00000179909.15	-0.2144654218401034	ZNF154
ENSG00000186205.12	0.2127062697409999	MTARC1
ENSG00000179399.14	0.2125729849378202	GPC5
ENSG00000226711.6	-0.21179105936531104	FAM66C
ENSG00000176658.16	0.20954224112919992	MYO1D
ENSG00000121335.11	0.2083142695572749	PRB2
ENSG00000159496.14	-0.20774492425761218	RGL4
ENSG00000172667.10	0.20611766440590212	ZMAT3
ENSG00000162461.7	0.2058209642137123	SLC25A34
ENSG00000168556.6	-0.20223566699912043	ING2
ENSG00000272872.1	0.201421681072368	
ENSG00000259236.1	0.19678495610131924	GOLGA8VP
ENSG00000184144.11	0.19589705576662414	CNTN2
ENSG00000261587.2	0.19368642992358004	TMEM249
ENSG00000250337.5	0.1916530727825976	PURPL
ENSG00000080224.17	0.19143323874067542	EPHA6
ENSG00000213642.3	-0.18919324574649746	Gene symbol not found
ENSG00000174482.10	0.18800911165468556	LINGO2
ENSG00000111879.18	0.1879644347017234	FAM184A
ENSG00000249388.1	-0.18717632045878996	FLJ12825
