	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4146516673467892	EYA4
ENSG00000228526.6	0.39963988507998627	MIR34AHG
ENSG00000244694.7	0.3794217027314268	PTCHD4
ENSG00000170049.9	-0.3471575575521659	KCNAB3
ENSG00000147889.17	0.29632458385083166	CDKN2A
ENSG00000248799.1	-0.2920026920464203	Gene symbol not found
ENSG00000138829.11	-0.2716175736085816	FBN2
ENSG00000131080.14	0.26846781521409374	EDA2R
ENSG00000250337.5	0.26598386517371225	PURPL
ENSG00000227708.1	-0.2502274162706181	LINC01850
ENSG00000244681.1	0.2493718072317193	MTHFD2P1
ENSG00000270212.1	-0.24900217281437947	Gene symbol not found
ENSG00000200036.1	-0.24784296226142344	RNA5SP65
ENSG00000237438.7	0.24516427190390158	CECR7
ENSG00000281937.1	0.22164721008881066	
ENSG00000227704.1	-0.22161743429864383	Gene symbol not found
ENSG00000064655.18	0.2084683091150284	EYA2
ENSG00000206195.10	0.20277713866778577	DUXAP8
ENSG00000225511.6	0.19522797191580055	LINC00475
ENSG00000273455.1	0.19421868603782752	Gene symbol not found
ENSG00000224988.1	-0.19278409381596906	Gene symbol not found
ENSG00000168828.5	0.1909535899049175	OR13J1
ENSG00000162639.15	-0.1891887923315156	HENMT1
ENSG00000273604.1	-0.18541460063909132	EPOP
ENSG00000267282.1	0.18526332812469687	Gene symbol not found
ENSG00000255159.1	-0.1831595557913153	DENND2B-AS1
ENSG00000196109.6	0.18059948684855034	ZNF676
ENSG00000217004.1	-0.17967827285079563	Gene symbol not found
ENSG00000198807.12	0.17912236818592406	PAX9
ENSG00000233254.1	0.17888787150388652	RPL21P134
ENSG00000223284.1	-0.1768028913626229	RNU6-195P
ENSG00000081803.15	0.17412675431510485	CADPS2
ENSG00000269947.1	-0.171869737542123	Gene symbol not found
ENSG00000168779.19	0.16968066940450724	SHOX2
ENSG00000272922.1	0.16645607279015667	
ENSG00000278530.4	0.16458730484387146	CHMP1B2P
ENSG00000213225.7	-0.16156904414127946	NOC2LP1
ENSG00000231952.3	-0.1609395731520221	DPY19L1P2
ENSG00000111339.10	0.16087103267652	ART4
ENSG00000164109.13	-0.16086998647124945	MAD2L1
ENSG00000249973.2	0.1605267880861203	CHCHD2P7
ENSG00000237512.6	0.16036877293038887	UNC5B-AS1
ENSG00000268079.1	0.16022612372093015	BNIP3P30
ENSG00000279067.1	0.15989410480389554	Gene symbol not found
ENSG00000255408.3	0.1580572249031515	PCDHA3
ENSG00000226925.1	-0.15691981309339317	IL1R1-AS1
ENSG00000130943.6	-0.15625534510372888	PKDREJ
ENSG00000113810.15	-0.15442754037394518	SMC4
ENSG00000198963.10	0.1532372777697857	RORB
