	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.393824830034988	ACER2P1
ENSG00000252719.1	-0.33039174181376874	Gene symbol not found
ENSG00000244694.7	0.32128896189031564	PTCHD4
ENSG00000185088.13	0.3193115793526804	RPS27L
ENSG00000131080.14	0.30727773278368276	EDA2R
ENSG00000252591.1	-0.30311545337398316	RNA5SP468
ENSG00000173535.13	0.2745625978979749	TNFRSF10C
ENSG00000213816.3	-0.27258222962189427	CNN2P4
ENSG00000255492.1	-0.2659036747299063	H3P33
ENSG00000117594.9	0.2654552836505514	HSD11B1
ENSG00000260255.1	-0.25881820584599025	Gene symbol not found
ENSG00000202272.1	-0.24831153915309787	Y_RNA
ENSG00000269526.1	-0.24286719933111267	ERVV-1
ENSG00000232139.5	-0.23932669677696797	LINC00867
ENSG00000278698.1	-0.23413336463577508	Gene symbol not found
ENSG00000280436.1	-0.23057948102882053	Gene symbol not found
ENSG00000134574.11	0.2255178350869099	DDB2
ENSG00000236136.1	0.22532291586251357	ADORA2BP1
ENSG00000235623.2	-0.22148016800136586	OR7E110P
ENSG00000216977.1	0.2157078126817372	RPL21P65
ENSG00000203531.3	-0.2134380813819329	Gene symbol not found
ENSG00000255489.1	-0.19905761668575175	Gene symbol not found
ENSG00000237978.5	0.19891188425982828	KCNMB2-AS1
ENSG00000232939.1	-0.19605123874846173	Gene symbol not found
ENSG00000243539.3	-0.19551777576932164	RN7SL649P
ENSG00000268994.3	-0.19454370093105441	FAM236B
ENSG00000252778.1	-0.1913226995777401	Gene symbol not found
ENSG00000228162.1	-0.18592644809833866	Gene symbol not found
ENSG00000234913.1	-0.18460677230500405	Gene symbol not found
ENSG00000270900.1	-0.18427250177589674	NUDT19P4
ENSG00000279954.1	-0.18313768868418198	Gene symbol not found
ENSG00000253305.2	-0.18076385657166616	PCDHGB6
ENSG00000100593.17	-0.17984378987106095	ISM2
ENSG00000177770.11	-0.1778691352669707	CDKN2AIPNLP1
ENSG00000226320.5	-0.1775984871416148	LINC01811
ENSG00000252919.1	-0.17676195924327306	Y_RNA
ENSG00000178163.7	-0.1727549279090315	ZNF518B
ENSG00000267289.1	-0.1711519606285255	PIN1-DT
ENSG00000251874.1	-0.16682182862317735	RNU6-615P
ENSG00000173451.6	-0.16565050807685497	THAP2
ENSG00000240423.1	-0.16491499945265276	LINC00636
ENSG00000234379.1	-0.16324708800941823	HMGB1P48
ENSG00000235151.1	-0.1625616857301667	Gene symbol not found
ENSG00000278200.1	-0.15991231265908132	LINC01971
ENSG00000180662.8	-0.15987966021399136	RPL21P8
ENSG00000236886.2	-0.15977023603110918	
ENSG00000061337.15	-0.15818982273229332	LZTS1
ENSG00000254251.1	0.15747182615652372	Gene symbol not found
ENSG00000273568.1	0.15631780548141766	Gene symbol not found
ENSG00000268866.1	-0.15562807034054438	Gene symbol not found
