	Coef_lung	Gene_name
ENSG00000178163.7	-0.7309823471644359	ZNF518B
ENSG00000131080.14	0.6875213068089101	EDA2R
ENSG00000145242.13	0.6615731788241423	EPHA5
ENSG00000147889.17	0.6021146407261462	CDKN2A
ENSG00000100285.9	-0.5205985860358808	NEFH
ENSG00000244681.1	0.4490613734253658	MTHFD2P1
ENSG00000100362.12	-0.4415710147165162	PVALB
ENSG00000130876.11	-0.4205717137238046	SLC7A10
ENSG00000022556.15	-0.41791451411323655	NLRP2
ENSG00000263280.1	-0.40094647710064185	Gene symbol not found
ENSG00000185090.14	0.39377304849995376	MANEAL
ENSG00000244694.7	0.3930380443546465	PTCHD4
ENSG00000102854.15	-0.39262873364769263	MSLN
ENSG00000160870.12	0.389492793932645	CYP3A7
ENSG00000198542.13	0.38838028288079596	ITGBL1
ENSG00000189127.7	-0.376412962266431	ANKRD34B
ENSG00000187730.8	0.36265767988439773	GABRD
ENSG00000186642.15	-0.36083024225901605	PDE2A
ENSG00000230267.7	-0.35312252592275595	HERC2P4
ENSG00000257550.1	-0.3436968863668874	Gene symbol not found
ENSG00000185088.13	0.3433570573726631	RPS27L
ENSG00000244593.1	-0.3405956890833447	Gene symbol not found
ENSG00000102452.15	0.3389335029269862	NALCN
ENSG00000257194.2	0.3297897174355367	
ENSG00000180543.4	-0.32860937190149103	TSPYL5
ENSG00000170549.3	-0.32300957603241215	IRX1
ENSG00000112852.6	0.322525451112726	PCDHB2
ENSG00000272070.1	0.32093301785264244	
ENSG00000143839.14	-0.31730067057824474	REN
ENSG00000254198.1	-0.3140756122190932	Gene symbol not found
ENSG00000273203.1	0.30895992771785624	
ENSG00000080224.17	0.30464507606793556	EPHA6
ENSG00000141576.14	0.30233077041384626	RNF157
ENSG00000267733.5	0.2970874198702279	Gene symbol not found
ENSG00000267643.1	0.29508574189817155	
ENSG00000196109.6	0.29206015034514304	ZNF676
ENSG00000226822.2	-0.28710651933547077	
ENSG00000283913.1	-0.2783058027940662	Gene symbol not found
ENSG00000174672.15	0.2750028417135698	BRSK2
ENSG00000101255.10	0.27447456924848845	TRIB3
ENSG00000277382.1	0.27098854170776815	Gene symbol not found
ENSG00000162039.14	-0.2681538457735917	MEIOB
ENSG00000113319.12	0.2681192071453605	RASGRF2
ENSG00000106868.16	-0.26647822928344717	SUSD1
ENSG00000229915.1	-0.2631500913674107	Gene symbol not found
ENSG00000138795.9	-0.25869780562885963	LEF1
ENSG00000242173.8	0.258366480816727	ARHGDIG
ENSG00000259134.5	0.2576183512269729	LINC00924
ENSG00000081818.3	0.256762415947138	PCDHB4
ENSG00000235821.1	0.2537608724620657	IFITM4P
