	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.426356872109827	ZNF518B
ENSG00000104722.13	-1.691340310513629	NEFM
ENSG00000185010.13	1.5997372620320784	F8
ENSG00000260015.1	1.4206996873119704	Gene symbol not found
ENSG00000166262.15	-1.1988491879979557	FAM227B
ENSG00000159212.12	-1.0921727461628672	CLIC6
ENSG00000148082.9	0.9940250557301941	SHC3
ENSG00000224945.1	0.9892514062286539	Gene symbol not found
ENSG00000206195.10	0.9791289237410764	DUXAP8
ENSG00000258628.1	0.9339047458198512	RHPN2P1
ENSG00000255408.3	0.9231371424323765	PCDHA3
ENSG00000147889.17	0.9131658531557421	CDKN2A
ENSG00000106341.10	0.9033134842385838	PPP1R17
ENSG00000119973.5	0.8964591637090596	PRLHR
ENSG00000244694.7	0.8386334197950195	PTCHD4
ENSG00000204176.13	-0.8108841183425073	SYT15
ENSG00000183770.5	0.779541387018393	FOXL2
ENSG00000255836.1	-0.7597496020969137	Gene symbol not found
ENSG00000229020.4	0.7088972261993316	AKR7A2P1
ENSG00000088882.7	-0.6968420548296882	CPXM1
ENSG00000265366.6	0.683308355535941	GLUD1P2
ENSG00000143355.15	0.6786496436984655	LHX9
ENSG00000163071.10	0.6199601276381532	SPATA18
ENSG00000281205.1	-0.6004012944267462	
ENSG00000213225.7	-0.587701118631287	NOC2LP1
ENSG00000147027.3	0.5833821298181062	TMEM47
ENSG00000102796.10	-0.5533401601218154	DHRS12
ENSG00000100867.14	0.4914364478874023	DHRS2
ENSG00000214754.3	-0.46012911710121635	SRSF8CP
ENSG00000198804.2	-0.4140245306036071	MT-CO1
ENSG00000131080.14	0.4030371970636978	EDA2R
ENSG00000240401.8	0.3904274317607757	
ENSG00000250218.1	0.3882926454827034	ALDH1L1-AS1
ENSG00000235268.2	-0.3625486266204441	KDM4E
ENSG00000236833.1	0.36020508214913527	Gene symbol not found
ENSG00000275560.1	0.3231950002593288	
ENSG00000204969.6	0.30969198023383865	PCDHA2
ENSG00000272674.3	0.2848707094924879	PCDHB16
ENSG00000173947.13	-0.2614030800774224	CIMAP3
ENSG00000255158.1	-0.2602235899268181	Gene symbol not found
ENSG00000200769.1	-0.24944022267641966	Y_RNA
ENSG00000188011.5	-0.2469131670911912	RTP5
ENSG00000054598.6	0.2121265004934171	FOXC1
ENSG00000184378.2	-0.20833504340118159	ACTRT3
ENSG00000124203.6	0.16962346341096554	ZNF831
ENSG00000100196.10	-0.169052588976589	KDELR3
ENSG00000167281.18	-0.12321511577690838	RBFOX3
ENSG00000176046.8	-0.08420532156659248	NUPR1
ENSG00000272872.1	0.08955559339933192	
